 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000             -10               0             -11          0.0000;
     1    0.009             -10               0              -9          0.0000;
     2    0.018             -10               0              -9          0.0000;
     3    0.027             -10               0              -9          0.0000;
     4    0.035             -10               0              -9          0.0000;
     5    0.044              -9               0              -8          0.0000;
     6    0.053              -9               0              -8          0.0000;
     7    0.062              -9               0              -8          0.0000;
     8    0.071              -9               0              -8          0.0000;
     9    0.080             -10               0              -8          0.0000;
    10    0.089             -10               0              -9          0.0000;
    11    0.097             -10               0              -9          0.0000;
    12    0.106             -10               0             -10          0.0000;
    13    0.115             -10               0             -11          0.0000;
    14    0.124             -10               0             -11          0.0000;
    15    0.133             -11               0             -11          0.0000;
    16    0.142             -11               0             -11          0.0000;
    17    0.151             -11               0             -11          0.0000;
    18    0.159             -11               0             -11          0.0000;
    19    0.168             -11               0             -11          0.0000;
    20    0.177             -11               0             -11          0.0000;
    21    0.186             -11               0             -11          0.0000;
    22    0.195             -11               0             -11          0.0000;
    23    0.204             -11               0             -12          0.0000;
    24    0.213             -11               0             -13          0.0000;
    25    0.221             -12               0             -13          0.0000;
    26    0.230             -12               0             -13          0.0000;
    27    0.239             -12               0             -13          0.0000;
    28    0.248             -12               0             -13          0.0000;
    29    0.257             -12               0             -13          0.0000;
    30    0.266             -12               0             -13          0.0000;
    31    0.274             -12               0             -11          0.0000;
    32    0.283             -12               0             -11          0.0000;
    33    0.292             -12               0             -11          0.0000;
    34    0.301             -12               0             -11          0.0000;
    35    0.310             -12               0             -11          0.0000;
    36    0.319             -12               0             -10          0.0000;
    37    0.328             -11               0             -10          0.0000;
    38    0.336             -11               0             -10          0.0000;
    39    0.345             -11               0             -10          0.0000;
    40    0.354             -12               0             -10          0.0000;
    41    0.363             -12               0             -10          0.0000;
    42    0.372             -12               0             -11          0.0000;
    43    0.381             -12               0             -11          0.0000;
    44    0.390             -12               0             -11          0.0000;
    45    0.398             -12               0             -11          0.0000;
    46    0.407             -12               0             -12          0.0000;
    47    0.416             -12               0             -12          0.0000;
    48    0.425             -12               0             -12          0.0000;
    49    0.434             -12               0             -13          0.0000;
    50    0.443             -12               0             -13          0.0000;
    51    0.452             -12               0             -13          0.0000;
    52    0.460             -12               0             -13          0.0000;
    53    0.469             -13               0             -13          0.0000;
    54    0.478             -13               0             -13          0.0000;
    55    0.487             -12               0             -13          0.0000;
    56    0.496             -12               0             -11          0.0000;
    57    0.505             -12               0             -11          0.0000;
    58    0.514             -12               0             -11          0.0000;
    59    0.522             -12               0             -11          0.0000;
    60    0.531             -12               0             -10          0.0000;
    61    0.540             -11               0             -10          0.0000;
    62    0.549             -11               0             -10          0.0000;
    63    0.558             -11               0             -10          0.0000;
    64    0.567             -10               0             -10          0.0000;
    65    0.576             -10               0             -10          0.0000;
    66    0.584             -10               0             -10          0.0000;
    67    0.593             -10               0             -10          0.0000;
    68    0.602             -10               0             -10          0.0000;
    69    0.611             -10               0             -10          0.0000;
    70    0.620             -10               0             -10          0.0000;
    71    0.629             -10               0             -10          0.0000;
    72    0.638             -10               0             -10          0.0000;
    73    0.646             -10               0             -10          0.0000;
    74    0.655             -10               0              -9          0.0000;
    75    0.664             -10               0              -9          0.0000;
    76    0.673             -10               0              -9          0.0000;
    77    0.682             -10               0              -9          0.0000;
    78    0.691             -10               0              -9          0.0000;
    79    0.699             -11               0              -9          0.0000;
    80    0.708             -11               0             -10          0.0000;
    81    0.717             -11               0             -11          0.0000;
    82    0.726             -12               0             -13          0.0000;
    83    0.735             -14               0             -15          0.0000;
    84    0.744             -16               0             -17          0.0000;
    85    0.753             -18               0             -20          0.0000;
    86    0.761             -21               0             -23          0.0000;
    87    0.770             -26               0             -27          0.0000;
    88    0.779             -30               0             -32          0.0000;
    89    0.788             -36               0             -37          0.0000;
    90    0.797             -41               0             -43          0.0000;
    91    0.806             -47               0             -48          0.0000;
    92    0.815             -53               0             -54          0.0000;
    93    0.823             -58               0             -59          0.0000;
    94    0.832             -64               0             -64          0.0000;
    95    0.841             -69               0             -70          0.0000;
    96    0.850             -74               0             -75          0.0000;
    97    0.859             -80               0             -81          0.0000;
    98    0.868             -86               0             -87          0.0000;
    99    0.877             -93               0             -94          0.0000;
   100    0.885            -100               0            -101          0.0000;
   101    0.894            -108               0            -109          0.0000;
   102    0.903            -116               0            -117          0.0000;
   103    0.912            -125               0            -127          0.0000;
   104    0.921            -137               0            -138          0.0000;
   105    0.930            -150               0            -152          0.0000;
   106    0.939            -168               0            -170          0.0000;
   107    0.947            -190               0            -192          0.0000;
   108    0.956            -214               0            -217          0.0000;
   109    0.965            -241               0            -244          0.0000;
   110    0.974            -270               0            -274          0.0000;
   111    0.983            -300               0            -304          0.0000;
   112    0.992            -330               0            -334          0.0000;
   113    1.001            -359               0            -364          0.0000;
   114    1.009            -385               0            -393          0.0000;
   115    1.018            -410               0            -419          0.0000;
   116    1.027            -435               0            -443          0.0000;
   117    1.036            -455               0            -463          0.0000;
   118    1.045            -471               0            -479          0.0000;
   119    1.054            -484               0            -490          0.0000;
   120    1.063            -491               0            -498          0.0000;
   121    1.071            -494               0            -500          0.0000;
   122    1.080            -493               0            -498          0.0000;
   123    1.089            -488               0            -490          0.0000;
   124    1.098            -478               0            -479          0.0000;
   125    1.107            -464               0            -463          0.0000;
   126    1.116            -445               0            -444          0.0000;
   127    1.124            -423               0            -421          0.0000;
   128    1.133            -399               0            -397          0.0000;
   129    1.142            -374               0            -370          0.0000;
   130    1.151            -348               0            -342          0.0000;
   131    1.160            -321               0            -314          0.0000;
   132    1.169            -296               0            -287          0.0000;
   133    1.178            -269               0            -261          0.0000;
   134    1.186            -245               0            -237          0.0000;
   135    1.195            -225               0            -215          0.0000;
   136    1.204            -206               0            -197          0.0000;
   137    1.213            -192               0            -183          0.0000;
   138    1.222            -181               0            -172          0.0000;
   139    1.231            -174               0            -166          0.0000;
   140    1.240            -172               0            -164          0.0000;
   141    1.248            -174               0            -167          0.0000;
   142    1.257            -179               0            -174          0.0000;
   143    1.266            -188               0            -185          0.0000;
   144    1.275            -201               0            -200          0.0000;
   145    1.284            -218               0            -219          0.0000;
   146    1.293            -239               0            -239          0.0000;
   147    1.302            -262               0            -263          0.0000;
   148    1.310            -286               0            -288          0.0000;
   149    1.319            -312               0            -314          0.0000;
   150    1.328            -336               0            -340          0.0000;
   151    1.337            -360               0            -365          0.0000;
   152    1.346            -384               0            -390          0.0000;
   153    1.355            -405               0            -412          0.0000;
   154    1.364            -424               0            -431          0.0000;
   155    1.372            -441               0            -448          0.0000;
   156    1.381            -455               0            -462          0.0000;
   157    1.390            -464               0            -471          0.0000;
   158    1.399            -470               0            -476          0.0000;
   159    1.408            -472               0            -478          0.0000;
   160    1.417            -470               0            -474          0.0000;
   161    1.426            -465               0            -467          0.0000;
   162    1.434            -456               0            -456          0.0000;
   163    1.443            -443               0            -442          0.0000;
   164    1.452            -426               0            -424          0.0000;
   165    1.461            -406               0            -404          0.0000;
   166    1.470            -385               0            -382          0.0000;
   167    1.479            -363               0            -359          0.0000;
   168    1.488            -341               0            -334          0.0000;
   169    1.496            -317               0            -310          0.0000;
   170    1.505            -295               0            -287          0.0000;
   171    1.514            -273               0            -265          0.0000;
   172    1.523            -252               0            -244          0.0000;
   173    1.532            -235               0            -226          0.0000;
   174    1.541            -220               0            -211          0.0000;
   175    1.549            -208               0            -199          0.0000;
   176    1.558            -200               0            -191          0.0000;
   177    1.567            -195               0            -186          0.0000;
   178    1.576            -194               0            -186          0.0000;
   179    1.585            -196               0            -190          0.0000;
   180    1.594            -201               0            -197          0.0000;
   181    1.603            -210               0            -207          0.0000;
   182    1.611            -222               0            -222          0.0000;
   183    1.620            -238               0            -238          0.0000;
   184    1.629            -257               0            -257          0.0000;
   185    1.638            -277               0            -278          0.0000;
   186    1.647            -299               0            -300          0.0000;
   187    1.656            -320               0            -323          0.0000;
   188    1.665            -342               0            -345          0.0000;
   189    1.673            -362               0            -367          0.0000;
   190    1.682            -382               0            -387          0.0000;
   191    1.691            -400               0            -406          0.0000;
   192    1.700            -416               0            -423          0.0000;
   193    1.709            -430               0            -436          0.0000;
   194    1.718            -441               0            -447          0.0000;
   195    1.727            -448               0            -454          0.0000;
   196    1.735            -452               0            -457          0.0000;
   197    1.744            -452               0            -458          0.0000;
   198    1.753            -449               0            -453          0.0000;
   199    1.762            -444               0            -446          0.0000;
   200    1.771            -435               0            -435          0.0000;
   201    1.780            -423               0            -422          0.0000;
   202    1.789            -407               0            -406          0.0000;
   203    1.797            -390               0            -387          0.0000;
   204    1.806            -372               0            -368          0.0000;
   205    1.815            -352               0            -347          0.0000;
   206    1.824            -332               0            -326          0.0000;
   207    1.833            -312               0            -305          0.0000;
   208    1.842            -293               0            -285          0.0000;
   209    1.851            -275               0            -266          0.0000;
   210    1.859            -257               0            -249          0.0000;
   211    1.868            -243               0            -235          0.0000;
   212    1.877            -231               0            -223          0.0000;
   213    1.886            -222               0            -214          0.0000;
   214    1.895            -216               0            -208          0.0000;
   215    1.904            -213               0            -205          0.0000;
   216    1.913            -213               0            -206          0.0000;
   217    1.921            -217               0            -211          0.0000;
   218    1.930            -222               0            -218          0.0000;
   219    1.939            -231               0            -229          0.0000;
   220    1.948            -243               0            -242          0.0000;
   221    1.957            -257               0            -257          0.0000;
   222    1.966            -274               0            -274          0.0000;
   223    1.974            -292               0            -293          0.0000;
   224    1.983            -311               0            -312          0.0000;
   225    1.992            -329               0            -331          0.0000;
   226    2.001            -348               0            -351          0.0000;
