 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0               0               0          0.5000;
     1    0.009               0               1               0          0.5000;
     2    0.018               0               6               0          0.5000;
     3    0.027               0              14               0          0.5000;
     4    0.035               0              26               0          0.5000;
     5    0.044               0              42               0          0.5000;
     6    0.053               0              60               0          0.5000;
     7    0.062               0              81               0          0.5000;
     8    0.071               0             104               0          0.5000;
     9    0.080               0             128               0          0.5000;
    10    0.089               0             152               1          0.5000;
    11    0.097               0             177               1          0.5000;
    12    0.106               0             200               1          0.5000;
    13    0.115               0             222               1          0.5000;
    14    0.124               0             242               1          0.5000;
    15    0.133               0             259               1          0.5000;
    16    0.142               0             274               1          0.5000;
    17    0.151               0             285               1          0.5000;
    18    0.159               1             292               1          0.5000;
    19    0.168               1             296               1          0.5000;
    20    0.177               1             297               1          0.5000;
    21    0.186               1             295               1          0.5000;
    22    0.195               1             290               1          0.5000;
    23    0.204               1             283               1          0.5000;
    24    0.213               1             274               1          0.5000;
    25    0.221               1             263               1          0.5000;
    26    0.230               1             251               1          0.5000;
    27    0.239               1             237               1          0.5000;
    28    0.248               1             223               1          0.5000;
    29    0.257               1             208               1          0.5000;
    30    0.266               1             194               1          0.5000;
    31    0.274               1             180               1          0.5000;
    32    0.283               1             168               1          0.5000;
    33    0.292               1             157               1          0.5000;
    34    0.301               1             147               1          0.5000;
    35    0.310               1             140               1          0.5000;
    36    0.319               1             135               1          0.5000;
    37    0.328               1             132               1          0.5000;
    38    0.336               1             131               1          0.5000;
    39    0.345               1             133               1          0.5000;
    40    0.354               1             136               1          0.5000;
    41    0.363               1             141               1          0.5000;
    42    0.372               1             148               1          0.5000;
    43    0.381               1             155               1          0.5000;
    44    0.390               0             163               1          0.5000;
    45    0.398               0             171               1          0.5000;
    46    0.407               0             179               1          0.5000;
    47    0.416               0             187               1          0.5000;
    48    0.425               1             194               1          0.5000;
    49    0.434               1             200               1          0.5000;
    50    0.443               1             205               1          0.5000;
    51    0.452               1             209               1          0.5000;
    52    0.460               1             212               1          0.5000;
    53    0.469               1             214               1          0.5000;
    54    0.478               1             214               1          0.5000;
    55    0.487               1             213               1          0.5000;
    56    0.496               1             211               1          0.5000;
    57    0.505               1             208               1          0.5000;
    58    0.514               1             205               1          0.5000;
    59    0.522               1             201               1          0.5000;
    60    0.531               1             197               1          0.5000;
    61    0.540               1             193               1          0.5000;
    62    0.549               1             190               1          0.5000;
    63    0.558               1             187               1          0.5000;
    64    0.567               1             184               1          0.5000;
    65    0.576               1             182               1          0.5000;
    66    0.584               1             181               1          0.5000;
    67    0.593               1             180               1          0.5000;
    68    0.602               1             181               1          0.5000;
    69    0.611               0             181               1          0.5000;
    70    0.620               0             183               1          0.5000;
    71    0.629               0             185               1          0.5000;
    72    0.638               0             187               1          0.5000;
    73    0.646               0             188               1          0.5000;
    74    0.655               0             190               1          0.5000;
    75    0.664               0             192               1          0.5000;
    76    0.673               0             193               1          0.5000;
    77    0.682               0             194               1          0.5000;
    78    0.691               0             194               1          0.5000;
    79    0.699               0             194               1          0.5000;
    80    0.708               0             193               1          0.5000;
    81    0.717               0             193               1          0.5000;
    82    0.726               0             192               1          0.5000;
    83    0.735               0             191               1          0.5000;
    84    0.744               0             190               1          0.5000;
    85    0.753               0             189               1          0.5000;
    86    0.761               0             188               1          0.5000;
    87    0.770               0             187               1          0.5000;
    88    0.779               0             187               1          0.5000;
    89    0.788               0             187               1          0.5000;
    90    0.797               0             187               1          0.5000;
    91    0.806               0             188               1          0.5000;
    92    0.815               0             189               1          0.5000;
    93    0.823               0             189               1          0.5000;
    94    0.832               0             190               1          0.5000;
    95    0.841               0             190               1          0.5000;
    96    0.850               0             191               1          0.5000;
    97    0.859               0             191               1          0.5000;
    98    0.868               0             191               1          0.5000;
    99    0.877               0             191               1          0.5000;
   100    0.885               0             191               1          0.5000;
   101    0.894               0             190               1          0.5000;
   102    0.903               0             190               1          0.5000;
   103    0.912               0             189               1          0.5000;
   104    0.921               0             189               1          0.5000;
   105    0.930               0             189               0          0.5000;
   106    0.939               0             188               0          0.5000;
   107    0.947               0             188               1          0.5000;
   108    0.956               0             189               1          0.5000;
   109    0.965               0             189               1          0.5000;
   110    0.974               0             189               1          0.5000;
   111    0.983               0             189               1          0.5000;
   112    0.992               0             190               1          0.5000;
   113    1.001               0             190               1          0.5000;
   114    1.009               0             190               1          0.5000;
   115    1.018               0             190               1          0.5000;
   116    1.027               0             190               1          0.5000;
   117    1.036               0             190               1          0.5000;
   118    1.045               0             190               1          0.5000;
   119    1.054               0             190               1          0.5000;
   120    1.063               0             189               1          0.5000;
   121    1.071               0             189               1          0.5000;
   122    1.080               0             189               1          0.5000;
   123    1.089               0             189               1          0.5000;
   124    1.098               0             189               1          0.5000;
   125    1.107               0             189               1          0.5000;
   126    1.116               0             189               1          0.5000;
   127    1.124               0             189               1          0.5000;
   128    1.133               0             189               1          0.5000;
   129    1.142               0             189               1          0.5000;
   130    1.151               0             189               1          0.5000;
   131    1.160               0             190               1          0.5000;
   132    1.169               0             190               1          0.5000;
   133    1.178               0             190               1          0.5000;
   134    1.186               0             190               1          0.5000;
   135    1.195               0             190               1          0.5000;
   136    1.204               0             189               1          0.5000;
   137    1.213               0             189               1          0.5000;
   138    1.222               0             189               1          0.5000;
   139    1.231               0             189               1          0.5000;
   140    1.240               0             189               0          0.5000;
   141    1.248               0             189               0          0.5000;
   142    1.257               0             189               0          0.5000;
   143    1.266               0             189               1          0.5000;
   144    1.275               0             189               1          0.5000;
   145    1.284               0             189               1          0.5000;
   146    1.293               0             189               1          0.5000;
   147    1.302               0             189               1          0.5000;
   148    1.310               0             189               1          0.5000;
   149    1.319               0             189               1          0.5000;
   150    1.328               0             189               1          0.5000;
   151    1.337               0             189               1          0.5000;
   152    1.346               0             189               1          0.5000;
   153    1.355               0             189               1          0.5000;
   154    1.364               0             189               1          0.5000;
   155    1.372               0             189               1          0.5000;
   156    1.381               0             189               1          0.5000;
   157    1.390               0             189               1          0.5000;
   158    1.399               0             189               1          0.5000;
   159    1.408               0             189               1          0.5000;
   160    1.417               0             189               1          0.5000;
   161    1.426               0             189               1          0.5000;
   162    1.434               0             189               1          0.5000;
   163    1.443               0             189               1          0.5000;
   164    1.452               0             189               1          0.5000;
   165    1.461               0             189               1          0.5000;
   166    1.470               0             189               1          0.5000;
   167    1.479               0             189               1          0.5000;
   168    1.488               0             189               1          0.5000;
   169    1.496               0             189               1          0.5000;
   170    1.505               0             189               1          0.5000;
   171    1.514               0             189               1          0.5000;
   172    1.523               0             189               1          0.5000;
   173    1.532               0             190               1          0.5000;
   174    1.541               0             190               1          0.5000;
   175    1.549               0             190               1          0.5000;
   176    1.558               0             190               1          0.5000;
   177    1.567               0             190               1          0.5000;
   178    1.576               0             190               1          0.5000;
   179    1.585               0             190               1          0.5000;
   180    1.594               0             190               1          0.5000;
   181    1.603               0             190               1          0.5000;
   182    1.611               0             190               1          0.5000;
   183    1.620               0             190               1          0.5000;
   184    1.629               0             190               1          0.5000;
   185    1.638               0             190               1          0.5000;
   186    1.647               0             190               1          0.5000;
   187    1.656               0             189               1          0.5000;
   188    1.665               0             189               0          0.5000;
