 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000              -2               0               0          0.5000;
     1    0.009              -2               1               0          0.5000;
     2    0.018              -2               5               0          0.5000;
     3    0.027              -2              13               0          0.5000;
     4    0.035              -2              24               0          0.5000;
     5    0.044              -2              38               0          0.5000;
     6    0.053              -2              54               0          0.5000;
     7    0.062               0              73               0          0.5000;
     8    0.071               0              93               2          0.5000;
     9    0.080               0             114               2          0.5000;
    10    0.089               0             135               2          0.5000;
    11    0.097               1             156               3          0.5000;
    12    0.106               1             176               4          0.5000;
    13    0.115               2             196               5          0.5000;
    14    0.124               2             214               6          0.5000;
    15    0.133               3             229               6          0.5000;
    16    0.142               3             242               7          0.5000;
    17    0.151               4             253               7          0.5000;
    18    0.159               4             261               8          0.5000;
    19    0.168               5             265               8          0.5000;
    20    0.177               5             267               9          0.5000;
    21    0.186               5             265               9          0.5000;
    22    0.195               5             260               9          0.5000;
    23    0.204               5             253               9          0.5000;
    24    0.213               5             243               9          0.5000;
    25    0.221               5             232               9          0.5000;
    26    0.230               5             220               8          0.5000;
    27    0.239               4             208               8          0.5000;
    28    0.248               4             195               7          0.5000;
    29    0.257               3             182               6          0.5000;
    30    0.266               3             169               5          0.5000;
    31    0.274               2             158               4          0.5000;
    32    0.283               2             147               3          0.5000;
    33    0.292               1             137               3          0.5000;
    34    0.301               1             129               2          0.5000;
    35    0.310               1             123               2          0.5000;
    36    0.319               1             118               2          0.5000;
    37    0.328               1             115               2          0.5000;
    38    0.336               1             115               2          0.5000;
    39    0.345               1             116               2          0.5000;
    40    0.354               1             120               2          0.5000;
    41    0.363               1             124               2          0.5000;
    42    0.372               0             130               2          0.5000;
    43    0.381               0             136               2          0.5000;
    44    0.390               0             143               1          0.5000;
    45    0.398               0             150               1          0.5000;
    46    0.407               0             157               1          0.5000;
    47    0.416              -0             164               1          0.5000;
    48    0.425              -0             170               1          0.5000;
    49    0.434              -0             176               1          0.5000;
    50    0.443              -0             181               1          0.5000;
    51    0.452              -1             185               1          0.5000;
    52    0.460              -1             188               1          0.5000;
    53    0.469              -1             190               1          0.5000;
    54    0.478              -1             191               1          0.5000;
    55    0.487              -1             191               1          0.5000;
    56    0.496              -1             189               1          0.5000;
    57    0.505              -1             187               1          0.5000;
    58    0.514              -1             184               1          0.5000;
    59    0.522              -1             180               1          0.5000;
    60    0.531              -1             177               1          0.5000;
    61    0.540              -1             173               1          0.5000;
    62    0.549              -1             169               1          0.5000;
    63    0.558              -1             166               1          0.5000;
    64    0.567              -1             164               1          0.5000;
    65    0.576              -1             161               1          0.5000;
    66    0.584              -1             159               1          0.5000;
    67    0.593              -1             158               1          0.5000;
    68    0.602              -1             157               1          0.5000;
