 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000              -8              -1              -8          0.0000;
     1    0.009              -7              -1              -8          0.0000;
     2    0.018              -7              -1              -8          0.0000;
     3    0.027              -7              -2              -8          0.0000;
     4    0.035              -7              -2              -8          0.0000;
     5    0.044              -7              -2              -8          0.0000;
     6    0.053              -7              -2              -8          0.0000;
     7    0.062              -7              -2              -8          0.0000;
     8    0.071              -7              -2              -8          0.0000;
     9    0.080              -7              -2              -8          0.0000;
    10    0.089              -7              -2              -8          0.0000;
    11    0.097              -8              -2              -9          0.0000;
    12    0.106              -8              -2              -9          0.0000;
    13    0.115              -8              -2             -10          0.0000;
    14    0.124              -8              -2             -10          0.0000;
    15    0.133              -8              -2             -10          0.0000;
    16    0.142              -9              -2             -11          0.0000;
    17    0.151              -9              -2             -11          0.0000;
    18    0.159              -9              -2             -11          0.0000;
    19    0.168              -9              -2             -11          0.0000;
    20    0.177              -9              -2             -11          0.0000;
    21    0.186              -9              -2             -11          0.0000;
    22    0.195              -9              -2             -11          0.0000;
    23    0.204              -9              -2              -9          0.0000;
    24    0.213              -8              -2              -9          0.0000;
    25    0.221              -8              -2              -9          0.0000;
    26    0.230              -8              -2              -9          0.0000;
    27    0.239              -8              -2              -8          0.0000;
    28    0.248              -8              -2              -8          0.0000;
    29    0.257              -8              -2              -8          0.0000;
    30    0.266              -8              -2              -8          0.0000;
    31    0.274              -8              -2              -9          0.0000;
    32    0.283              -8              -2              -9          0.0000;
    33    0.292              -9              -2             -10          0.0000;
    34    0.301              -9              -2             -10          0.0000;
    35    0.310              -9              -2             -11          0.0000;
    36    0.319              -9              -2             -11          0.0000;
    37    0.328             -10              -2             -12          0.0000;
    38    0.336             -10              -2             -12          0.0000;
    39    0.345              -9              -2             -10          0.0000;
    40    0.354              -9              -2             -10          0.0000;
    41    0.363              -9              -2              -9          0.0000;
    42    0.372              -8              -2              -9          0.0000;
    43    0.381              -8              -2              -9          0.0000;
    44    0.390              -7              -2              -9          0.0000;
    45    0.398              -7              -2              -9          0.0000;
    46    0.407              -7              -2              -9          0.0000;
    47    0.416              -7              -2              -9          0.0000;
    48    0.425              -7              -2              -9          0.0000;
    49    0.434              -7              -2              -9          0.0000;
    50    0.443              -7              -2              -9          0.0000;
    51    0.452              -7              -2              -9          0.0000;
    52    0.460              -7              -2              -9          0.0000;
    53    0.469              -7              -2              -8          0.0000;
    54    0.478              -7              -2              -8          0.0000;
    55    0.487              -7              -2              -8          0.0000;
    56    0.496              -7              -2              -8          0.0000;
    57    0.505              -7              -2              -7          0.0000;
    58    0.514              -7              -2              -7          0.0000;
    59    0.522              -7              -2              -7          0.0000;
    60    0.531              -7              -2              -7          0.0000;
    61    0.540              -7               0              -7          0.0000;
    62    0.549              -7               0              -7          0.0000;
    63    0.558              -7               0              -7          0.0000;
    64    0.567              -6               0              -7          0.0000;
    65    0.576              -6               0              -8          0.0000;
