 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000              -4              -0              -6          0.0000;
     1    0.009              -4              -0              -6          0.0000;
     2    0.018              -4              -0              -6          0.0000;
     3    0.027              -4              -0              -7          0.0000;
     4    0.035              -4              -0              -7          0.0000;
     5    0.044              -4              -0              -7          0.0000;
     6    0.053              -4              -0              -7          0.0000;
     7    0.062              -5              -0              -7          0.0000;
     8    0.071              -5              -0              -7          0.0000;
     9    0.080              -5              -0              -8          0.0000;
    10    0.089              -5              -0              -8          0.0000;
    11    0.097              -5              -0              -8          0.0000;
    12    0.106              -5              -0              -8          0.0000;
    13    0.115              -6              -0              -9          0.0000;
    14    0.124              -6              -0              -9          0.0000;
    15    0.133              -5              -0              -9          0.0000;
    16    0.142              -5              -0              -9          0.0000;
    17    0.151              -5              -0              -7          0.0000;
    18    0.159              -5              -0              -7          0.0000;
    19    0.168              -5              -0              -7          0.0000;
    20    0.177              -5              -0              -7          0.0000;
    21    0.186              -5              -0              -7          0.0000;
    22    0.195              -5              -0              -7          0.0000;
    23    0.204              -5              -0              -7          0.0000;
    24    0.213              -5              -0              -7          0.0000;
    25    0.221              -5              -0              -7          0.0000;
    26    0.230              -5              -0              -7          0.0000;
    27    0.239              -4              -0              -7          0.0000;
    28    0.248              -4              -0              -6          0.0000;
    29    0.257              -4              -0              -7          0.0000;
    30    0.266              -4              -0              -7          0.0000;
    31    0.274              -5              -0              -7          0.0000;
    32    0.283              -5              -0              -7          0.0000;
    33    0.292              -5              -0              -7          0.0000;
    34    0.301              -5              -0              -7          0.0000;
    35    0.310              -5              -0              -7          0.0000;
    36    0.319              -5              -0              -7          0.0000;
    37    0.328              -4              -0              -6          0.0000;
    38    0.336              -4              -0              -6          0.0000;
    39    0.345              -4              -0              -6          0.0000;
    40    0.354              -4              -0              -6          0.0000;
    41    0.363              -4              -0              -6          0.0000;
    42    0.372              -4              -0              -6          0.0000;
    43    0.381              -4              -0              -7          0.0000;
    44    0.390              -5              -0              -7          0.0000;
    45    0.398              -5              -0              -8          0.0000;
    46    0.407              -5              -0              -8          0.0000;
    47    0.416              -5              -0              -9          0.0000;
    48    0.425              -5              -0              -9          0.0000;
    49    0.434              -5              -0              -7          0.0000;
    50    0.443              -5              -0              -7          0.0000;
    51    0.452              -5              -0              -7          0.0000;
    52    0.460              -5              -0              -7          0.0000;
    53    0.469              -5              -0              -7          0.0000;
    54    0.478              -5              -0              -7          0.0000;
    55    0.487              -4              -0              -7          0.0000;
    56    0.496              -4              -0              -7          0.0000;
    57    0.505              -4              -0              -7          0.0000;
    58    0.514              -4              -0              -7          0.0000;
    59    0.522              -4              -0              -7          0.0000;
    60    0.531              -4              -0              -6          0.0000;
    61    0.540              -4              -0              -6          0.0000;
    62    0.549              -4              -0              -6          0.0000;
    63    0.558              -4              -0              -6          0.0000;
    64    0.567              -4              -0              -6          0.0000;
    65    0.576              -4              -0              -6          0.0000;
    66    0.584              -4              -0              -6          0.0000;
    67    0.593              -4              -0              -6          0.0000;
    68    0.602              -4              -0              -6          0.0000;
    69    0.611              -4              -0              -6          0.0000;
    70    0.620              -4              -0              -6          0.0000;
    71    0.629              -4              -0              -6          0.0000;
    72    0.638              -4              -0              -6          0.0000;
    73    0.646              -4              -0              -6          0.0000;
    74    0.655              -4              -0              -6          0.0000;
    75    0.664              -4              -0              -6          0.0000;
    76    0.673              -4              -0              -6          0.0000;
    77    0.682              -4              -0              -6          0.0000;
    78    0.691              -4              -0              -6          0.0000;
    79    0.699              -4              -0              -6          0.0000;
    80    0.708              -4              -0              -6          0.0000;
    81    0.717              -4              -0              -6          0.0000;
    82    0.726              -4              -0              -6          0.0000;
    83    0.735              -4              -0              -6          0.0000;
    84    0.744              -4              -0              -6          0.0000;
    85    0.753              -4              -0              -6          0.0000;
    86    0.761              -4              -0              -6          0.0000;
    87    0.770              -4              -0              -6          0.0000;
    88    0.779              -4              -0              -6          0.0000;
    89    0.788              -4              -0              -6          0.0000;
    90    0.797              -4              -0              -5          0.0000;
    91    0.806              -4              -0              -5          0.0000;
    92    0.815              -4              -0              -5          0.0000;
    93    0.823              -4              -0              -5          0.0000;
    94    0.832              -4              -0              -5          0.0000;
