 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               1               1              -0          0.5000;
     1    0.009               1               2              -0          0.5000;
     2    0.018               1               6              -1          0.5000;
     3    0.027               1              15              -1          0.5000;
     4    0.035               1              26               1          0.5000;
     5    0.044               1              41               1          0.5000;
     6    0.053               1              59               1          0.5000;
     7    0.062               1              79               1          0.5000;
     8    0.071               1             100               2          0.5000;
     9    0.080               2             122               3          0.5000;
    10    0.089               2             145               3          0.5000;
    11    0.097               3             167               4          0.5000;
    12    0.106               3             189               4          0.5000;
    13    0.115               4             209               6          0.5000;
    14    0.124               5             227               7          0.5000;
    15    0.133               6             243               8          0.5000;
    16    0.142               8             256              10          0.5000;
    17    0.151               9             266              12          0.5000;
    18    0.159              10             273              13          0.5000;
    19    0.168              11             277              14          0.5000;
    20    0.177              13             277              15          0.5000;
    21    0.186              13             274              16          0.5000;
    22    0.195              13             268              16          0.5000;
    23    0.204              13             260              15          0.5000;
    24    0.213              11             250              13          0.5000;
    25    0.221              10             239              12          0.5000;
    26    0.230              10             226              11          0.5000;
    27    0.239               9             213              10          0.5000;
    28    0.248               9             199               9          0.5000;
    29    0.257               8             186               8          0.5000;
    30    0.266               8             173               8          0.5000;
    31    0.274               8             161               8          0.5000;
    32    0.283               8             150               7          0.5000;
    33    0.292               7             141               7          0.5000;
    34    0.301               6             133               5          0.5000;
    35    0.310               5             127               4          0.5000;
    36    0.319               5             124               3          0.5000;
    37    0.328               4             122               3          0.5000;
    38    0.336               4             122               2          0.5000;
    39    0.345               4             125               2          0.5000;
    40    0.354               4             129               2          0.5000;
    41    0.363               4             134               2          0.5000;
    42    0.372               4             140               2          0.5000;
    43    0.381               4             147               4          0.5000;
    44    0.390               4             154               4          0.5000;
    45    0.398               4             162               4          0.5000;
    46    0.407               5             169               4          0.5000;
    47    0.416               5             176               5          0.5000;
    48    0.425               5             183               5          0.5000;
    49    0.434               5             188               5          0.5000;
    50    0.443               5             193               5          0.5000;
    51    0.452               5             197               5          0.5000;
    52    0.460               5             199               4          0.5000;
    53    0.469               5             200               4          0.5000;
    54    0.478               5             200               4          0.5000;
    55    0.487               5             199               4          0.5000;
    56    0.496               5             196               4          0.5000;
    57    0.505               4             193               4          0.5000;
    58    0.514               4             190               4          0.5000;
    59    0.522               4             186               4          0.5000;
    60    0.531               4             182               3          0.5000;
    61    0.540               4             178               3          0.5000;
    62    0.549               4             174               3          0.5000;
    63    0.558               4             171               3          0.5000;
    64    0.567               4             168               2          0.5000;
    65    0.576               4             166               2          0.5000;
    66    0.584               4             164               2          0.5000;
    67    0.593               4             164               2          0.5000;
    68    0.602               4             164               2          0.5000;
    69    0.611               4             165               2          0.5000;
    70    0.620               4             166               2          0.5000;
    71    0.629               4             167               2          0.5000;
    72    0.638               4             170               2          0.5000;
    73    0.646               4             172               2          0.5000;
    74    0.655               4             174               2          0.5000;
    75    0.664               4             176               2          0.5000;
    76    0.673               4             178               2          0.5000;
    77    0.682               4             179               2          0.5000;
    78    0.691               4             180               2          0.5000;
    79    0.699               4             180               2          0.5000;
    80    0.708               4             180               2          0.5000;
    81    0.717               4             180               2          0.5000;
    82    0.726               4             179               2          0.5000;
    83    0.735               4             178               2          0.5000;
    84    0.744               4             177               2          0.5000;
    85    0.753               4             176               2          0.5000;
    86    0.761               4             174               2          0.5000;
    87    0.770               4             173               2          0.5000;
    88    0.779               4             173               2          0.5000;
    89    0.788               4             172               2          0.5000;
    90    0.797               4             172               2          0.5000;
    91    0.806               4             172               2          0.5000;
    92    0.815               4             172               2          0.5000;
    93    0.823               4             173               2          0.5000;
    94    0.832               4             173               2          0.5000;
    95    0.841               4             174               2          0.5000;
    96    0.850               4             175               2          0.5000;
    97    0.859               4             175               2          0.5000;
    98    0.868               4             176               2          0.5000;
