 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               1               0               1          0.5000;
     1    0.009               1               2               1          0.5000;
     2    0.018               1               6               1          0.5000;
     3    0.027               1              14               1          0.5000;
     4    0.035               1              26               1          0.5000;
     5    0.044               2              41               2          0.5000;
     6    0.053               2              58               2          0.5000;
     7    0.062               3              78               3          0.5000;
     8    0.071               4              98               4          0.5000;
     9    0.080               4             120               6          0.5000;
    10    0.089               6             143               7          0.5000;
    11    0.097               7             165               8          0.5000;
    12    0.106               8             187              10          0.5000;
    13    0.115               9             208              11          0.5000;
    14    0.124              10             226              12          0.5000;
    15    0.133              11             242              13          0.5000;
    16    0.142              12             256              14          0.5000;
    17    0.151              12             267              15          0.5000;
    18    0.159              13             275              16          0.5000;
    19    0.168              13             279              16          0.5000;
    20    0.177              13             280              16          0.5000;
    21    0.186              13             277              16          0.5000;
    22    0.195              13             272              16          0.5000;
    23    0.204              13             264              15          0.5000;
    24    0.213              12             254              14          0.5000;
    25    0.221              12             242              13          0.5000;
    26    0.230              12             229              13          0.5000;
    27    0.239              11             215              12          0.5000;
    28    0.248              11             201              12          0.5000;
    29    0.257              11             188              11          0.5000;
    30    0.266              11             174              11          0.5000;
    31    0.274              10             162              11          0.5000;
    32    0.283              10             151              10          0.5000;
    33    0.292               9             142               9          0.5000;
    34    0.301               8             134               7          0.5000;
    35    0.310               7             128               7          0.5000;
    36    0.319               7             125               6          0.5000;
    37    0.328               7             123               5          0.5000;
    38    0.336               6             124               5          0.5000;
    39    0.345               6             126               4          0.5000;
    40    0.354               6             130               4          0.5000;
    41    0.363               6             136               4          0.5000;
    42    0.372               6             142               4          0.5000;
    43    0.381               6             149               4          0.5000;
    44    0.390               6             157               3          0.5000;
    45    0.398               6             164               3          0.5000;
    46    0.407               5             172               3          0.5000;
    47    0.416               5             179               3          0.5000;
    48    0.425               5             185               3          0.5000;
    49    0.434               5             190               3          0.5000;
    50    0.443               6             194               5          0.5000;
    51    0.452               6             198               5          0.5000;
    52    0.460               6             200               5          0.5000;
    53    0.469               6             200               5          0.5000;
    54    0.478               6             200               5          0.5000;
    55    0.487               6             198               5          0.5000;
    56    0.496               6             195               5          0.5000;
    57    0.505               6             192               5          0.5000;
    58    0.514               6             188               5          0.5000;
