 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000             743             530             750          0.0000;
     1    0.009             743             530             750          0.0000;
     2    0.018             743             530             749          0.0000;
     3    0.027             743             530             749          0.0000;
     4    0.035             743             530             749          0.0000;
     5    0.044             743             530             749          0.0000;
     6    0.053             742             530             749          0.0000;
     7    0.062             742             530             748          0.0000;
     8    0.071             742             530             748          0.0000;
     9    0.080             742             530             748          0.0000;
    10    0.089             742             530             748          0.0000;
    11    0.097             742             530             748          0.0000;
    12    0.106             742             530             748          0.0000;
    13    0.115             742             530             748          0.0000;
    14    0.124             742             530             749          0.0000;
    15    0.133             742             530             749          0.0000;
    16    0.142             743             530             750          0.0000;
    17    0.151             743             530             750          0.0000;
    18    0.159             743             530             750          0.0000;
    19    0.168             743             530             750          0.0000;
    20    0.177             743             530             750          0.0000;
    21    0.186             743             530             750          0.0000;
    22    0.195             743             530             750          0.0000;
    23    0.204             743             530             750          0.0000;
    24    0.213             743             530             750          0.0000;
    25    0.221             743             530             750          0.0000;
    26    0.230             743             530             751          0.0000;
    27    0.239             743             530             751          0.0000;
    28    0.248             743             530             751          0.0000;
    29    0.257             743             530             751          0.0000;
    30    0.266             743             530             751          0.0000;
    31    0.274             743             530             750          0.0000;
    32    0.283             743             530             750          0.0000;
    33    0.292             743             529             750          0.0000;
    34    0.301             742             529             749          0.0000;
    35    0.310             742             529             749          0.0000;
    36    0.319             742             529             748          0.0000;
    37    0.328             742             529             748          0.0000;
    38    0.336             742             529             748          0.0000;
    39    0.345             742             529             748          0.0000;
    40    0.354             742             529             749          0.0000;
    41    0.363             742             529             749          0.0000;
    42    0.372             742             529             749          0.0000;
    43    0.381             742             529             749          0.0000;
    44    0.390             742             529             749          0.0000;
    45    0.398             742             529             749          0.0000;
    46    0.407             742             529             749          0.0000;
    47    0.416             742             529             749          0.0000;
    48    0.425             742             530             749          0.0000;
    49    0.434             743             530             750          0.0000;
    50    0.443             743             530             750          0.0000;
    51    0.452             743             530             751          0.0000;
    52    0.460             743             530             751          0.0000;
    53    0.469             743             530             751          0.0000;
    54    0.478             743             530             751          0.0000;
    55    0.487             744             530             751          0.0000;
    56    0.496             744             530             751          0.0000;
    57    0.505             743             530             751          0.0000;
    58    0.514             743             530             751          0.0000;
    59    0.522             743             530             751          0.0000;
    60    0.531             743             530             751          0.0000;
    61    0.540             743             530             751          0.0000;
    62    0.549             744             530             751          0.0000;
    63    0.558             744             530             752          0.0000;
    64    0.567             744             530             752          0.0000;
    65    0.576             745             530             753          0.0000;
    66    0.584             745             530             753          0.0000;
    67    0.593             745             530             753          0.0000;
    68    0.602             745             530             752          0.0000;
    69    0.611             744             530             752          0.0000;
    70    0.620             744             530             751          0.0000;
    71    0.629             743             530             751          0.0000;
    72    0.638             743             530             750          0.0000;
    73    0.646             743             530             750          0.0000;
    74    0.655             743             530             750          0.0000;
    75    0.664             743             530             750          0.0000;
    76    0.673             743             530             750          0.0000;
    77    0.682             743             530             750          0.0000;
    78    0.691             743             530             751          0.0000;
    79    0.699             743             529             751          0.0000;
    80    0.708             744             529             751          0.0000;
    81    0.717             744             529             751          0.0000;
    82    0.726             744             529             751          0.0000;
    83    0.735             744             529             751          0.0000;
    84    0.744             744             529             751          0.0000;
    85    0.753             744             529             751          0.0000;
    86    0.761             744             529             751          0.0000;
    87    0.770             744             529             751          0.0000;
    88    0.779             744             529             752          0.0000;
    89    0.788             744             529             752          0.0000;
    90    0.797             744             529             752          0.0000;
    91    0.806             744             529             751          0.0000;
    92    0.815             744             529             751          0.0000;
    93    0.823             743             529             751          0.0000;
    94    0.832             743             529             751          0.0000;
    95    0.841             743             529             750          0.0000;
    96    0.850             743             529             750          0.0000;
    97    0.859             743             529             750          0.0000;
    98    0.868             743             529             750          0.0000;
    99    0.877             743             529             750          0.0000;
   100    0.885             743             529             751          0.0000;
   101    0.894             743             529             751          0.0000;
   102    0.903             743             529             751          0.0000;
   103    0.912             743             529             751          0.0000;
   104    0.921             743             529             751          0.0000;
   105    0.930             743             529             751          0.0000;
   106    0.939             743             529             751          0.0000;
   107    0.947             744             529             751          0.0000;
   108    0.956             744             529             751          0.0000;
   109    0.965             744             529             751          0.0000;
   110    0.974             744             529             752          0.0000;
   111    0.983             744             529             752          0.0000;
   112    0.992             744             529             752          0.0000;
   113    1.001             744             529             752          0.0000;
   114    1.009             744             529             752          0.0000;
   115    1.018             744             529             752          0.0000;
   116    1.027             744             529             752          0.0000;
   117    1.036             744             529             752          0.0000;
   118    1.045             744             529             752          0.0000;
   119    1.054             744             529             752          0.0000;
   120    1.063             745             529             753          0.0000;
   121    1.071             745             529             753          0.0000;
   122    1.080             745             529             753          0.0000;
   123    1.089             745             529             754          0.0000;
   124    1.098             745             529             754          0.0000;
   125    1.107             746             529             755          0.0000;
   126    1.116             746             529             755          0.0000;
   127    1.124             746             529             755          0.0000;
   128    1.133             746             529             755          0.0000;
   129    1.142             747             529             756          0.0000;
   130    1.151             747             529             757          0.0000;
   131    1.160             748             529             758          0.0000;
   132    1.169             749             529             759          0.0000;
   133    1.178             750             529             761          0.0000;
   134    1.186             753             529             764          0.0000;
   135    1.195             755             529             767          0.0000;
   136    1.204             758             529             770          0.0000;
   137    1.213             760             529             773          0.0000;
   138    1.222             760             529             772          0.0000;
   139    1.231             755             529             765          0.0000;
   140    1.240             745             529             751          0.0000;
   141    1.248             727             529             731          0.0000;
   142    1.257             703             529             707          0.0000;
   143    1.266             674             529             677          0.0000;
   144    1.275             641             529             644          0.0000;
   145    1.284             606             529             607          0.0000;
   146    1.293             568             529             569          0.0000;
   147    1.302             529             529             530          0.0000;
   148    1.310             492             529             490          0.0000;
   149    1.319             456             529             452          0.0000;
   150    1.328             421             529             416          0.0000;
   151    1.337             387             529             384          0.0000;
   152    1.346             358             529             355          0.0000;
   153    1.355             334             529             331          0.0000;
   154    1.364             314             529             313          0.0000;
   155    1.372             302             529             300          0.0000;
   156    1.381             295             529             293          0.0000;
   157    1.390             294             529             293          0.0000;
   158    1.399             297             529             299          0.0000;
   159    1.408             306             529             311          0.0000;
   160    1.417             322             529             328          0.0000;
