 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0               0          0.0000;
     1    0.009               0               0          0.0000;
     2    0.018               0               0          0.0000;
     3    0.027               0               0          0.0000;
     4    0.035               0               0          0.0000;
     5    0.044               0               0          0.0000;
     6    0.053               0               0          0.0000;
     7    0.062               0               0          0.0000;
     8    0.071               0               0          0.0000;
     9    0.080               0               0          0.0000;
    10    0.089               0               0          0.0000;
    11    0.097               0               0          0.0000;
    12    0.106               0               0          0.0000;
    13    0.115               0               0          0.0000;
    14    0.124               0               0          0.0000;
    15    0.133               0               0          0.0000;
    16    0.142               0               0          0.0000;
    17    0.151               0               0          0.0000;
    18    0.159               0               0          0.0000;
    19    0.168               0               0          0.0000;
    20    0.177               0               0          0.0000;
    21    0.186               0               0          0.0000;
    22    0.195               0               0          0.0000;
    23    0.204               0               0          0.0000;
    24    0.213               0               0          0.0000;
    25    0.221               0               0          0.0000;
    26    0.230               0               0          0.0000;
    27    0.239               0               0          0.0000;
    28    0.248               0               0          0.0000;
    29    0.257               0               0          0.0000;
    30    0.266               0               0          0.0000;
    31    0.274               0               0          0.0000;
    32    0.283               0               0          0.0000;
    33    0.292               0               0          0.0000;
    34    0.301               0               0          0.0000;
    35    0.310               0               0          0.0000;
    36    0.319               0               0          0.0000;
    37    0.328               0               0          0.0000;
    38    0.336               0               0          0.0000;
    39    0.345               0               0          0.0000;
    40    0.354               0               0          0.0000;
    41    0.363               0               0          0.0000;
    42    0.372               0               0          0.0000;
    43    0.381               0               0          0.0000;
    44    0.390               0               0          0.0000;
    45    0.398               0               0          0.0000;
    46    0.407               0               0          0.0000;
    47    0.416               0               0          0.0000;
    48    0.425               0               0          0.0000;
    49    0.434               0               0          0.0000;
    50    0.443               0               0          0.0000;
    51    0.452               0               0          0.0000;
    52    0.460               0               0          0.0000;
    53    0.469               0               0          0.0000;
    54    0.478               0               0          0.0000;
    55    0.487               0               0          0.0000;
    56    0.496               0               0          0.0000;
    57    0.505               0               0          0.0000;
    58    0.514               0               0          0.0000;
    59    0.522               0               0          0.0000;
    60    0.531               0               0          0.0000;
    61    0.540               0               0          0.0000;
    62    0.549               0               0          0.0000;
    63    0.558               0               0          0.0000;
    64    0.567               0               0          0.0000;
    65    0.576               0               0          0.0000;
    66    0.584               0               0          0.0000;
    67    0.593               0               0          0.0000;
    68    0.602               0               0          0.0000;
    69    0.611               0               0          0.0000;
    70    0.620               0               0          0.0000;
    71    0.629               0               0          0.0000;
    72    0.638               0               0          0.0000;
    73    0.646               0               0          0.0000;
    74    0.655               0               0          0.0000;
    75    0.664               0               0          0.0000;
    76    0.673               0               0          0.0000;
    77    0.682               0               0          0.0000;
    78    0.691               0               0          0.0000;
    79    0.699               0               0          0.0000;
    80    0.708               0               0          0.0000;
    81    0.717               0               0          0.0000;
    82    0.726               0               0          0.0000;
    83    0.735               0               0          0.0000;
    84    0.744               0               0          0.0000;
    85    0.753               0               0          0.0000;
    86    0.761               0               0          0.0000;
    87    0.770               0               0          0.0000;
    88    0.779               0               0          0.0000;
    89    0.788               0               0          0.0000;
    90    0.797               0               0          0.0000;
    91    0.806               0               0          0.0000;
    92    0.815               0               0          0.0000;
    93    0.823               0               0          0.0000;
    94    0.832               0               0          0.0000;
    95    0.841               0               0          0.0000;
    96    0.850               0               0          0.0000;
    97    0.859               0               0          0.0000;
    98    0.868               0               0          0.0000;
    99    0.877               0               0          0.0000;
   100    0.885               0               0          0.0000;
   101    0.894               0               0          0.0000;
   102    0.903               0               0          0.0000;
   103    0.912               0               0          0.0000;
   104    0.921               0               0          0.0000;
   105    0.930               0               0          0.0000;
   106    0.939               0               0          0.0000;
   107    0.947               0               0          0.0000;
   108    0.956               0               0          0.0000;
   109    0.965               0               0          0.0000;
   110    0.974               0               0          0.0000;
   111    0.983               0               0          0.0000;
   112    0.992               0               0          0.0000;
   113    1.001               0               0          0.0000;
   114    1.009               0               0          0.0000;
   115    1.018               0               0          0.0000;
   116    1.027               0               0          0.0000;
   117    1.036               0               0          0.0000;
   118    1.045               0               0          0.0000;
   119    1.054               0               0          0.0000;
   120    1.063               0               0          0.0000;
   121    1.071               0               0          0.0000;
   122    1.080               0               0          0.0000;
   123    1.089               0               0          0.0000;
   124    1.098               0               0          0.0000;
   125    1.107               0               0          0.0000;
   126    1.116               0               0          0.0000;
   127    1.124               0               0          0.0000;
   128    1.133               0               0          0.0000;
   129    1.142               0               0          0.0000;
   130    1.151               0               0          0.0000;
   131    1.160               0               0          0.0000;
   132    1.169               0               0          0.0000;
   133    1.178               0               0          0.0000;
   134    1.186               0               0          0.0000;
   135    1.195               0               0          0.0000;
   136    1.204               0               0          0.0000;
   137    1.213               0               0          0.0000;
   138    1.222               0               0          0.0000;
   139    1.231               0               0          0.0000;
   140    1.240               0               0          0.0000;
   141    1.248               0               0          0.0000;
   142    1.257               0               0          0.0000;
   143    1.266               0               0          0.0000;
   144    1.275               0               0          0.0000;
   145    1.284               0               0          0.0000;
   146    1.293               0               0          0.0000;
   147    1.302               0               0          0.0000;
   148    1.310               0               0          0.0000;
   149    1.319               0               0          0.0000;
   150    1.328               0               0          0.0000;
   151    1.337               0               0          0.0000;
   152    1.346               0               0          0.0000;
   153    1.355               0               0          0.0000;
   154    1.364               0               0          0.0000;
   155    1.372               0               0          0.0000;
   156    1.381               0               0          0.0000;
   157    1.390               0               0          0.0000;
   158    1.399               0               0          0.0000;
   159    1.408               0               0          0.0000;
   160    1.417               0               0          0.0000;
   161    1.426               0               0          0.0000;
   162    1.434               0               0          0.0000;
   163    1.443               0               0          0.0000;
   164    1.452               0               0          0.0000;
   165    1.461               0               0          0.0000;
   166    1.470               0               0          0.0000;
   167    1.479               0               0          0.0000;
   168    1.488               0               0          0.0000;
   169    1.496               0               0          0.0000;
   170    1.505               0               0          0.0000;
   171    1.514               0               0          0.0000;
   172    1.523               0               0          0.0000;
   173    1.532               0               0          0.0000;
   174    1.541               0               0          0.0000;
   175    1.549               0               1          0.0000;
   176    1.558               0               1          0.0000;
   177    1.567               0               1          0.0000;
   178    1.576               0               1          0.0000;
   179    1.585               0               1          0.0000;
   180    1.594               0               0          0.0000;
   181    1.603               0               0          0.0000;
   182    1.611               0               0          0.0000;
   183    1.620               0               0          0.0000;
   184    1.629               0               0          0.0000;
   185    1.638               0               0          0.0000;
   186    1.647               0               0          0.0000;
   187    1.656               0               0          0.0000;
   188    1.665               0               0          0.0000;
   189    1.673               0               0          0.0000;
   190    1.682               0               0          0.0000;
   191    1.691               0               0          0.0000;
   192    1.700               0               0          0.0000;
   193    1.709               0               0          0.0000;
   194    1.718               0               0          0.0000;
   195    1.727               0               1          0.0000;
   196    1.735               0               1          0.0000;
   197    1.744               0               1          0.0000;
   198    1.753               0               1          0.0000;
   199    1.762               0               1          0.0000;
   200    1.771               0               1          0.0000;
   201    1.780               0               1          0.0000;
   202    1.789               0               1          0.0000;
   203    1.797               0               0          0.0000;
   204    1.806               0               0          0.0000;
   205    1.815               0               0          0.0000;
   206    1.824               0               0          0.0000;
   207    1.833               0               0          0.0000;
   208    1.842               0               0          0.0000;
   209    1.851               0               0          0.0000;
   210    1.859               0               0          0.0000;
   211    1.868               0               0          0.0000;
   212    1.877               0               0          0.0000;
   213    1.886               0               0          0.0000;
   214    1.895               0               0          0.0000;
   215    1.904               0               0          0.0000;
   216    1.913               0               0          0.0000;
   217    1.921               0               0          0.0000;
   218    1.930               0               1          0.0000;
   219    1.939               0               1          0.0000;
   220    1.948               0               1          0.0000;
   221    1.957               0               1          0.0000;
   222    1.966               0               1          0.0000;
   223    1.974               0               1          0.0000;
   224    1.983               0               1          0.0000;
   225    1.992               0               0          0.0000;
   226    2.001               0               0          0.0000;
   227    2.010               0               0          0.0000;
   228    2.019               0               0          0.0000;
   229    2.028               0               0          0.0000;
   230    2.036               0               0          0.0000;
   231    2.045               0               0          0.0000;
   232    2.054               0               0          0.0000;
   233    2.063               0               0          0.0000;
   234    2.072               0               0          0.0000;
   235    2.081               0               0          0.0000;
   236    2.090               0               0          0.0000;
   237    2.098               0               0          0.0000;
   238    2.107               0               0          0.0000;
   239    2.116               0               0          0.0000;
   240    2.125               0               0          0.0000;
   241    2.134               0               0          0.0000;
   242    2.143               0               0          0.0000;
   243    2.152               0               0          0.0000;
   244    2.160               0               0          0.0000;
   245    2.169               0               0          0.0000;
   246    2.178               0               0          0.0000;
   247    2.187               0               0          0.0000;
   248    2.196               0               0          0.0000;
   249    2.205               0               0          0.0000;
   250    2.214               0               0          0.0000;
   251    2.222               0               0          0.0000;
   252    2.231               0               0          0.0000;
   253    2.240               0               0          0.0000;
   254    2.249               0               0          0.0000;
   255    2.258               0               0          0.0000;
   256    2.267               0               0          0.0000;
   257    2.276               0               0          0.0000;
   258    2.284               0               0          0.0000;
   259    2.293               0               0          0.0000;
   260    2.302               0               0          0.0000;
   261    2.311               0               0          0.0000;
   262    2.320               0               0          0.0000;
   263    2.329               0               0          0.0000;
   264    2.338               0               0          0.0000;
   265    2.346               0               0          0.0000;
   266    2.355               0               0          0.0000;
   267    2.364               0               0          0.0000;
   268    2.373               0               0          0.0000;
   269    2.382               0               0          0.0000;
   270    2.391               0               0          0.0000;
   271    2.399               0               0          0.0000;
   272    2.408               0               0          0.0000;
   273    2.417               0               0          0.0000;
   274    2.426               0               0          0.0000;
   275    2.435               0               0          0.0000;
   276    2.444               0               0          0.0000;
   277    2.453               0               0          0.0000;
   278    2.461               0               0          0.0000;
   279    2.470               0               0          0.0000;
   280    2.479               0               0          0.0000;
   281    2.488               0               0          0.0000;
   282    2.497               0               0          0.0000;
   283    2.506               0               0          0.0000;
   284    2.515               0               0          0.0000;
   285    2.523               0               0          0.0000;
   286    2.532               0               0          0.0000;
   287    2.541               0               0          0.0000;
   288    2.550               0               0          0.0000;
   289    2.559               0               0          0.0000;
   290    2.568               0               0          0.0000;
   291    2.577               0               0          0.0000;
   292    2.585               0               0          0.0000;
   293    2.594               0               0          0.0000;
   294    2.603               0               0          0.0000;
   295    2.612               0               0          0.0000;
   296    2.621               0               0          0.0000;
   297    2.630               0               0          0.0000;
   298    2.639               0               0          0.0000;
   299    2.647               0               0          0.0000;
   300    2.656               0               0          0.0000;
   301    2.665               0               0          0.0000;
   302    2.674               0               0          0.0000;
   303    2.683               0               0          0.0000;
   304    2.692               0               0          0.0000;
   305    2.701               0               0          0.0000;
   306    2.709               0               0          0.0000;
   307    2.718               0               0          0.0000;
   308    2.727               0               0          0.0000;
   309    2.736               0               0          0.0000;
   310    2.745               0               0          0.0000;
   311    2.754               0               0          0.0000;
   312    2.763               0               0          0.0000;
   313    2.771               0               0          0.0000;
   314    2.780               0               0          0.0000;
   315    2.789               0               0          0.0000;
   316    2.798               0               0          0.0000;
   317    2.807               0               0          0.0000;
   318    2.816               0               0          0.0000;
   319    2.824               0               0          0.0000;
   320    2.833               0               0          0.0000;
   321    2.842               0               0          0.0000;
   322    2.851               0               0          0.0000;
   323    2.860               0               0          0.0000;
   324    2.869               0               0          0.0000;
   325    2.878               0               1          0.0000;
   326    2.886               0               1          0.0000;
   327    2.895               0               1          0.0000;
   328    2.904               0               1          0.0000;
   329    2.913               0               1          0.0000;
   330    2.922               0               1          0.0000;
   331    2.931               0               0          0.0000;
   332    2.940               0               0          0.0000;
   333    2.948               0               0          0.0000;
   334    2.957               0               0          0.0000;
   335    2.966               0               0          0.0000;
   336    2.975               0               0          0.0000;
   337    2.984               0               0          0.0000;
   338    2.993               0               0          0.0000;
   339    3.002               0               0          0.0000;
   340    3.010               0               0          0.0000;
   341    3.019               0               0          0.0000;
   342    3.028               0               0          0.0000;
   343    3.037               0               0          0.0000;
   344    3.046               0               0          0.0000;
   345    3.055               0               1          0.0000;
   346    3.064               0               1          0.0000;
   347    3.072               0               1          0.0000;
   348    3.081               0               1          0.0000;
   349    3.090               0               1          0.0000;
   350    3.099               0               1          0.0000;
   351    3.108               0               1          0.0000;
   352    3.117               0               0          0.0000;
   353    3.126               0               0          0.0000;
   354    3.134               0               0          0.0000;
   355    3.143               0               0          0.0000;
   356    3.152               0               0          0.0000;
   357    3.161               0               0          0.0000;
   358    3.170               0               0          0.0000;
   359    3.179               0               0          0.0000;
   360    3.188               0               0          0.0000;
   361    3.196               0               0          0.0000;
   362    3.205               0               0          0.0000;
   363    3.214               0               0          0.0000;
   364    3.223               0               0          0.0000;
   365    3.232               0               0          0.0000;
   366    3.241               0               0          0.0000;
   367    3.249               0               1          0.0000;
   368    3.258               0               1          0.0000;
   369    3.267               0               1          0.0000;
   370    3.276               0               1          0.0000;
   371    3.285               0               1          0.0000;
   372    3.294               0               0          0.0000;
   373    3.303               0               0          0.0000;
   374    3.311               0               0          0.0000;
   375    3.320               0               0          0.0000;
   376    3.329               0               0          0.0000;
   377    3.338               0               0          0.0000;
   378    3.347               0               0          0.0000;
   379    3.356               0               0          0.0000;
   380    3.365               0               0          0.0000;
   381    3.373               0               0          0.0000;
   382    3.382               0               0          0.0000;
   383    3.391               0               0          0.0000;
   384    3.400               0               0          0.0000;
   385    3.409               0               0          0.0000;
   386    3.418               0               0          0.0000;
   387    3.427               0               0          0.0000;
   388    3.435               0               1          0.0000;
   389    3.444               0               1          0.0000;
   390    3.453               0               1          0.0000;
   391    3.462               0               1          0.0000;
   392    3.471               0               1          0.0000;
   393    3.480               0               1          0.0000;
   394    3.489               0               0          0.0000;
   395    3.497               0               0          0.0000;
   396    3.506               0               0          0.0000;
   397    3.515               0               0          0.0000;
   398    3.524               0               0          0.0000;
   399    3.533               0               0          0.0000;
   400    3.542               0               0          0.0000;
   401    3.551               0               0          0.0000;
   402    3.559               0               0          0.0000;
   403    3.568               0               0          0.0000;
   404    3.577               0               0          0.0000;
   405    3.586               0               0          0.0000;
   406    3.595               0               0          0.0000;
   407    3.604               0               0          0.0000;
   408    3.613               0               0          0.0000;
   409    3.621               0               0          0.0000;
   410    3.630               0               1          0.0000;
   411    3.639               0               1          0.0000;
   412    3.648               0               1          0.0000;
   413    3.657               0               1          0.0000;
   414    3.666               0               1          0.0000;
   415    3.674               0               1          0.0000;
   416    3.683               0               0          0.0000;
   417    3.692               0               0          0.0000;
   418    3.701               0               0          0.0000;
   419    3.710               0               0          0.0000;
   420    3.719               0               0          0.0000;
   421    3.728               0               0          0.0000;
   422    3.736               0               0          0.0000;
   423    3.745               0               0          0.0000;
   424    3.754               0               0          0.0000;
   425    3.763               0               0          0.0000;
   426    3.772               0               0          0.0000;
   427    3.781               0               0          0.0000;
   428    3.790               0               0          0.0000;
   429    3.798               0               0          0.0000;
   430    3.807               0               0          0.0000;
   431    3.816               0               0          0.0000;
   432    3.825               0               0          0.0000;
   433    3.834               0               0          0.0000;
   434    3.843               0               0          0.0000;
   435    3.852               0               0          0.0000;
   436    3.860               0               0          0.0000;
   437    3.869               0               0          0.0000;
   438    3.878               0               0          0.0000;
   439    3.887               0               0          0.0000;
   440    3.896               0               0          0.0000;
   441    3.905               0               0          0.0000;
   442    3.914               0               0          0.0000;
   443    3.922               0               0          0.0000;
   444    3.931               0               0          0.0000;
   445    3.940               0               0          0.0000;
   446    3.949               0               0          0.0000;
   447    3.958               0               0          0.0000;
   448    3.967               0               0          0.0000;
   449    3.976               0               0          0.0000;
   450    3.984               0               0          0.0000;
   451    3.993               0               0          0.0000;
   452    4.002               0               0          0.0000;
   453    4.011               0               0          0.0000;
   454    4.020               0               0          0.0000;
   455    4.029               0               0          0.0000;
   456    4.038               0               0          0.0000;
   457    4.046               0               0          0.0000;
   458    4.055               0               0          0.0000;
   459    4.064               0               0          0.0000;
   460    4.073               0               0          0.0000;
   461    4.082               0               0          0.0000;
   462    4.091               0               0          0.0000;
   463    4.099               0               0          0.0000;
   464    4.108               0               0          0.0000;
   465    4.117               0               0          0.0000;
   466    4.126               0               0          0.0000;
   467    4.135               0               0          0.0000;
   468    4.144               0               0          0.0000;
   469    4.153               0               0          0.0000;
   470    4.161               0               0          0.0000;
   471    4.170               0               0          0.0000;
   472    4.179               0               0          0.0000;
   473    4.188               0               0          0.0000;
   474    4.197               0               0          0.0000;
   475    4.206               0               0          0.0006;
   476    4.215               0               0          0.0006;
   477    4.223               0               0          0.0006;
   478    4.232               0               0          0.0006;
   479    4.241               0               0          0.0006;
   480    4.250               0               0          0.0006;
   481    4.259               0               0          0.0006;
   482    4.268               0               0          0.0006;
   483    4.277               0               0          0.0006;
   484    4.285               0               0          0.0006;
   485    4.294               0               0          0.0006;
   486    4.303               0               0          0.0006;
   487    4.312               0               0          0.0006;
   488    4.321               0               0          0.0006;
   489    4.330               0               0          0.0006;
   490    4.339               0               0          0.0006;
   491    4.347               0               0          0.0006;
   492    4.356               0               0          0.0006;
   493    4.365               0               0          0.0006;
   494    4.374               0               0          0.0006;
   495    4.383               0               0          0.0006;
   496    4.392               0               0          0.0006;
   497    4.401               0               0          0.0006;
   498    4.409               0               0          0.0006;
   499    4.418               0               0          0.0006;
   500    4.427               0               0          0.0006;
   501    4.436               0               0          0.0006;
   502    4.445               0               0          0.0006;
   503    4.454               0               0          0.0006;
   504    4.463               0               0          0.0006;
   505    4.471               0               0          0.0006;
   506    4.480               0               0          0.0006;
   507    4.489               0               0          0.0006;
   508    4.498               0               0          0.0006;
   509    4.507               0               0          0.0006;
   510    4.516               0               0          0.0006;
   511    4.524               0               0          0.0006;
   512    4.533               0               0          0.0006;
   513    4.542               0               0          0.0006;
   514    4.551               0               0          0.0006;
   515    4.560               0               0          0.0006;
   516    4.569               0               0          0.0006;
   517    4.578               0               0          0.0006;
   518    4.586               0               0          0.0006;
   519    4.595               0               0          0.0006;
   520    4.604               0               0          0.0006;
   521    4.613               0               0          0.0006;
   522    4.622               0               0          0.0006;
   523    4.631               0               0          0.0006;
   524    4.640               0               1          0.0006;
   525    4.648               0               1          0.0006;
   526    4.657               0               1          0.0006;
   527    4.666               0               1          0.0006;
   528    4.675               0               1          0.0006;
   529    4.684               0               1          0.0006;
   530    4.693               0               1          0.0006;
   531    4.702               0               1          0.0006;
   532    4.710               0               0          0.0006;
   533    4.719               0               0          0.0006;
   534    4.728               0               0          0.0006;
   535    4.737               0               0          0.0006;
   536    4.746               0               0          0.0006;
   537    4.755               0               0          0.0006;
   538    4.764               0               0          0.0006;
   539    4.772               0               0          0.0006;
   540    4.781               0               0          0.0006;
   541    4.790               0               0          0.0006;
   542    4.799               0               0          0.0006;
   543    4.808               0               0          0.0006;
   544    4.817               0               0          0.0006;
   545    4.826               0               0          0.0006;
   546    4.834               0               1          0.0006;
   547    4.843               0               1          0.0006;
   548    4.852               0               1          0.0006;
   549    4.861               0               1          0.0006;
   550    4.870               0               1          0.0006;
   551    4.879               0               1          0.0006;
   552    4.888               0               1          0.0006;
   553    4.896               0               1          0.0006;
   554    4.905               0               1          0.0006;
   555    4.914               0               0          0.0006;
   556    4.923               0               0          0.0006;
   557    4.932               0               0          0.0006;
   558    4.941               0               0          0.0006;
   559    4.949               0               0          0.0006;
   560    4.958               0               0          0.0006;
   561    4.967               0               0          0.0006;
   562    4.976               0               0          0.0006;
   563    4.985               0               0          0.0006;
   564    4.994               0               0          0.0006;
   565    5.003               0               0          0.0006;
   566    5.011               0               0          0.0006;
   567    5.020               0               0          0.0006;
   568    5.029               0               1          0.0006;
   569    5.038               0               1          0.0006;
   570    5.047               0               1          0.0006;
   571    5.056               0               1          0.0006;
   572    5.065               0               1          0.0006;
   573    5.073               0               1          0.0006;
   574    5.082               0               1          0.0006;
   575    5.091               0               1          0.0006;
   576    5.100               0               0          0.0006;
   577    5.109               0               0          0.0006;
   578    5.118               0               0          0.0006;
   579    5.127               0               0          0.0006;
   580    5.135               0               0          0.0006;
   581    5.144               0               0          0.0006;
   582    5.153               0               0          0.0006;
   583    5.162               0               0          0.0006;
   584    5.171               0               0          0.0012;
   585    5.180               0               0          0.0012;
   586    5.189               0               0          0.0012;
   587    5.197               0               0          0.0012;
   588    5.206               0               0          0.0012;
   589    5.215               0               1          0.0012;
   590    5.224               0               1          0.0012;
   591    5.233               0               1          0.0012;
   592    5.242               0               1          0.0012;
   593    5.251               0               1          0.0012;
   594    5.259               0               1          0.0012;
   595    5.268               0               1          0.0012;
   596    5.277               0               1          0.0012;
   597    5.286               0               1          0.0012;
   598    5.295               0               1          0.0012;
   599    5.304               0               1          0.0012;
   600    5.313               0               1          0.0012;
   601    5.321               0               1          0.0012;
   602    5.330               0               1          0.0012;
   603    5.339               0               1          0.0012;
   604    5.348               0               1          0.0012;
   605    5.357               0               1          0.0012;
   606    5.366               0               1          0.0012;
   607    5.374               0               1          0.0012;
   608    5.383               0               1          0.0012;
   609    5.392               0               1          0.0012;
   610    5.401               0               1          0.0012;
   611    5.410               0               1          0.0012;
   612    5.419               0               1          0.0012;
   613    5.428               0               1          0.0012;
   614    5.436               0               1          0.0012;
   615    5.445               0               1          0.0012;
   616    5.454               0               1          0.0012;
   617    5.463               0               1          0.0012;
   618    5.472               0               1          0.0012;
   619    5.481               0               1          0.0012;
   620    5.490               0               1          0.0012;
   621    5.498               0               1          0.0012;
   622    5.507               0               1          0.0012;
   623    5.516               0               1          0.0012;
   624    5.525               0               1          0.0012;
   625    5.534               0               1          0.0012;
   626    5.543               0               1          0.0012;
   627    5.552               0               1          0.0012;
   628    5.560               0               1          0.0012;
   629    5.569               0               1          0.0012;
   630    5.578               0               1          0.0012;
   631    5.587               0               1          0.0012;
   632    5.596               0               1          0.0012;
   633    5.605               0               1          0.0012;
   634    5.614               0               1          0.0012;
   635    5.622               0               1          0.0012;
   636    5.631               0               1          0.0012;
   637    5.640               0               1          0.0012;
   638    5.649               0               1          0.0012;
   639    5.658               0               1          0.0012;
   640    5.667               0               1          0.0012;
   641    5.676               0               1          0.0012;
   642    5.684               0               1          0.0012;
   643    5.693               0               1          0.0012;
   644    5.702               0               0          0.0012;
   645    5.711               0               0          0.0012;
   646    5.720               0               0          0.0012;
   647    5.729               0               0          0.0012;
   648    5.738               0               0          0.0012;
   649    5.746               0               0          0.0012;
   650    5.755               0               1          0.0012;
   651    5.764               0               1          0.0012;
   652    5.773               0               1          0.0012;
   653    5.782               0               1          0.0012;
   654    5.791               0               1          0.0012;
   655    5.799               0               1          0.0012;
   656    5.808               0               1          0.0018;
   657    5.817               0               1          0.0018;
   658    5.826               0               1          0.0018;
   659    5.835               0               1          0.0018;
   660    5.844               0               1          0.0018;
   661    5.853               0               1          0.0018;
   662    5.861               0               1          0.0018;
   663    5.870               0               1          0.0018;
   664    5.879               0               1          0.0018;
   665    5.888               0               1          0.0018;
   666    5.897               0               1          0.0018;
   667    5.906               0               1          0.0018;
   668    5.915               0               1          0.0018;
   669    5.923               0               1          0.0018;
   670    5.932               0               1          0.0018;
   671    5.941               0               1          0.0018;
   672    5.950               0               1          0.0018;
   673    5.959               0               1          0.0018;
   674    5.968               0               1          0.0018;
   675    5.977               0               1          0.0018;
   676    5.985               0               1          0.0018;
   677    5.994               0               1          0.0018;
   678    6.003               0               1          0.0018;
   679    6.012               0               1          0.0018;
   680    6.021               0               1          0.0018;
   681    6.030               0               1          0.0018;
   682    6.039               0               1          0.0018;
   683    6.047               0               1          0.0018;
   684    6.056               0               1          0.0018;
   685    6.065               0               1          0.0018;
   686    6.074               0               1          0.0018;
   687    6.083               0               1          0.0018;
   688    6.092               0               1          0.0018;
   689    6.101               0               1          0.0018;
   690    6.109               0               1          0.0018;
   691    6.118               0               1          0.0018;
