 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.5000;
     1    0.009               2               2               0               0          0.5000;
     2    0.018               9               9               0               0          0.5000;
     3    0.027              21              21               1               0          0.5000;
     4    0.035              37              37               1               1          0.5000;
     5    0.044              57              57               3               2          0.5000;
     6    0.053              80              80               6               5          0.5000;
     7    0.062             106             106              11              10          0.5000;
     8    0.071             135             135              19              17          0.5000;
     9    0.080             165             165              29              28          0.5000;
    10    0.089             198             198              43              41          0.5000;
    11    0.097             231             231              61              57          0.5000;
    12    0.106             265             265              83              79          0.5000;
    13    0.115             298             298             110             105          0.5000;
    14    0.124             331             331             142             136          0.5000;
    15    0.133             363             363             178             171          0.5000;
    16    0.142             394             394             219             212          0.5000;
    17    0.151             424             424             264             260          0.5000;
    18    0.159             453             453             313             307          0.5000;
    19    0.168             483             483             366             360          0.5000;
    20    0.177             514             514             421             416          0.5000;
    21    0.186             546             546             479             473          0.5000;
    22    0.195             580             580             538             531          0.5000;
    23    0.204             617             617             598             592          0.5000;
    24    0.213             656             656             659             653          0.5000;
    25    0.221             699             699             719             712          0.5000;
    26    0.230             744             744             778             772          0.5000;
    27    0.239             793             793             836             829          0.5000;
    28    0.248             845             845             893             885          0.5000;
    29    0.257             900             900             948             939          0.5000;
    30    0.266             959             959            1002             994          0.5000;
    31    0.274            1020            1020            1054            1047          0.5000;
    32    0.283            1084            1084            1105            1097          0.5000;
    33    0.292            1151            1151            1155            1148          0.5000;
    34    0.301            1220            1220            1205            1197          0.5000;
    35    0.310            1290            1290            1255            1247          0.5000;
    36    0.319            1360            1360            1305            1297          0.5000;
    37    0.328            1430            1430            1357            1349          0.5000;
    38    0.336            1500            1500            1410            1403          0.5000;
    39    0.345            1569            1569            1465            1457          0.5000;
    40    0.354            1637            1637            1522            1514          0.5000;
    41    0.363            1704            1704            1582            1575          0.5000;
    42    0.372            1770            1770            1645            1636          0.5000;
    43    0.381            1834            1834            1711            1703          0.5000;
    44    0.390            1899            1899            1780            1774          0.5000;
    45    0.398            1963            1963            1851            1842          0.5000;
    46    0.407            2028            2028            1925            1917          0.5000;
    47    0.416            2093            2093            2001            1993          0.5000;
    48    0.425            2159            2159            2079            2068          0.5000;
    49    0.434            2227            2227            2159            2152          0.5000;
    50    0.443            2296            2296            2240            2235          0.5000;
    51    0.452            2369            2369            2322            2312          0.5000;
    52    0.460            2445            2445            2405            2397          0.5000;
    53    0.469            2525            2525            2489            2483          0.5000;
    54    0.478            2608            2608            2573            2563          0.5000;
    55    0.487            2693            2693            2658            2651          0.5000;
    56    0.496            2782            2782            2743            2735          0.5000;
    57    0.505            2873            2873            2828            2817          0.5000;
    58    0.514            2968            2968            2914            2906          0.5000;
    59    0.522            3064            3064            3001            2993          0.5000;
    60    0.531            3161            3161            3089            3079          0.5000;
    61    0.540            3260            3260            3179            3171          0.5000;
    62    0.549            3359            3359            3270            3261          0.5000;
    63    0.558            3458            3458            3362            3352          0.5000;
    64    0.567            3557            3557            3457            3450          0.5000;
    65    0.576            3654            3654            3554            3544          0.5000;
    66    0.584            3750            3750            3653            3643          0.5000;
    67    0.593            3845            3845            3753            3745          0.5000;
    68    0.602            3940            3940            3855            3845          0.5000;
    69    0.611            4033            4033            3959            3950          0.5000;
    70    0.620            4125            4125            4064            4057          0.5000;
    71    0.629            4217            4217            4170            4161          0.5000;
    72    0.638            4309            4309            4277            4268          0.5000;
    73    0.646            4401            4401            4383            4376          0.5000;
    74    0.655            4495            4495            4489            4482          0.5000;
    75    0.664            4590            4590            4595            4587          0.5000;
    76    0.673            4689            4689            4700            4693          0.5000;
    77    0.682            4790            4790            4804            4796          0.5000;
    78    0.691            4895            4895            4906            4900          0.5000;
    79    0.699            5003            5003            5008            5003          0.5000;
    80    0.708            5116            5116            5109            5101          0.5000;
    81    0.717            5232            5232            5209            5202          0.5000;
    82    0.726            5351            5351            5308            5303          0.5000;
    83    0.735            5474            5474            5409            5399          0.5000;
    84    0.744            5599            5599            5509            5502          0.5000;
    85    0.753            5725            5725            5612            5607          0.5000;
    86    0.761            5851            5851            5716            5707          0.5000;
    87    0.770            5977            5977            5823            5815          0.5000;
    88    0.779            6102            6102            5933            5929          0.5000;
    89    0.788            6225            6225            6046            6038          0.5000;
    90    0.797            6345            6345            6163            6157          0.5000;
    91    0.806            6462            6462            6284            6276          0.5000;
    92    0.815            6577            6577            6408            6402          0.5000;
    93    0.823            6689            6689            6535            6533          0.5000;
    94    0.832            6799            6799            6665            6660          0.5000;
    95    0.841            6907            6907            6798            6795          0.5000;
    96    0.850            7014            7014            6932            6932          0.5000;
    97    0.859            7121            7121            7068            7063          0.5000;
    98    0.868            7229            7229            7203            7203          0.5000;
    99    0.877            7340            7340            7338            7340          0.5000;
   100    0.885            7454            7454            7472            7468          0.5000;
   101    0.894            7573            7573            7605            7608          0.5000;
   102    0.903            7696            7696            7735            7738          0.5000;
   103    0.912            7825            7825            7863            7859          0.5000;
   104    0.921            7960            7960            7989            7996          0.5000;
   105    0.930            8100            8100            8113            8117          0.5000;
   106    0.939            8244            8244            8236            8233          0.5000;
   107    0.947            8393            8393            8357            8362          0.5000;
   108    0.956            8544            8544            8478            8481          0.5000;
   109    0.965            8697            8697            8600            8600          0.5000;
   110    0.974            8849            8849            8722            8724          0.5000;
   111    0.983            9000            9000            8847            8853          0.5000;
   112    0.992            9149            9149            8975            8977          0.5000;
   113    1.001            9296            9296            9105            9107          0.5000;
   114    1.009            9439            9439            9240            9249          0.5000;
   115    1.018            9577            9577            9378            9381          0.5000;
   116    1.027            9713            9713            9520            9523          0.5000;
   117    1.036            9846            9846            9666            9675          0.5000;
   118    1.045            9976            9976            9815            9822          0.5000;
   119    1.054           10106           10106            9967            9969          0.5000;
   120    1.063           10235           10235           10122           10132          0.5000;
   121    1.071           10365           10365           10278           10284          0.5000;
   122    1.080           10497           10497           10435           10441          0.5000;
   123    1.089           10632           10632           10592           10604          0.5000;
   124    1.098           10770           10770           10749           10760          0.5000;
   125    1.107           10912           10912           10905           10912          0.5000;
   126    1.116           11057           11057           11060           11077          0.5000;
   127    1.124           11206           11206           11214           11229          0.5000;
   128    1.133           11357           11357           11366           11375          0.5000;
   129    1.142           11512           11512           11517           11537          0.5000;
   130    1.151           11668           11668           11667           11686          0.5000;
   131    1.160           11826           11826           11816           11828          0.5000;
   132    1.169           11985           11985           11964           11984          0.5000;
   133    1.178           12145           12145           12112           12132          0.5000;
   134    1.186           12305           12305           12259           12273          0.5000;
   135    1.195           12467           12467           12406           12432          0.5000;
   136    1.204           12628           12628           12554           12574          0.5000;
   137    1.213           12792           12792           12703           12718          0.5000;
   138    1.222           12956           12956           12853           12881          0.5000;
   139    1.231           13121           13121           13005           13026          0.5000;
   140    1.240           13288           13288           13159           13178          0.5000;
   141    1.248           13456           13456           13315           13343          0.5000;
   142    1.257           13625           13625           13474           13500          0.5000;
   143    1.266           13794           13794           13637           13659          0.5000;
   144    1.275           13961           13961           13803           13830          0.5000;
   145    1.284           14128           14128           13972           14004          0.5000;
   146    1.293           14292           14292           14144           14165          0.5000;
   147    1.302           14454           14454           14319           14353          0.5000;
   148    1.310           14614           14614           14497           14529          0.5000;
   149    1.319           14771           14771           14677           14697          0.5000;
   150    1.328           14927           14927           14860           14899          0.5000;
   151    1.337           15083           15083           15043           15072          0.5000;
   152    1.346           15238           15238           15227           15253          0.5000;
   153    1.355           15396           15396           15410           15444          0.5000;
   154    1.364           15557           15557           15592           15624          0.5000;
   155    1.372           15721           15721           15772           15796          0.5000;
   156    1.381           15891           15891           15951           15989          0.5000;
   157    1.390           16066           16066           16127           16159          0.5000;
   158    1.399           16247           16247           16300           16327          0.5000;
   159    1.408           16431           16431           16472           16509          0.5000;
   160    1.417           16619           16619           16642           16672          0.5000;
   161    1.426           16809           16809           16812           16842          0.5000;
   162    1.434           17001           17001           16980           17014          0.5000;
   163    1.443           17193           17193           17148           17178          0.5000;
   164    1.452           17385           17385           17317           17347          0.5000;
   165    1.461           17576           17576           17487           17521          0.5000;
   166    1.470           17765           17765           17658           17690          0.5000;
   167    1.479           17953           17953           17831           17860          0.5000;
   168    1.488           18140           18140           18008           18044          0.5000;
   169    1.496           18327           18327           18187           18216          0.5000;
   170    1.505           18514           18514           18369           18398          0.5000;
   171    1.514           18701           18701           18554           18589          0.5000;
   172    1.523           18889           18889           18743           18773          0.5000;
   173    1.532           19077           19077           18934           18963          0.5000;
   174    1.541           19264           19264           19129           19163          0.5000;
   175    1.549           19449           19449           19326           19356          0.5000;
   176    1.558           19632           19632           19525           19553          0.5000;
   177    1.567           19814           19814           19728           19763          0.5000;
   178    1.576           19995           19995           19931           19960          0.5000;
   179    1.585           20173           20173           20136           20161          0.5000;
   180    1.594           20352           20352           20340           20372          0.5000;
   181    1.603           20531           20531           20544           20575          0.5000;
   182    1.611           20712           20712           20747           20773          0.5000;
   183    1.620           20895           20895           20947           20980          0.5000;
   184    1.629           21083           21083           21146           21176          0.5000;
   185    1.638           21275           21275           21342           21367          0.5000;
   186    1.647           21473           21473           21535           21566          0.5000;
   187    1.656           21675           21675           21726           21756          0.5000;
   188    1.665           21881           21881           21914           21939          0.5000;
   189    1.673           22091           22091           22101           22132          0.5000;
   190    1.682           22301           22301           22285           22313          0.5000;
   191    1.691           22513           22513           22470           22496          0.5000;
   192    1.700           22724           22724           22654           22682          0.5000;
   193    1.709           22934           22934           22840           22869          0.5000;
   194    1.718           23143           23143           23026           23046          0.5000;
   195    1.727           23351           23351           23215           23243          0.5000;
   196    1.735           23558           23558           23406           23430          0.5000;
   197    1.744           23765           23765           23599           23623          0.5000;
   198    1.753           23971           23971           23796           23817          0.5000;
   199    1.762           24178           24178           23996           24025          0.5000;
   200    1.771           24384           24384           24199           24216          0.5000;
   201    1.780           24588           24588           24406           24432          0.5000;
   202    1.789           24790           24790           24617           24639          0.5000;
   203    1.797           24989           24989           24830           24850          0.5000;
   204    1.806           25186           25186           25047           25064          0.5000;
   205    1.815           25380           25380           25266           25296          0.5000;
   206    1.824           25573           25573           25486           25501          0.5000;
   207    1.833           25764           25764           25707           25730          0.5000;
   208    1.842           25955           25955           25928           25956          0.5000;
   209    1.851           26148           26148           26149           26164          0.5000;
   210    1.859           26344           26344           26369           26396          0.5000;
   211    1.868           26543           26543           26587           26607          0.5000;
   212    1.877           26748           26748           26802           26828          0.5000;
   213    1.886           26958           26958           27015           27035          0.5000;
   214    1.895           27172           27172           27225           27256          0.5000;
   215    1.904           27389           27389           27432           27455          0.5000;
   216    1.913           27609           27609           27638           27668          0.5000;
   217    1.921           27830           27830           27841           27868          0.5000;
   218    1.930           28053           28053           28043           28074          0.5000;
   219    1.939           28276           28276           28245           28272          0.5000;
   220    1.948           28500           28500           28446           28482          0.5000;
   221    1.957           28724           28724           28648           28677          0.5000;
   222    1.966           28948           28948           28851           28885          0.5000;
   223    1.974           29173           29173           29055           29086          0.5000;
   224    1.983           29399           29399           29262           29297          0.5000;
   225    1.992           29625           29625           29471           29499          0.5000;
   226    2.001           29850           29850           29684           29723          0.5000;
   227    2.010           30074           30074           29899           29931          0.5000;
   228    2.019           30295           30295           30119           30155          0.5000;
   229    2.028           30512           30512           30342           30381          0.5000;
   230    2.036           30726           30726           30569           30601          0.5000;
   231    2.045           30936           30936           30799           30841          0.5000;
   232    2.054           31144           31144           31032           31066          0.5000;
   233    2.063           31350           31350           31267           31308          0.5000;
   234    2.072           31557           31557           31504           31537          0.5000;
   235    2.081           31767           31767           31741           31779          0.5000;
   236    2.090           31978           31978           31977           32018          0.5000;
   237    2.098           32193           32193           32213           32244          0.5000;
   238    2.107           32412           32412           32448           32492          0.5000;
   239    2.116           32635           32635           32681           32714          0.5000;
   240    2.125           32859           32859           32911           32946          0.5000;
   241    2.134           33087           33087           33140           33181          0.5000;
   242    2.143           33317           33317           33366           33403          0.5000;
   243    2.152           33549           33549           33589           33627          0.5000;
   244    2.160           33782           33782           33811           33853          0.5000;
   245    2.169           34018           34018           34031           34071          0.5000;
   246    2.178           34256           34256           34250           34285          0.5000;
   247    2.187           34497           34497           34468           34512          0.5000;
   248    2.196           34742           34742           34686           34725          0.5000;
   249    2.205           34989           34989           34905           34941          0.5000;
   250    2.214           35236           35236           35124           35163          0.5000;
   251    2.222           35483           35483           35345           35382          0.5000;
   252    2.231           35728           35728           35569           35604          0.5000;
   253    2.240           35969           35969           35795           35833          0.5000;
   254    2.249           36207           36207           36025           36061          0.5000;
   255    2.258           36441           36441           36259           36291          0.5000;
   256    2.267           36671           36671           36495           36535          0.5000;
   257    2.276           36900           36900           36735           36769          0.5000;
   258    2.284           37127           37127           36978           37012          0.5000;
   259    2.293           37354           37354           37224           37263          0.5000;
   260    2.302           37582           37582           37472           37500          0.5000;
   261    2.311           37810           37810           37721           37757          0.5000;
   262    2.320           38039           38039           37971           38008          0.5000;
   263    2.329           38269           38269           38221           38247          0.5000;
   264    2.338           38498           38498           38471           38512          0.5000;
   265    2.346           38727           38727           38720           38749          0.5000;
   266    2.355           38957           38957           38968           38997          0.5000;
   267    2.364           39189           39189           39214           39257          0.5000;
   268    2.373           39423           39423           39457           39481          0.5000;
   269    2.382           39661           39661           39699           39734          0.5000;
   270    2.391           39904           39904           39937           39975          0.5000;
   271    2.399           40151           40151           40174           40196          0.5000;
   272    2.408           40402           40402           40408           40447          0.5000;
   273    2.417           40656           40656           40641           40668          0.5000;
   274    2.426           40911           40911           40872           40900          0.5000;
   275    2.435           41167           41167           41102           41133          0.5000;
   276    2.444           41422           41422           41333           41363          0.5000;
   277    2.453           41675           41675           41565           41594          0.5000;
   278    2.461           41926           41926           41798           41821          0.5000;
   279    2.470           42175           42175           42033           42067          0.5000;
   280    2.479           42423           42423           42269           42287          0.5000;
   281    2.488           42672           42672           42509           42539          0.5000;
   282    2.497           42921           42921           42751           42783          0.5000;
   283    2.506           43168           43168           42996           43013          0.5000;
   284    2.515           43413           43413           43244           43284          0.5000;
   285    2.523           43656           43656           43496           43519          0.5000;
   286    2.532           43896           43896           43750           43776          0.5000;
   287    2.541           44132           44132           44007           44047          0.5000;
   288    2.550           44365           44365           44266           44283          0.5000;
   289    2.559           44599           44599           44527           44563          0.5000;
   290    2.568           44832           44832           44788           44827          0.5000;
   291    2.577           45066           45066           45050           45060          0.5000;
   292    2.585           45303           45303           45311           45359          0.5000;
   293    2.594           45544           45544           45570           45604          0.5000;
   294    2.603           45789           45789           45829           45840          0.5000;
   295    2.612           46037           46037           46085           46145          0.5000;
   296    2.621           46287           46287           46340           46368          0.5000;
   297    2.630           46539           46539           46592           46607          0.5000;
   298    2.639           46792           46792           46842           46904          0.5000;
   299    2.647           47046           47046           47091           47112          0.5000;
   300    2.656           47302           47302           47337           47359          0.5000;
   301    2.665           47560           47560           47582           47637          0.5000;
   302    2.674           47821           47821           47826           47844          0.5000;
   303    2.683           48085           48085           48068           48096          0.5000;
   304    2.692           48351           48351           48310           48357          0.5000;
   305    2.701           48618           48618           48554           48577          0.5000;
   306    2.709           48885           48885           48798           48824          0.5000;
   307    2.718           49151           49151           49044           49087          0.5000;
   308    2.727           49415           49415           49292           49320          0.5000;
   309    2.736           49676           49676           49542           49565          0.5000;
   310    2.745           49934           49934           49796           49839          0.5000;
   311    2.754           50191           50191           50052           50081          0.5000;
   312    2.763           50447           50447           50311           50330          0.5000;
   313    2.771           50703           50703           50574           50619          0.5000;
   314    2.780           50959           50959           50839           50869          0.5000;
   315    2.789           51216           51216           51106           51123          0.5000;
   316    2.798           51471           51471           51375           51421          0.5000;
   317    2.807           51723           51723           51647           51677          0.5000;
   318    2.816           51975           51975           51920           51934          0.5000;
   319    2.824           52225           52225           52194           52238          0.5000;
   320    2.833           52476           52476           52467           52497          0.5000;
   321    2.842           52726           52726           52740           52752          0.5000;
   322    2.851           52979           52979           53011           53059          0.5000;
   323    2.860           53235           53235           53281           53312          0.5000;
   324    2.869           53495           53495           53549           53557          0.5000;
   325    2.878           53759           53759           53814           53859          0.5000;
   326    2.886           54027           54027           54077           54111          0.5000;
   327    2.895           54297           54297           54337           54341          0.5000;
   328    2.904           54568           54568           54596           54640          0.5000;
   329    2.913           54840           54840           54853           54887          0.5000;
   330    2.922           55113           55113           55108           55104          0.5000;
   331    2.931           55387           55387           55362           55408          0.5000;
   332    2.940           55663           55663           55616           55648          0.5000;
   333    2.948           55941           55941           55869           55861          0.5000;
   334    2.957           56219           56219           56123           56173          0.5000;
   335    2.966           56498           56498           56379           56405          0.5000;
   336    2.975           56775           56775           56636           56625          0.5000;
   337    2.984           57050           57050           56896           56948          0.5000;
   338    2.993           57322           57322           57158           57180          0.5000;
   339    3.002           57589           57589           57423           57415          0.5000;
   340    3.010           57853           57853           57691           57749          0.5000;
   341    3.019           58114           58114           57962           57979          0.5000;
   342    3.028           58373           58373           58236           58226          0.5000;
   343    3.037           58632           58632           58513           58573          0.5000;
   344    3.046           58891           58891           58791           58806          0.5000;
   345    3.055           59151           59151           59070           59061          0.5000;
   346    3.064           59410           59410           59350           59419          0.5000;
   347    3.072           59669           59669           59631           59649          0.5000;
   348    3.081           59927           59927           59912           59902          0.5000;
   349    3.090           60186           60186           60191           60265          0.5000;
   350    3.099           60445           60445           60470           60498          0.5000;
   351    3.108           60707           60707           60748           60735          0.5000;
   352    3.117           60972           60972           61023           61095          0.5000;
   353    3.126           61241           61241           61296           61335          0.5000;
   354    3.134           61514           61514           61566           61552          0.5000;
   355    3.143           61791           61791           61835           61908          0.5000;
   356    3.152           62073           62073           62101           62151          0.5000;
   357    3.161           62355           62355           62366           62353          0.5000;
   358    3.170           62639           62639           62629           62697          0.5000;
   359    3.179           62921           62921           62892           62949          0.5000;
   360    3.188           63203           63203           63155           63141          0.5000;
   361    3.196           63485           63485           63419           63486          0.5000;
   362    3.205           63767           63767           63684           63744          0.5000;
