SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,5.0000E+01,4.1000E+02,4.4322E+01,-7.0940E-01,5.5096E-03,5.0786E-02,0.0000E+00,4.0000E+00,7.0707E-03,0.0000E+00,0.0000E+00,0.0000E+00
1,5.0000E+01,4.2500E+02,4.4287E+01,-5.0704E-01,5.7852E-03,5.6995E-02,0.0000E+00,4.0000E+00,7.2763E-03,0.0000E+00,0.0000E+00,0.0000E+00
2,5.0000E+01,4.4000E+02,4.4261E+01,-5.1014E-01,6.0656E-03,5.8406E-02,0.0000E+00,4.0000E+00,7.5730E-03,0.0000E+00,0.0000E+00,0.0000E+00
3,5.0000E+01,4.5500E+02,4.4134E+01,-3.7556E-01,5.9261E-03,5.6496E-02,0.0000E+00,4.0000E+00,7.3245E-03,0.0000E+00,0.0000E+00,0.0000E+00
4,5.0000E+01,4.7000E+02,4.4185E+01,-6.4434E-01,5.8898E-03,5.8551E-02,0.0000E+00,4.0000E+00,7.3398E-03,0.0000E+00,0.0000E+00,0.0000E+00
5,5.0000E+01,4.8500E+02,4.4201E+01,-9.6363E-01,6.1837E-03,6.5418E-02,0.0000E+00,4.0000E+00,7.6735E-03,0.0000E+00,0.0000E+00,0.0000E+00
6,5.0000E+01,5.0000E+02,4.4316E+01,-1.1622E+00,6.4333E-03,7.5232E-02,0.0000E+00,4.0000E+00,7.9945E-03,0.0000E+00,0.0000E+00,0.0000E+00
7,5.0000E+01,5.1500E+02,4.4379E+01,-8.9796E-01,6.2286E-03,8.6436E-02,0.0000E+00,4.0000E+00,7.7459E-03,0.0000E+00,0.0000E+00,0.0000E+00
8,5.0000E+01,5.3000E+02,4.4426E+01,-1.0855E+00,6.2432E-03,9.8762E-02,0.0000E+00,4.0000E+00,7.7918E-03,0.0000E+00,0.0000E+00,0.0000E+00
9,5.0000E+01,5.4500E+02,4.4455E+01,-9.9294E-01,5.7433E-03,1.0862E-01,0.0000E+00,4.0000E+00,7.3258E-03,0.0000E+00,0.0000E+00,0.0000E+00
10,5.0000E+01,5.6000E+02,4.4575E+01,-1.2584E+00,5.8298E-03,1.1329E-01,0.0000E+00,4.0000E+00,7.3815E-03,0.0000E+00,0.0000E+00,0.0000E+00
11,5.0000E+01,5.7500E+02,4.4583E+01,-1.0224E+00,5.6108E-03,1.1254E-01,0.0000E+00,4.0000E+00,7.1401E-03,0.0000E+00,0.0000E+00,0.0000E+00
12,5.0000E+01,5.9000E+02,1.4502E+00,-3.7468E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
13,5.0000E+01,6.0500E+02,4.4626E+01,-1.0776E+00,4.7539E-03,9.6719E-02,0.0000E+00,4.0000E+00,5.9574E-03,0.0000E+00,0.0000E+00,0.0000E+00
14,5.0000E+01,6.2000E+02,0.0000E+00,0.0000E+00,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
15,5.0000E+01,6.3500E+02,4.4671E+01,-1.1708E+00,5.3606E-03,7.4933E-02,0.0000E+00,4.0000E+00,6.6854E-03,-8.8557E-02,-7.6952E-03,1.6748E-04
16,5.0000E+01,6.5000E+02,4.4694E+01,-1.2867E+00,6.0826E-03,6.7616E-02,0.0000E+00,4.0000E+00,7.6883E-03,-8.8642E-02,5.1084E-03,4.1822E-03
17,5.0000E+01,6.6500E+02,4.4726E+01,-1.0820E+00,5.8312E-03,6.4581E-02,0.0000E+00,4.0000E+00,7.4165E-03,-8.8398E-02,2.6188E-02,2.0980E-04
18,5.0000E+01,6.8000E+02,4.4731E+01,-5.1110E-01,6.2192E-03,6.6424E-02,0.0000E+00,4.0000E+00,7.7932E-03,-8.8227E-02,-1.4486E-03,-1.6443E-03
19,5.0000E+01,6.9500E+02,4.4807E+01,-1.1256E+00,5.8462E-03,7.3690E-02,0.0000E+00,4.0000E+00,7.3114E-03,0.0000E+00,0.0000E+00,0.0000E+00
20,5.0000E+01,7.1000E+02,1.8197E+00,-6.9934E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
21,5.0000E+01,7.2500E+02,4.4810E+01,-1.4840E+00,5.5124E-03,1.0119E-01,0.0000E+00,4.0000E+00,7.1540E-03,0.0000E+00,0.0000E+00,0.0000E+00
22,5.0000E+01,7.4000E+02,4.4806E+01,-1.1038E+00,5.3996E-03,1.0645E-01,0.0000E+00,4.0000E+00,7.0488E-03,0.0000E+00,0.0000E+00,0.0000E+00
23,5.0000E+01,7.5500E+02,4.4765E+01,-7.6551E-01,5.7182E-03,1.1582E-01,0.0000E+00,4.0000E+00,7.3581E-03,0.0000E+00,0.0000E+00,0.0000E+00
24,5.0000E+01,7.7000E+02,1.7198E+00,2.2477E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
25,5.0000E+01,7.8500E+02,4.4753E+01,-1.0418E+00,4.1868E-03,1.1465E-01,0.0000E+00,4.0000E+00,5.3446E-03,-3.4103E-02,-1.6296E-02,-4.5652E-03
26,5.0000E+01,8.0000E+02,4.4744E+01,-1.2883E+00,3.8023E-03,1.2012E-01,0.0000E+00,4.0000E+00,4.9746E-03,-2.1828E-02,1.5716E-03,-1.2213E-03
27,5.0000E+01,8.1500E+02,4.4770E+01,-1.1210E+00,2.5357E-03,5.2963E-02,0.0000E+00,4.0000E+00,3.4602E-03,-1.3100E-02,8.5263E-03,2.5586E-03
28,5.0000E+01,8.3000E+02,4.4780E+01,-1.0875E+00,2.6087E-03,2.6291E-02,0.0000E+00,4.0000E+00,3.5937E-03,-2.9265E-03,2.0767E-03,-1.2762E-03
29,5.0000E+01,8.4500E+02,4.4749E+01,-1.0624E+00,2.4722E-03,1.9104E-02,0.0000E+00,4.0000E+00,3.4208E-03,-2.9625E-03,2.3697E-03,-1.2256E-03
30,5.0000E+01,8.6000E+02,4.4719E+01,-1.0412E+00,2.8363E-03,1.4490E-02,0.0000E+00,4.0000E+00,3.8593E-03,-2.8281E-03,4.9894E-03,-4.8055E-04
31,5.0000E+01,8.7500E+02,4.4686E+01,-9.3306E-01,2.8389E-03,1.5313E-02,0.0000E+00,4.0000E+00,3.8993E-03,-1.4547E-03,4.3224E-03,1.6476E-04
32,5.0000E+01,8.9000E+02,4.4660E+01,-9.1327E-01,2.9014E-03,1.7694E-02,0.0000E+00,4.0000E+00,4.0031E-03,-2.8324E-04,4.7098E-04,9.7485E-04
33,5.0000E+01,9.0500E+02,4.4678E+01,-9.1512E-01,2.8313E-03,2.0619E-02,0.0000E+00,4.0000E+00,3.9032E-03,9.1727E-04,-1.2219E-03,1.3833E-03
34,5.0000E+01,9.2000E+02,4.4662E+01,-9.6816E-01,2.8747E-03,1.9875E-02,0.0000E+00,4.0000E+00,3.8128E-03,8.0244E-04,6.2698E-04,1.9399E-03
35,5.0000E+01,9.3500E+02,4.4700E+01,-9.2642E-01,3.0428E-03,1.5508E-02,0.0000E+00,4.0000E+00,4.0071E-03,-3.3666E-04,2.1367E-03,3.7395E-03
36,5.0000E+01,9.5000E+02,4.4738E+01,-9.3682E-01,2.8351E-03,1.7166E-02,0.0000E+00,4.0000E+00,3.7711E-03,-2.1101E-03,5.0288E-04,4.7089E-03
37,5.0000E+01,9.6500E+02,4.4789E+01,-9.3671E-01,2.7316E-03,1.6353E-02,0.0000E+00,4.0000E+00,3.7213E-03,-3.6907E-03,-1.2534E-03,4.9248E-03
38,5.0000E+01,9.8000E+02,4.4792E+01,-9.7835E-01,2.7412E-03,1.9589E-02,0.0000E+00,4.0000E+00,3.7700E-03,-3.9544E-03,-2.1828E-03,4.3834E-03
39,5.0000E+01,9.9500E+02,4.4800E+01,-9.9384E-01,2.8462E-03,1.8899E-02,0.0000E+00,4.0000E+00,3.9417E-03,-2.7214E-03,5.0690E-04,3.1785E-03
40,5.0000E+01,1.0100E+03,4.4711E+01,-9.4760E-01,2.7971E-03,1.8716E-02,0.0000E+00,4.0000E+00,3.8136E-03,-7.7017E-04,3.4583E-03,2.5707E-03
41,5.0000E+01,1.0250E+03,4.4687E+01,-9.0499E-01,2.9684E-03,2.1705E-02,0.0000E+00,4.0000E+00,3.9972E-03,-3.8747E-04,2.9055E-03,4.1064E-03
42,5.0000E+01,1.0400E+03,4.4712E+01,-8.8130E-01,3.0467E-03,2.3735E-02,0.0000E+00,4.0000E+00,4.1173E-03,-2.1166E-03,-1.5204E-03,5.9794E-03
43,5.0000E+01,1.0550E+03,4.4770E+01,-9.8058E-01,2.9809E-03,2.6674E-02,0.0000E+00,4.0000E+00,3.9937E-03,-5.2724E-03,-1.8074E-03,7.7412E-03
44,5.0000E+01,1.0700E+03,4.4843E+01,-9.7763E-01,3.2027E-03,2.8181E-02,0.0000E+00,4.0000E+00,4.3840E-03,-7.6005E-03,1.2488E-03,7.7116E-03
45,5.0000E+01,1.0850E+03,4.4850E+01,-9.3792E-01,2.9988E-03,3.5588E-02,0.0000E+00,4.0000E+00,4.1098E-03,-8.0582E-03,1.3479E-03,6.1774E-03
46,5.0000E+01,1.1000E+03,4.4798E+01,-9.1233E-01,2.9631E-03,4.9023E-02,0.0000E+00,4.0000E+00,4.0953E-03,-7.8259E-03,1.3691E-03,5.7654E-03
47,5.0000E+01,1.1150E+03,4.4808E+01,-9.0197E-01,2.8413E-03,7.4395E-02,0.0000E+00,4.0000E+00,3.9130E-03,-8.6533E-03,2.8161E-03,6.4541E-03
