-30,-90,90,-90,-90,150,0
-4.48895341776844,-53.5824744760151,94.4433370343106,-130.860862558298,-90.0000000000004,85.5110465822312,1
2.40307232204366,-41.5195846377479,69.4417202815722,-117.922135643826,-90.0000000000004,92.4030723220433,0
-30,-90,90,-90,-90,150,0
-34.4668270902808,-43.2030037928536,68.2092518833546,-115.006248090502,-89.9999999999992,145.533172909722,1
-30,-90,90,-90,-90,150,1
2.40306409444012,-44.7230854709652,66.6960979668303,-111.973012495866,-90.0000000000008,92.4030640944397,0
-30,-90,90,-90,-90,150,0
-16.9244895384895,-54.5156941461466,71.349194385133,-106.833500238986,-90.0000000000001,163.075510461511,1
-30,-90,90,-90,-90,150,1
2.40306409447319,-46.8637755375959,63.5206332343702,-106.656857696776,-90.0000000000003,92.4030640944732,0
-30,-90,90,-90,-90,150,0
