 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort
   363    3.214           73772           73772           73727           73724          0.5000;
   364    3.223           74071           74071           74058           74065          0.5000;
   365    3.232           74372           74372           74388           74361          0.5000;
   366    3.241           74675           74675           74714           74713          0.5000;
   367    3.249           74982           74982           75034           75052          0.5000;
   368    3.258           75292           75292           75347           75331          0.5000;
   369    3.267           75603           75603           75651           75651          0.5000;
   370    3.276           75914           75914           75950           75960          0.5000;
   371    3.285           76226           76226           76242           76232          0.5000;
   372    3.294           76538           76538           76532           76537          0.5000;
   373    3.303           76852           76852           76821           76827          0.5000;
   374    3.311           77166           77166           77110           77096          0.5000;
   375    3.320           77482           77482           77404           77414          0.5000;
   376    3.329           77796           77796           77704           77713          0.5000;
   377    3.338           78110           78110           78012           77993          0.5000;
   378    3.347           78422           78422           78328           78336          0.5000;
   379    3.356           78732           78732           78652           78665          0.5000;
   380    3.365           79039           79039           78981           78967          0.5000;
   381    3.373           79344           79344           79315           79323          0.5000;
   382    3.382           79651           79651           79650           79661          0.5000;
   383    3.391           79961           79961           79983           79969          0.5000;
   384    3.400           80274           80274           80310           80315          0.5000;
   385    3.409           80590           80590           80630           80642          0.5000;
   386    3.418           80906           80906           80943           80929          0.5000;
   387    3.427           81223           81223           81249           81251          0.5000;
   388    3.435           81540           81540           81549           81560          0.5000;
   389    3.444           81857           81857           81844           81833          0.5000;
   390    3.453           82174           82174           82137           82141          0.5000;
   391    3.462           82492           82492           82431           82437          0.5000;
   392    3.471           82811           82811           82727           82711          0.5000;
   393    3.480           83130           83130           83027           83029          0.5000;
   394    3.489           83448           83448           83334           83342          0.5000;
   395    3.497           83762           83762           83649           83632          0.5000;
   396    3.506           84074           84074           83970           83967          0.5000;
   397    3.515           84384           84384           84298           84306          0.5000;
   398    3.524           84692           84692           84631           84617          0.5000;
   399    3.533           85001           85001           84964           84962          0.5000;
   400    3.542           85312           85312           85297           85304          0.5000;
   401    3.551           85625           85625           85627           85607          0.5000;
   402    3.559           85940           85940           85951           85938          0.5000;
   403    3.568           86256           86256           86269           86275          0.5000;
   404    3.577           86573           86573           86581           86568          0.5000;
   405    3.586           86889           86889           86886           86877          0.5000;
   406    3.595           87205           87205           87188           87182          0.5000;
   407    3.604           87521           87521           87486           87468          0.5000;
   408    3.613           87839           87839           87783           87778          0.5000;
   409    3.621           88159           88159           88082           88082          0.5000;
   410    3.630           88478           88478           88385           88362          0.5000;
   411    3.639           88797           88797           88693           88685          0.5000;
   412    3.648           89112           89112           89010           89017          0.5000;
   413    3.657           89425           89425           89334           89317          0.5000;
   414    3.666           89736           89736           89664           89653          0.5000;
   415    3.674           90046           90046           89999           89999          0.5000;
   416    3.683           90358           90358           90336           90319          0.5000;
   417    3.692           90670           90670           90673           90667          0.5000;
   418    3.701           90985           90985           91008           91016          0.5000;
   419    3.710           91302           91302           91339           91328          0.5000;
   420    3.719           91620           91620           91664           91659          0.5000;
   421    3.728           91937           91937           91983           91984          0.5000;
   422    3.736           92255           92255           92296           92286          0.5000;
   423    3.745           92573           92573           92604           92603          0.5000;
   424    3.754           92894           92894           92907           92908          0.5000;
   425    3.763           93217           93217           93208           93191          0.5000;
   426    3.772           93542           93542           93508           93504          0.5000;
   427    3.781           93866           93866           93812           93818          0.5000;
   428    3.790           94189           94189           94120           94105          0.5000;
   429    3.798           94511           94511           94435           94427          0.5000;
   430    3.807           94830           94830           94757           94764          0.5000;
   431    3.816           95146           95146           95086           95072          0.5000;
   432    3.825           95462           95462           95421           95416          0.5000;
   433    3.834           95779           95779           95759           95763          0.5000;
   434    3.843           96098           96098           96099           96085          0.5000;
   435    3.852           96420           96420           96436           96428          0.5000;
   436    3.860           96741           96741           96772           96774          0.5000;
   437    3.869           97064           97064           97103           97091          0.5000;
   438    3.878           97386           97386           97428           97418          0.5000;
   439    3.887           97708           97708           97748           97750          0.5000;
   440    3.896           98031           98031           98060           98047          0.5000;
   441    3.905           98356           98356           98368           98355          0.5000;
   442    3.914           98682           98682           98673           98675          0.5000;
   443    3.922           99011           99011           98976           98965          0.5000;
   444    3.931           99339           99339           99281           99266          0.5000;
   445    3.940           99666           99666           99588           99585          0.5000;
   446    3.949           99991           99991           99902           99889          0.5000;
   447    3.958          100313          100313          100222          100209          0.5000;
   448    3.967          100633          100633          100548          100542          0.5000;
   449    3.976          100953          100953          100881          100864          0.5000;
   450    3.984          101272          101272          101216          101199          0.5000;
   451    3.993          101593          101593          101555          101543          0.5000;
   452    4.002          101914          101914          101895          101877          0.5000;
   453    4.011          102234          102234          102232          102218          0.5000;
   454    4.020          102556          102556          102567          102556          0.5000;
   455    4.029          102876          102876          102895          102879          0.5000;
   456    4.038          103196          103196          103218          103197          0.5000;
   457    4.046          103517          103517          103536          103521          0.5000;
   458    4.055          103840          103840          103848          103832          0.5000;
   459    4.064          104167          104167          104155          104145          0.5000;
   460    4.073          104494          104494          104460          104448          0.5000;
   461    4.082          104821          104821          104766          104746          0.5000;
   462    4.091          105146          105146          105074          105068          0.5000;
