 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.0000;
     1    0.009               1               1               0               0          0.5000;
     2    0.018               5               6               0               0          0.5000;
     3    0.027              15              17               1               0          0.5000;
     4    0.035              29              31               3               2          0.5000;
     5    0.044              47              50               8               6          0.5000;
     6    0.053              69              71              17              13          0.5000;
     7    0.062              94              96              31              26          0.5000;
     8    0.071             121             124              52              46          0.5000;
     9    0.080             151             154              79              72          0.5000;
    10    0.089             182             186             113             105          0.5000;
    11    0.097             216             219             154             146          0.5000;
    12    0.106             251             255             200             193          0.5000;
    13    0.115             288             292             251             243          0.5000;
    14    0.124             326             329             305             298          0.5000;
    15    0.133             364             368             360             352          0.5000;
    16    0.142             406             410             416             407          0.5000;
    17    0.151             450             454             469             460          0.5000;
    18    0.159             497             502             519             512          0.5000;
    19    0.168             547             552             567             561          0.5000;
    20    0.177             600             605             612             607          0.5000;
    21    0.186             654             660             655             651          0.5000;
    22    0.195             711             717             699             693          0.5000;
    23    0.204             768             774             743             735          0.5000;
    24    0.213             826             832             789             782          0.5000;
    25    0.221             883             889             839             830          0.5000;
    26    0.230             941             947             893             884          0.5000;
    27    0.239             998            1004             951             946          0.5000;
    28    0.248            1055            1061            1015            1009          0.5000;
    29    0.257            1112            1118            1082            1076          0.5000;
    30    0.266            1168            1174            1152            1146          0.5000;
    31    0.274            1223            1229            1224            1216          0.5000;
    32    0.283            1279            1285            1295            1287          0.5000;
    33    0.292            1336            1341            1365            1358          0.5000;
    34    0.301            1393            1399            1431            1426          0.5000;
    35    0.310            1452            1458            1493            1487          0.5000;
    36    0.319            1512            1518            1551            1544          0.5000;
    37    0.328            1574            1580            1604            1596          0.5000;
    38    0.336            1637            1643            1655            1648          0.5000;
    39    0.345            1700            1707            1703            1694          0.5000;
    40    0.354            1765            1772            1751            1744          0.5000;
    41    0.363            1832            1839            1801            1795          0.5000;
    42    0.372            1900            1907            1854            1847          0.5000;
    43    0.381            1969            1976            1912            1904          0.5000;
    44    0.390            2038            2045            1976            1968          0.5000;
    45    0.398            2108            2115            2047            2038          0.5000;
    46    0.407            2179            2187            2124            2116          0.5000;
    47    0.416            2253            2260            2208            2201          0.5000;
    48    0.425            2328            2336            2296            2290          0.5000;
    49    0.434            2407            2415            2388            2379          0.5000;
    50    0.443            2488            2497            2482            2472          0.5000;
    51    0.452            2572            2581            2577            2570          0.5000;
    52    0.460            2660            2669            2671            2664          0.5000;
    53    0.469            2751            2761            2766            2757          0.5000;
    54    0.478            2846            2856            2858            2850          0.5000;
    55    0.487            2945            2955            2951            2942          0.5000;
    56    0.496            3045            3055            3043            3036          0.5000;
    57    0.505            3147            3157            3136            3130          0.5000;
    58    0.514            3251            3261            3231            3222          0.5000;
    59    0.522            3356            3366            3329            3320          0.5000;
    60    0.531            3461            3472            3431            3423          0.5000;
    61    0.540            3567            3577            3536            3527          0.5000;
    62    0.549            3673            3683            3646            3638          0.5000;
    63    0.558            3779            3789            3759            3751          0.5000;
    64    0.567            3885            3895            3876            3867          0.5000;
    65    0.576            3990            4001            3994            3987          0.5000;
    66    0.584            4096            4107            4113            4106          0.5000;
    67    0.593            4203            4214            4230            4222          0.5000;
    68    0.602            4311            4323            4346            4339          0.5000;
    69    0.611            4422            4433            4459            4452          0.5000;
    70    0.620            4534            4546            4569            4559          0.5000;
    71    0.629            4649            4661            4676            4668          0.5000;
    72    0.638            4768            4780            4782            4777          0.5000;
    73    0.646            4889            4902            4887            4876          0.5000;
    74    0.655            5015            5027            4994            4984          0.5000;
    75    0.664            5142            5155            5104            5100          0.5000;
    76    0.673            5273            5286            5219            5207          0.5000;
    77    0.682            5405            5418            5341            5333          0.5000;
    78    0.691            5539            5553            5471            5466          0.5000;
    79    0.699            5674            5687            5609            5597          0.5000;
    80    0.708            5809            5822            5755            5748          0.5000;
    81    0.717            5943            5957            5907            5902          0.5000;
    82    0.726            6079            6092            6063            6050          0.5000;
    83    0.735            6214            6227            6223            6216          0.5000;
    84    0.744            6349            6363            6382            6376          0.5000;
    85    0.753            6486            6499            6538            6524          0.5000;
    86    0.761            6623            6637            6690            6682          0.5000;
    87    0.770            6761            6775            6834            6828          0.5000;
    88    0.779            6902            6917            6972            6959          0.5000;
    89    0.788            7045            7059            7103            7096          0.5000;
    90    0.797            7189            7203            7228            7219          0.5000;
    91    0.806            7336            7351            7348            7336          0.5000;
    92    0.815            7485            7500            7468            7462          0.5000;
    93    0.823            7636            7651            7591            7582          0.5000;
    94    0.832            7789            7804            7719            7705          0.5000;
    95    0.841            7943            7958            7854            7845          0.5000;
    96    0.850            8098            8113            7998            7988          0.5000;
    97    0.859            8254            8269            8154            8140          0.5000;
    98    0.868            8409            8424            8319            8310          0.5000;
    99    0.877            8564            8579            8495            8485          0.5000;
   100    0.885            8718            8734            8677            8664          0.5000;
   101    0.894            8872            8888            8863            8851          0.5000;
   102    0.903            9027            9043            9049            9040          0.5000;
   103    0.912            9183            9198            9233            9216          0.5000;
   104    0.921            9340            9355            9411            9401          0.5000;
   105    0.930            9499            9515            9580            9566          0.5000;
   106    0.939            9661            9677            9740            9724          0.5000;
   107    0.947            9825            9842            9892            9880          0.5000;
   108    0.956            9993           10010           10035           10020          0.5000;
   109    0.965           10165           10182           10174           10159          0.5000;
   110    0.974           10340           10358           10312           10299          0.5000;
   111    0.983           10518           10536           10451           10433          0.5000;
   112    0.992           10697           10715           10597           10580          0.5000;
   113    1.001           10877           10895           10752           10738          0.5000;
   114    1.009           11055           11073           10921           10901          0.5000;
   115    1.018           11233           11250           11102           11085          0.5000;
   116    1.027           11407           11425           11297           11279          0.5000;
   117    1.036           11580           11597           11502           11483          0.5000;
   118    1.045           11751           11768           11714           11694          0.5000;
   119    1.054           11920           11937           11929           11915          0.5000;
   120    1.063           12089           12107           12141           12122          0.5000;
   121    1.071           12260           12277           12347           12328          0.5000;
   122    1.080           12433           12451           12542           12529          0.5000;
   123    1.089           12609           12627           12726           12705          0.5000;
   124    1.098           12790           12809           12895           12875          0.5000;
   125    1.107           12976           12995           13053           13042          0.5000;
   126    1.116           13166           13186           13203           13183          0.5000;
   127    1.124           13361           13380           13347           13330          0.5000;
   128    1.133           13558           13578           13493           13479          0.5000;
   129    1.142           13755           13775           13645           13628          0.5000;
   130    1.151           13951           13971           13807           13792          0.5000;
   131    1.160           14145           14164           13985           13970          0.5000;
   132    1.169           14333           14352           14180           14168          0.5000;
   133    1.178           14519           14537           14390           14371          0.5000;
   134    1.186           14701           14719           14614           14607          0.5000;
   135    1.195           14880           14898           14846           14830          0.5000;
   136    1.204           15060           15078           15083           15079          0.5000;
   137    1.213           15241           15259           15317           15306          0.5000;
   138    1.222           15425           15443           15543           15533          0.5000;
   139    1.231           15614           15633           15757           15756          0.5000;
   140    1.240           15809           15829           15957           15948          0.5000;
   141    1.248           16011           16032           16142           16136          0.5000;
   142    1.257           16220           16241           16314           16312          0.5000;
   143    1.266           16433           16455           16478           16469          0.5000;
   144    1.275           16650           16671           16637           16636          0.5000;
   145    1.284           16866           16888           16800           16795          0.5000;
   146    1.293           17081           17102           16970           16963          0.5000;
