 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000              -8              -8              -7              -4          0.0000;
     1    0.009              -8              -7              -8              -5          0.5000;
     2    0.018              -5              -3              -8              -5          0.5000;
     3    0.027               2               6              -8              -5          0.5000;
     4    0.035              13              18              -7              -5          0.5000;
     5    0.044              26              33              -7              -5          0.5000;
     6    0.053              43              50              -6              -4          0.5000;
     7    0.062              61              69              -4              -4          0.5000;
     8    0.071              80              88              -3              -2          0.5000;
     9    0.080             100             108              -1              -1          0.5000;
    10    0.089             119             126               2               1          0.5000;
    11    0.097             138             145               5               3          0.5000;
    12    0.106             156             163               8               6          0.5000;
    13    0.115             173             179              12               9          0.5000;
    14    0.124             188             194              15              12          0.5000;
    15    0.133             202             207              19              15          0.5000;
    16    0.142             214             218              22              18          0.5000;
    17    0.151             224             227              25              21          0.5000;
    18    0.159             231             233              27              23          0.5000;
    19    0.168             236             238              29              24          0.5000;
    20    0.177             239             240              30              25          0.5000;
    21    0.186             240             239              30              26          0.5000;
    22    0.195             238             237              30              26          0.5000;
    23    0.204             234             232              30              26          0.5000;
    24    0.213             229             226              30              26          0.5000;
    25    0.221             222             219              29              26          0.5000;
    26    0.230             214             211              28              25          0.5000;
    27    0.239             206             202              27              25          0.5000;
    28    0.248             197             194              27              24          0.5000;
    29    0.257             188             185              25              23          0.5000;
    30    0.266             179             176              24              22          0.5000;
    31    0.274             171             168              22              21          0.5000;
    32    0.283             163             160              21              20          0.5000;
    33    0.292             156             153              19              19          0.5000;
    34    0.301             149             147              18              18          0.5000;
    35    0.310             144             142              16              16          0.5000;
    36    0.319             140             138              15              15          0.5000;
    37    0.328             137             136              13              14          0.5000;
    38    0.336             135             135              12              13          0.5000;
    39    0.345             135             135              11              12          0.5000;
    40    0.354             135             136              10              11          0.5000;
    41    0.363             137             138               9              10          0.5000;
    42    0.372             140             141               9              10          0.5000;
    43    0.381             142             144               9              10          0.5000;
    44    0.390             146             147               9              10          0.5000;
    45    0.398             149             151              10              10          0.5000;
    46    0.407             153             154              10              10          0.5000;
    47    0.416             156             157              10              10          0.5000;
    48    0.425             159             160              11              10          0.5000;
    49    0.434             161             162              11              12          0.5000;
    50    0.443             164             164              11              12          0.5000;
    51    0.452             165             165              12              12          0.5000;
    52    0.460             166             166              11              12          0.5000;
    53    0.469             166             166              11              12          0.5000;
    54    0.478             166             166              11              12          0.5000;
    55    0.487             165             164              11              12          0.5000;
    56    0.496             164             163              11              11          0.5000;
    57    0.505             162             161              11              11          0.5000;
    58    0.514             160             160              11              12          0.5000;
    59    0.522             158             158              11              12          0.5000;
    60    0.531             157             156              11              12          0.5000;
    61    0.540             156             155              11              11          0.5000;
    62    0.549             154             154              10              11          0.5000;
    63    0.558             154             153              10              11          0.5000;
    64    0.567             153             153              10              11          0.5000;
    65    0.576             153             154               9              11          0.5000;
    66    0.584             154             154               9              11          0.5000;
    67    0.593             154             155               9              11          0.5000;
    68    0.602             155             156               9              10          0.5000;
    69    0.611             156             157               9              10          0.5000;
    70    0.620             157             158               9              10          0.5000;
    71    0.629             158             158               9               9          0.5000;
    72    0.638             159             159               9               9          0.5000;
    73    0.646             159             160               9              11          0.5000;
    74    0.655             160             160              10              11          0.5000;
    75    0.664             160             160              10              11          0.5000;
    76    0.673             159             159              10              11          0.5000;
    77    0.682             159             159              10              11          0.5000;
    78    0.691             158             158              10              11          0.5000;
    79    0.699             158             158              10              11          0.5000;
    80    0.708             157             157              10              11          0.5000;
    81    0.717             157             156              10              11          0.5000;
    82    0.726             156             156              10              11          0.5000;
    83    0.735             156             156              10              11          0.5000;
    84    0.744             156             156              10              11          0.5000;
    85    0.753             156             156              10              11          0.5000;
    86    0.761             156             157              10              11          0.5000;
    87    0.770             157             157              11              11          0.5000;
    88    0.779             157             158              11              11          0.5000;
    89    0.788             158             158              11              11          0.5000;
    90    0.797             158             158              11              11          0.5000;
    91    0.806             159             159              11              11          0.5000;
    92    0.815             159             159              11              11          0.5000;
    93    0.823             159             159              11              11          0.5000;
    94    0.832             159             159              12              11          0.5000;
    95    0.841             159             159              12              11          0.5000;
    96    0.850             159             159              12              11          0.5000;
    97    0.859             158             158              12              11          0.5000;
    98    0.868             158             158              12              12          0.5000;
    99    0.877             158             158              12              12          0.5000;
   100    0.885             158             158              12              12          0.5000;
   101    0.894             157             157              12              12          0.5000;
   102    0.903             157             157              11              12          0.5000;
   103    0.912             157             157              11              12          0.5000;
   104    0.921             157             158              11              12          0.5000;
   105    0.930             158             158              11              12          0.5000;
   106    0.939             158             158              11              12          0.5000;
   107    0.947             158             158              11              12          0.5000;
   108    0.956             158             158              11              12          0.5000;
   109    0.965             158             158              11              12          0.5000;
   110    0.974             158             158              11              12          0.5000;
   111    0.983             159             159              12              12          0.5000;
   112    0.992             158             158              12              12          0.5000;
   113    1.001             158             158              13              12          0.5000;
   114    1.009             158             158              13              12          0.5000;
   115    1.018             158             158              14              13          0.5000;
   116    1.027             158             158              15              14          0.5000;
   117    1.036             158             158              15              14          0.5000;
   118    1.045             158             158              16              15          0.5000;
   119    1.054             158             158              16              15          0.5000;
   120    1.063             159             159              16              15          0.5000;
   121    1.071             159             159              16              15          0.5000;
   122    1.080             159             159              16              15          0.5000;
   123    1.089             160             160              17              15          0.5000;
   124    1.098             160             160              17              15          0.5000;
   125    1.107             160             160              17              15          0.5000;
   126    1.116             160             160              17              15          0.5000;
   127    1.124             160             160              18              15          0.5000;
   128    1.133             160             160              18              15          0.5000;
   129    1.142             160             160              18              16          0.5000;
   130    1.151             160             160              18              16          0.5000;
   131    1.160             160             160              18              16          0.5000;
   132    1.169             160             160              18              16          0.5000;
   133    1.178             160             160              18              16          0.5000;
   134    1.186             160             160              18              16          0.5000;
   135    1.195             160             160              18              16          0.5000;
   136    1.204             160             160              18              16          0.5000;
   137    1.213             160             160              18              16          0.5000;
   138    1.222             160             160              18              16          0.5000;
   139    1.231             160             160              17              16          0.5000;
   140    1.240             160             160              17              16          0.5000;
   141    1.248             160             160              17              16          0.5000;
   142    1.257             160             160              16              15          0.5000;
   143    1.266             160             160              16              15          0.5000;
   144    1.275             160             160              15              15          0.5000;
   145    1.284             160             160              15              15          0.5000;
   146    1.293             160             159              15              15          0.5000;
   147    1.302             159             159              15              15          0.5000;
   148    1.310             159             159              15              15          0.5000;
   149    1.319             159             159              15              15          0.5000;
   150    1.328             159             159              15              15          0.5000;
   151    1.337             159             159              15              15          0.5000;
   152    1.346             159             159              15              15          0.5000;
   153    1.355             159             159              14              14          0.5000;
   154    1.364             159             159              14              14          0.5000;
   155    1.372             159             159              14              14          0.5000;
   156    1.381             159             159              13              14          0.5000;
   157    1.390             159             159              13              14          0.5000;
   158    1.399             159             159              13              13          0.5000;
   159    1.408             159             159              13              13          0.5000;
   160    1.417             159             159              13              12          0.5000;
   161    1.426             159             159              13              14          0.5000;
   162    1.434             159             159              14              14          0.5000;
   163    1.443             159             159              14              14          0.5000;
   164    1.452             159             159              14              14          0.5000;
   165    1.461             159             159              14              14          0.5000;
   166    1.470             159             159              14              14          0.5000;
   167    1.479             159             159              14              14          0.5000;
   168    1.488             159             159              14              14          0.5000;
   169    1.496             159             159              14              14          0.5000;
   170    1.505             159             159              14              14          0.5000;
   171    1.514             159             159              15              14          0.5000;
   172    1.523             160             160              15              14          0.5000;
   173    1.532             160             160              15              14          0.5000;
   174    1.541             160             160              15              14          0.5000;
   175    1.549             160             160              16              14          0.5000;
   176    1.558             160             160              16              14          0.5000;
   177    1.567             160             160              16              14          0.5000;
   178    1.576             160             160              16              14          0.5000;
   179    1.585             160             160              16              15          0.5000;
   180    1.594             160             160              16              15          0.5000;
   181    1.603             160             160              15              15          0.5000;
   182    1.611             160             160              15              15          0.5000;
   183    1.620             160             160              15              15          0.5000;
   184    1.629             160             160              15              14          0.5000;
   185    1.638             160             160              14              14          0.5000;
   186    1.647             159             159              15              14          0.5000;
   187    1.656             159             159              15              14          0.5000;
   188    1.665             159             159              15              15          0.5000;
   189    1.673             159             159              15              15          0.5000;
   190    1.682             159             159              15              15          0.5000;
   191    1.691             159             159              16              15          0.5000;
   192    1.700             159             159              16              15          0.5000;
   193    1.709             159             159              16              15          0.5000;
   194    1.718             160             160              17              15          0.5000;
   195    1.727             160             160              18              15          0.5000;
   196    1.735             160             160              19              16          0.5000;
   197    1.744             160             160              19              17          0.5000;
   198    1.753             160             160              20              18          0.5000;
   199    1.762             160             161              21              18          0.5000;
   200    1.771             161             161              21              18          0.5000;
   201    1.780             161             161              21              19          0.5000;
   202    1.789             161             161              22              19          0.5000;
   203    1.797             161             161              22              19          0.5000;
   204    1.806             161             161              22              19          0.5000;
   205    1.815             162             162              22              19          0.5000;
   206    1.824             162             162              23              19          0.5000;
   207    1.833             162             162              23              19          0.5000;
   208    1.842             162             162              23              20          0.5000;
   209    1.851             162             162              24              20          0.5000;
   210    1.859             162             162              24              20          0.5000;
   211    1.868             162             162              24              21          0.5000;
   212    1.877             162             162              24              21          0.5000;
   213    1.886             162             162              24              21          0.5000;
   214    1.895             162             162              25              22          0.5000;
   215    1.904             162             162              25              22          0.5000;
   216    1.913             162             162              25              22          0.5000;
   217    1.921             162             162              25              22          0.5000;
   218    1.930             162             162              25              22          0.5000;
   219    1.939             162             162              24              22          0.5000;
   220    1.948             162             162              24              22          0.5000;
   221    1.957             162             162              24              22          0.5000;
   222    1.966             162             162              24              22          0.5000;
   223    1.974             162             162              24              22          0.5000;
   224    1.983             162             162              24              21          0.5000;
   225    1.992             162             162              24              21          0.5000;
   226    2.001             162             162              24              21          0.5000;
   227    2.010             162             162              24              21          0.5000;
   228    2.019             162             162              24              21          0.5000;
   229    2.028             162             162              24              21          0.5000;
   230    2.036             162             162              24              21          0.5000;
   231    2.045             162             162              24              21          0.5000;
   232    2.054             162             162              23              21          0.5000;
   233    2.063             162             162              23              21          0.5000;
   234    2.072             162             162              23              21          0.5000;
   235    2.081             162             162              23              21          0.5000;
   236    2.090             162             162              23              21          0.5000;
   237    2.098             162             162              23              21          0.5000;
   238    2.107             162             162              23              21          0.5000;
   239    2.116             162             162              24              21          0.5000;
   240    2.125             162             162              24              22          0.5000;
   241    2.134             162             162              25              22          0.5000;
   242    2.143             162             162              26              22          0.5000;
   243    2.152             162             162              26              22          0.5000;
   244    2.160             162             162              26              23          0.5000;
   245    2.169             162             162              26              23          0.5000;
   246    2.178             163             163              26              23          0.5000;
   247    2.187             163             163              26              23          0.5000;
   248    2.196             163             163              26              23          0.5000;
   249    2.205             163             163              26              23          0.5000;
   250    2.214             163             163              27              23          0.5000;
   251    2.222             163             163              26              23          0.5000;
   252    2.231             163             163              26              23          0.5000;
   253    2.240             163             163              26              23          0.5000;
   254    2.249             163             163              26              23          0.5000;
   255    2.258             163             163              26              23          0.5000;
   256    2.267             163             163              27              23          0.5000;
   257    2.276             163             163              27              23          0.5000;
   258    2.284             163             163              28              23          0.5000;
   259    2.293             163             163              29              25          0.5000;
   260    2.302             163             163              31              26          0.5000;
   261    2.311             163             163              32              27          0.5000;
   262    2.320             164             164              33              28          0.5000;
   263    2.329             164             164              34              29          0.5000;
   264    2.338             164             165              34              30          0.5000;
   265    2.346             165             165              34              30          0.5000;
   266    2.355             165             166              34              30          0.5000;
   267    2.364             166             166              35              30          0.5000;
   268    2.373             166             166              36              31          0.5000;
   269    2.382             167             167              37              32          0.5000;
   270    2.391             167             168              38              34          0.5000;
   271    2.399             168             168              39              35          0.5000;
   272    2.408             168             168              40              35          0.5000;
   273    2.417             168             169              41              36          0.5000;
   274    2.426             169             169              41              36          0.5000;
   275    2.435             169             169              41              37          0.5000;
   276    2.444             169             170              41              37          0.5000;
   277    2.453             170             170              42              37          0.5000;
   278    2.461             170             170              42              37          0.5000;
   279    2.470             170             170              42              37          0.5000;
   280    2.479             170             170              42              37          0.5000;
   281    2.488             170             170              42              37          0.5000;
   282    2.497             170             170              42              38          0.5000;
   283    2.506             170             170              42              38          0.5000;
   284    2.515             170             170              42              38          0.5000;
   285    2.523             170             170              42              38          0.5000;
   286    2.532             170             170              42              38          0.5000;
   287    2.541             170             170              43              38          0.5000;
   288    2.550             170             170              43              38          0.5000;
   289    2.559             170             170              44              38          0.5000;
   290    2.568             170             170              44              39          0.5000;
   291    2.577             170             170              45              40          0.5000;
   292    2.585             171             171              46              41          0.5000;
   293    2.594             171             171              46              41          0.5000;
   294    2.603             171             171              46              41          0.5000;
   295    2.612             172             172              46              42          0.5000;
   296    2.621             172             172              46              42          0.5000;
   297    2.630             172             172              46              42          0.5000;
   298    2.639             172             172              46              42          0.5000;
   299    2.647             173             173              46              42          0.5000;
   300    2.656             173             173              47              42          0.5000;
   301    2.665             173             173              47              42          0.5000;
   302    2.674             173             173              47              42          0.5000;
   303    2.683             174             174              47              42          0.5000;
   304    2.692             174             174              47              42          0.5000;
   305    2.701             174             174              47              43          0.5000;
   306    2.709             174             174              47              43          0.5000;
   307    2.718             174             174              47              43          0.5000;
   308    2.727             174             174              47              43          0.5000;
   309    2.736             174             174              47              43          0.5000;
   310    2.745             174             174              48              43          0.5000;
   311    2.754             174             174              48              43          0.5000;
   312    2.763             174             174              49              43          0.5000;
   313    2.771             174             174              49              44          0.5000;
   314    2.780             174             174              50              45          0.5000;
   315    2.789             174             174              50              45          0.5000;
   316    2.798             174             174              50              45          0.5000;
   317    2.807             175             175              50              45          0.5000;
   318    2.816             175             175              50              45          0.5000;
   319    2.824             175             175              50              45          0.5000;
   320    2.833             175             176              50              46          0.5000;
