 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.0000;
     1    0.009               2               2               0               0          0.5000;
     2    0.018              15              16               0               0          0.5000;
     3    0.027              40              43               1               1          0.5000;
     4    0.035              73              77               3               2          0.5000;
     5    0.044             110             113               6               4          0.5000;
     6    0.053             146             150              12               9          0.5000;
     7    0.062             182             185              22              18          0.5000;
     8    0.071             216             219              36              32          0.5000;
     9    0.080             246             249              55              51          0.5000;
    10    0.089             272             274              78              74          0.5000;
    11    0.097             292             294             106             101          0.5000;
    12    0.106             306             307             139             133          0.5000;
    13    0.115             316             316             176             170          0.5000;
    14    0.124             323             323             216             210          0.5000;
    15    0.133             330             331             259             252          0.5000;
    16    0.142             340             342             303             295          0.5000;
    17    0.151             356             358             348             340          0.5000;
    18    0.159             378             380             392             385          0.5000;
    19    0.168             408             412             436             429          0.5000;
    20    0.177             447             452             479             472          0.5000;
    21    0.186             496             501             521             514          0.5000;
    22    0.195             550             556             562             555          0.5000;
    23    0.204             609             615             602             593          0.5000;
    24    0.213             670             676             642             633          0.5000;
    25    0.221             733             740             682             672          0.5000;
    26    0.230             798             804             724             712          0.5000;
    27    0.239             860             866             766             757          0.5000;
    28    0.248             919             924             811             801          0.5000;
    29    0.257             970             974             858             849          0.5000;
    30    0.266            1014            1018             908             900          0.5000;
    31    0.274            1053            1056             960             951          0.5000;
    32    0.283            1089            1092            1014            1005          0.5000;
    33    0.292            1123            1126            1069            1060          0.5000;
    34    0.301            1156            1160            1125            1115          0.5000;
    35    0.310            1190            1194            1182            1172          0.5000;
    36    0.319            1227            1231            1238            1229          0.5000;
    37    0.328            1268            1272            1294            1285          0.5000;
    38    0.336            1316            1321            1348            1339          0.5000;
    39    0.345            1370            1375            1401            1392          0.5000;
    40    0.354            1429            1435            1453            1444          0.5000;
    41    0.363            1493            1500            1504            1493          0.5000;
    42    0.372            1564            1572            1554            1544          0.5000;
    43    0.381            1644            1652            1604            1594          0.5000;
    44    0.390            1728            1736            1655            1645          0.5000;
    45    0.398            1814            1822            1707            1697          0.5000;
    46    0.407            1900            1908            1762            1752          0.5000;
    47    0.416            1986            1994            1820            1809          0.5000;
    48    0.425            2070            2078            1881            1870          0.5000;
    49    0.434            2151            2159            1948            1936          0.5000;
    50    0.443            2228            2236            2019            2008          0.5000;
    51    0.452            2299            2306            2095            2087          0.5000;
    52    0.460            2363            2370            2176            2164          0.5000;
    53    0.469            2425            2431            2261            2250          0.5000;
    54    0.478            2485            2491            2351            2339          0.5000;
    55    0.487            2545            2551            2443            2431          0.5000;
    56    0.496            2607            2614            2537            2528          0.5000;
    57    0.505            2675            2682            2633            2621          0.5000;
    58    0.514            2749            2756            2729            2714          0.5000;
    59    0.522            2826            2834            2826            2815          0.5000;
    60    0.531            2910            2919            2922            2910          0.5000;
    61    0.540            3003            3013            3017            3001          0.5000;
    62    0.549            3103            3113            3112            3097          0.5000;
    63    0.558            3208            3218            3205            3189          0.5000;
    64    0.567            3314            3324            3299            3284          0.5000;
    65    0.576            3420            3431            3392            3379          0.5000;
    66    0.584            3529            3539            3486            3471          0.5000;
    67    0.593            3634            3644            3580            3561          0.5000;
    68    0.602            3735            3744            3675            3661          0.5000;
    69    0.611            3831            3841            3772            3760          0.5000;
    70    0.620            3925            3934            3869            3851          0.5000;
    71    0.629            4016            4025            3968            3949          0.5000;
    72    0.638            4104            4113            4066            4055          0.5000;
    73    0.646            4194            4203            4166            4151          0.5000;
    74    0.655            4287            4297            4266            4249          0.5000;
    75    0.664            4386            4396            4366            4349          0.5000;
    76    0.673            4490            4500            4467            4452          0.5000;
    77    0.682            4599            4610            4567            4550          0.5000;
    78    0.691            4715            4727            4668            4652          0.5000;
    79    0.699            4839            4852            4770            4752          0.5000;
    80    0.708            4968            4980            4874            4857          0.5000;
    81    0.717            5098            5111            4980            4965          0.5000;
    82    0.726            5229            5242            5088            5070          0.5000;
    83    0.735            5359            5372            5200            5183          0.5000;
    84    0.744            5484            5495            5316            5304          0.5000;
    85    0.753            5599            5611            5437            5420          0.5000;
    86    0.761            5709            5720            5561            5542          0.5000;
    87    0.770            5812            5822            5689            5678          0.5000;
    88    0.779            5908            5917            5820            5804          0.5000;
    89    0.788            5998            6007            5953            5937          0.5000;
    90    0.797            6088            6097            6087            6078          0.5000;
    91    0.806            6181            6191            6221            6203          0.5000;
    92    0.815            6280            6290            6355            6340          0.5000;
    93    0.823            6383            6394            6486            6476          0.5000;
    94    0.832            6496            6508            6615            6596          0.5000;
    95    0.841            6619            6632            6740            6726          0.5000;
    96    0.850            6753            6767            6863            6853          0.5000;
    97    0.859            6896            6911            6983            6964          0.5000;
    98    0.868            7052            7068            7101            7091          0.5000;
    99    0.877            7217            7234            7218            7206          0.5000;
   100    0.885            7388            7406            7335            7317          0.5000;
   101    0.894            7566            7584            7454            7444          0.5000;
   102    0.903            7743            7761            7576            7563          0.5000;
   103    0.912            7916            7933            7704            7688          0.5000;
   104    0.921            8081            8097            7837            7826          0.5000;
   105    0.930            8230            8244            7977            7964          0.5000;
   106    0.939            8365            8378            8124            8111          0.5000;
   107    0.947            8484            8496            8278            8265          0.5000;
   108    0.956            8590            8600            8437            8430          0.5000;
   109    0.965            8683            8692            8601            8589          0.5000;
   110    0.974            8772            8781            8767            8756          0.5000;
   111    0.983            8863            8872            8934            8929          0.5000;
   112    0.992            8959            8969            9099            9085          0.5000;
   113    1.001            9064            9075            9261            9252          0.5000;
   114    1.009            9184            9197            9420            9414          0.5000;
   115    1.018            9322            9337            9572            9560          0.5000;
   116    1.027            9480            9497            9718            9708          0.5000;
   117    1.036            9657            9676            9860            9852          0.5000;
   118    1.045            9854            9874            9996            9985          0.5000;
   119    1.054           10066           10088           10130           10119          0.5000;
   120    1.063           10291           10314           10264           10254          0.5000;
   121    1.071           10519           10542           10399           10387          0.5000;
   122    1.080           10745           10767           10537           10527          0.5000;
   123    1.089           10956           10977           10683           10671          0.5000;
   124    1.098           11149           11167           10836           10825          0.5000;
   125    1.107           11318           11333           10998           10987          0.5000;
   126    1.116           11461           11474           11169           11157          0.5000;
   127    1.124           11583           11594           11348           11340          0.5000;
   128    1.133           11685           11695           11534           11520          0.5000;
   129    1.142           11775           11784           11725           11716          0.5000;
   130    1.151           11862           11871           11917           11908          0.5000;
   131    1.160           11954           11964           12109           12099          0.5000;
   132    1.169           12060           12071           12296           12286          0.5000;
   133    1.178           12184           12198           12479           12471          0.5000;
   134    1.186           12335           12351           12655           12643          0.5000;
   135    1.195           12514           12534           12823           12814          0.5000;
   136    1.204           12724           12746           12985           12976          0.5000;
   137    1.213           12961           12986           13140           13128          0.5000;
   138    1.222           13219           13245           13293           13284          0.5000;
   139    1.231           13488           13514           13444           13433          0.5000;
   140    1.240           13753           13779           13598           13584          0.5000;
   141    1.248           14005           14029           13756           13746          0.5000;
   142    1.257           14234           14255           13922           13911          0.5000;
   143    1.266           14434           14452           14097           14084          0.5000;
   144    1.275           14603           14619           14282           14270          0.5000;
   145    1.284           14747           14760           14475           14461          0.5000;
   146    1.293           14867           14878           14676           14660          0.5000;
   147    1.302           14976           14986           14882           14869          0.5000;
