 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.0000;
     1    0.009               1               2               0               0          0.5000;
     2    0.018              14              16               0               0          0.5000;
     3    0.027              38              41               0               0          0.5000;
     4    0.035              69              73               2               1          0.5000;
     5    0.044             103             107               5               3          0.5000;
     6    0.053             138             142              11               8          0.5000;
     7    0.062             174             178              21              16          0.5000;
     8    0.071             208             211              34              29          0.5000;
     9    0.080             238             240              51              46          0.5000;
    10    0.089             261             263              74              69          0.5000;
    11    0.097             278             279             101              96          0.5000;
    12    0.106             288             289             132             127          0.5000;
    13    0.115             294             295             167             162          0.5000;
    14    0.124             299             299             206             200          0.5000;
    15    0.133             304             304             246             241          0.5000;
    16    0.142             312             313             288             282          0.5000;
    17    0.151             326             328             330             324          0.5000;
    18    0.159             348             350             372             365          0.5000;
    19    0.168             378             381             413             406          0.5000;
    20    0.177             417             421             453             445          0.5000;
    21    0.186             465             470             492             485          0.5000;
    22    0.195             518             524             529             522          0.5000;
    23    0.204             576             582             567             559          0.5000;
    24    0.213             636             643             604             598          0.5000;
    25    0.221             699             705             642             635          0.5000;
    26    0.230             762             769             682             675          0.5000;
    27    0.239             824             830             723             716          0.5000;
    28    0.248             880             885             767             760          0.5000;
    29    0.257             928             933             814             806          0.5000;
    30    0.266             968             972             863             855          0.5000;
    31    0.274            1002            1006             915             908          0.5000;
    32    0.283            1034            1037             969             962          0.5000;
    33    0.292            1064            1067            1024            1018          0.5000;
    34    0.301            1094            1097            1080            1074          0.5000;
    35    0.310            1126            1130            1136            1129          0.5000;
    36    0.319            1162            1165            1191            1185          0.5000;
    37    0.328            1202            1207            1246            1239          0.5000;
    38    0.336            1250            1256            1299            1291          0.5000;
    39    0.345            1307            1313            1350            1346          0.5000;
    40    0.354            1369            1375            1400            1394          0.5000;
    41    0.363            1435            1442            1449            1444          0.5000;
    42    0.372            1507            1514            1498            1493          0.5000;
    43    0.381            1586            1594            1546            1539          0.5000;
    44    0.390            1670            1679            1595            1588          0.5000;
    45    0.398            1756            1764            1647            1641          0.5000;
    46    0.407            1840            1848            1700            1694          0.5000;
    47    0.416            1924            1932            1758            1749          0.5000;
    48    0.425            2005            2013            1819            1814          0.5000;
    49    0.434            2085            2093            1885            1878          0.5000;
    50    0.443            2162            2170            1956            1949          0.5000;
    51    0.452            2235            2242            2032            2026          0.5000;
    52    0.460            2301            2308            2113            2105          0.5000;
    53    0.469            2365            2371            2198            2192          0.5000;
    54    0.478            2428            2434            2288            2283          0.5000;
    55    0.487            2491            2498            2381            2373          0.5000;
    56    0.496            2557            2564            2477            2469          0.5000;
    57    0.505            2628            2636            2574            2568          0.5000;
    58    0.514            2706            2714            2672            2664          0.5000;
    59    0.522            2788            2796            2771            2762          0.5000;
    60    0.531            2875            2884            2869            2862          0.5000;
    61    0.540            2971            2981            2967            2959          0.5000;
    62    0.549            3073            3083            3066            3058          0.5000;
    63    0.558            3179            3190            3164            3157          0.5000;
    64    0.567            3286            3297            3262            3253          0.5000;
    65    0.576            3394            3404            3361            3351          0.5000;
    66    0.584            3502            3513            3459            3453          0.5000;
    67    0.593            3609            3619            3559            3551          0.5000;
    68    0.602            3710            3720            3659            3650          0.5000;
    69    0.611            3809            3819            3761            3752          0.5000;
    70    0.620            3905            3915            3863            3855          0.5000;
    71    0.629            4001            4010            3966            3957          0.5000;
    72    0.638            4095            4104            4069            4060          0.5000;
    73    0.646            4190            4200            4173            4165          0.5000;
    74    0.655            4290            4300            4276            4269          0.5000;
    75    0.664            4395            4406            4380            4371          0.5000;
    76    0.673            4506            4517            4483            4474          0.5000;
    77    0.682            4622            4634            4586            4578          0.5000;
    78    0.691            4746            4759            4690            4683          0.5000;
    79    0.699            4878            4891            4794            4785          0.5000;
    80    0.708            5012            5025            4901            4893          0.5000;
    81    0.717            5148            5162            5010            5002          0.5000;
    82    0.726            5284            5298            5122            5114          0.5000;
    83    0.735            5418            5431            5238            5228          0.5000;
    84    0.744            5543            5555            5358            5349          0.5000;
    85    0.753            5661            5673            5483            5473          0.5000;
    86    0.761            5772            5783            5611            5601          0.5000;
    87    0.770            5875            5885            5743            5733          0.5000;
    88    0.779            5970            5980            5877            5867          0.5000;
    89    0.788            6064            6073            6014            6002          0.5000;
    90    0.797            6159            6169            6150            6139          0.5000;
    91    0.806            6258            6268            6286            6277          0.5000;
    92    0.815            6360            6371            6421            6409          0.5000;
    93    0.823            6471            6483            6553            6544          0.5000;
    94    0.832            6592            6604            6683            6673          0.5000;
    95    0.841            6723            6737            6810            6797          0.5000;
    96    0.850            6864            6879            6934            6923          0.5000;
    97    0.859            7018            7034            7055            7045          0.5000;
    98    0.868            7182            7198            7175            7163          0.5000;
    99    0.877            7354            7372            7294            7283          0.5000;
   100    0.885            7534            7552            7415            7404          0.5000;
   101    0.894            7715            7733            7538            7526          0.5000;
   102    0.903            7892            7909            7665            7652          0.5000;
   103    0.912            8062            8078            7797            7787          0.5000;
   104    0.921            8216            8231            7936            7921          0.5000;
   105    0.930            8356            8369            8082            8066          0.5000;
   106    0.939            8480            8492            8233            8221          0.5000;
   107    0.947            8588            8598            8390            8373          0.5000;
   108    0.956            8684            8693            8552            8537          0.5000;
   109    0.965            8774            8783            8716            8700          0.5000;
   110    0.974            8864            8873            8880            8864          0.5000;
   111    0.983            8957            8966            9044            9032          0.5000;
   112    0.992            9058            9069            9204            9184          0.5000;
   113    1.001            9174            9187            9359            9349          0.5000;
   114    1.009            9307            9322            9510            9493          0.5000;
   115    1.018            9459            9475            9654            9634          0.5000;
   116    1.027            9630            9648            9793            9781          0.5000;
   117    1.036            9820            9840            9927            9908          0.5000;
   118    1.045           10025           10046           10058           10036          0.5000;
   119    1.054           10243           10266           10188           10177          0.5000;
   120    1.063           10466           10488           10318           10298          0.5000;
   121    1.071           10686           10708           10453           10431          0.5000;
   122    1.080           10894           10914           10593           10584          0.5000;
   123    1.089           11083           11100           10740           10718          0.5000;
   124    1.098           11248           11263           10896           10876          0.5000;
   125    1.107           11386           11399           11060           11053          0.5000;
   126    1.116           11504           11515           11233           11213          0.5000;
   127    1.124           11603           11612           11411           11394          0.5000;
   128    1.133           11687           11695           11595           11583          0.5000;
   129    1.142           11767           11775           11780           11767          0.5000;
   130    1.151           11851           11860           11965           11943          0.5000;
   131    1.160           11947           11957           12146           12142          0.5000;
   132    1.169           12061           12074           12322           12306          0.5000;
   133    1.178           12199           12214           12491           12474          0.5000;
   134    1.186           12366           12384           12652           12647          0.5000;
   135    1.195           12562           12583           12806           12790          0.5000;
   136    1.204           12786           12810           12954           12940          0.5000;
   137    1.213           13033           13058           13098           13091          0.5000;
   138    1.222           13293           13320           13241           13229          0.5000;
   139    1.231           13556           13582           13386           13370          0.5000;
   140    1.240           13807           13832           13535           13525          0.5000;
   141    1.248           14038           14059           13692           13684          0.5000;
   142    1.257           14239           14257           13858           13845          0.5000;
   143    1.266           14409           14424           14034           14022          0.5000;
   144    1.275           14548           14560           14220           14216          0.5000;
   145    1.284           14662           14672           14414           14396          0.5000;
   146    1.293           14757           14766           14616           14610          0.5000;
   147    1.302           14844           14853           14821           14810          0.5000;
