 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000             -10             -10              -1              -2          0.0000;
     1    0.009             -10              -9              -1              -2          0.5000;
     2    0.018              -6              -5              -1              -2          0.5000;
     3    0.027               1               3              -2              -2          0.5000;
     4    0.035              12              15               0              -2          0.5000;
     5    0.044              27              30               0              -2          0.5000;
     6    0.053              44              48               1              -1          0.5000;
     7    0.062              63              67               3              -0          0.5000;
     8    0.071              84              88               5               2          0.5000;
     9    0.080             104             109               7               3          0.5000;
    10    0.089             125             129              10               6          0.5000;
    11    0.097             145             149              14               9          0.5000;
    12    0.106             165             168              18              13          0.5000;
    13    0.115             183             186              23              17          0.5000;
    14    0.124             200             203              28              22          0.5000;
    15    0.133             215             218              32              26          0.5000;
    16    0.142             228             230              37              31          0.5000;
    17    0.151             239             241              42              35          0.5000;
    18    0.159             248             250              46              39          0.5000;
    19    0.168             255             256              48              42          0.5000;
    20    0.177             259             260              50              43          0.5000;
    21    0.186             262             262              50              44          0.5000;
    22    0.195             261             261              50              44          0.5000;
    23    0.204             259             258              50              44          0.5000;
    24    0.213             254             253              49              44          0.5000;
    25    0.221             248             247              49              44          0.5000;
    26    0.230             241             239              50              44          0.5000;
    27    0.239             233             231              50              44          0.5000;
    28    0.248             224             222              50              44          0.5000;
    29    0.257             215             213              50              44          0.5000;
    30    0.266             206             204              50              44          0.5000;
    31    0.274             197             195              49              44          0.5000;
    32    0.283             189             187              49              43          0.5000;
    33    0.292             182             180              48              43          0.5000;
    34    0.301             175             174              47              42          0.5000;
    35    0.310             170             169              46              42          0.5000;
    36    0.319             165             165              45              41          0.5000;
    37    0.328             163             162              44              41          0.5000;
    38    0.336             161             161              44              40          0.5000;
    39    0.345             160             160              44              40          0.5000;
    40    0.354             162             162              43              40          0.5000;
    41    0.363             164             164              42              39          0.5000;
    42    0.372             167             168              41              38          0.5000;
    43    0.381             171             171              40              37          0.5000;
    44    0.390             174             175              39              36          0.5000;
    45    0.398             179             179              39              36          0.5000;
    46    0.407             182             183              39              36          0.5000;
    47    0.416             186             187              39              36          0.5000;
    48    0.425             189             190              40              37          0.5000;
    49    0.434             192             192              41              37          0.5000;
    50    0.443             194             194              43              38          0.5000;
    51    0.452             195             195              44              39          0.5000;
    52    0.460             196             196              45              40          0.5000;
    53    0.469             196             196              47              41          0.5000;
