 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.0000;
     1    0.009               1               5               0               0          0.5000;
     2    0.018              15              24               0               0          0.5000;
     3    0.027              40              53               0               1          0.5000;
     4    0.035              74              89               3               2          0.5000;
     5    0.044             111             125               7               5          0.5000;
     6    0.053             145             158              15              12          0.5000;
     7    0.062             176             187              25              21          0.5000;
     8    0.071             203             212              40              35          0.5000;
     9    0.080             225             233              60              53          0.5000;
    10    0.089             243             249              83              76          0.5000;
    11    0.097             257             261             110             103          0.5000;
    12    0.106             268             271             141             133          0.5000;
    13    0.115             276             280             175             168          0.5000;
    14    0.124             285             289             211             204          0.5000;
    15    0.133             295             300             249             241          0.5000;
    16    0.142             309             316             288             279          0.5000;
    17    0.151             327             337             327             319          0.5000;
    18    0.159             352             364             365             355          0.5000;
    19    0.168             383             397             404             393          0.5000;
    20    0.177             420             437             441             429          0.5000;
    21    0.186             464             483             478             465          0.5000;
    22    0.195             513             534             515             503          0.5000;
    23    0.204             566             587             551             540          0.5000;
    24    0.213             619             640             588             577          0.5000;
    25    0.221             671             691             626             616          0.5000;
    26    0.230             722             741             665             655          0.5000;
    27    0.239             771             791             705             697          0.5000;
    28    0.248             819             837             747             736          0.5000;
    29    0.257             864             880             791             778          0.5000;
    30    0.266             903             917             837             825          0.5000;
    31    0.274             937             949             884             872          0.5000;
    32    0.283             965             975             932             920          0.5000;
    33    0.292             989             998             981             972          0.5000;
    34    0.301            1012            1022            1030            1021          0.5000;
    35    0.310            1038            1050            1078            1067          0.5000;
    36    0.319            1069            1083            1124            1114          0.5000;
    37    0.328            1106            1122            1169            1158          0.5000;
    38    0.336            1148            1167            1212            1200          0.5000;
    39    0.345            1196            1216            1254            1241          0.5000;
    40    0.354            1248            1271            1293            1282          0.5000;
    41    0.363            1305            1329            1332            1321          0.5000;
    42    0.372            1365            1389            1370            1359          0.5000;
    43    0.381            1425            1449            1408            1399          0.5000;
    44    0.390            1484            1507            1446            1437          0.5000;
    45    0.398            1542            1565            1486            1476          0.5000;
    46    0.407            1600            1624            1527            1517          0.5000;
    47    0.416            1659            1681            1569            1558          0.5000;
    48    0.425            1715            1736            1615            1603          0.5000;
    49    0.434            1767            1787            1663            1650          0.5000;
    50    0.443            1816            1835            1713            1700          0.5000;
    51    0.452            1863            1881            1767            1755          0.5000;
    52    0.460            1908            1926            1822            1811          0.5000;
    53    0.469            1954            1973            1880            1869          0.5000;
    54    0.478            2003            2023            1940            1928          0.5000;
    55    0.487            2055            2077            2001            1988          0.5000;
    56    0.496            2113            2138            2064            2051          0.5000;
    57    0.505            2177            2205            2129            2116          0.5000;
    58    0.514            2247            2276            2194            2182          0.5000;
    59    0.522            2320            2350            2262            2252          0.5000;
    60    0.531            2397            2429            2331            2320          0.5000;
    61    0.540            2479            2512            2403            2388          0.5000;
    62    0.549            2563            2597            2476            2463          0.5000;
    63    0.558            2649            2684            2553            2542          0.5000;
    64    0.567            2736            2770            2632            2622          0.5000;
    65    0.576            2819            2851            2715            2707          0.5000;
    66    0.584            2897            2928            2801            2789          0.5000;
    67    0.593            2975            3005            2890            2876          0.5000;
    68    0.602            3051            3080            2981            2973          0.5000;
    69    0.611            3124            3154            3074            3067          0.5000;
    70    0.620            3197            3226            3170            3161          0.5000;
    71    0.629            3268            3297            3266            3256          0.5000;
    72    0.638            3340            3369            3363            3356          0.5000;
    73    0.646            3414            3446            3460            3454          0.5000;
    74    0.655            3496            3530            3556            3548          0.5000;
    75    0.664            3583            3620            3652            3641          0.5000;
    76    0.673            3676            3713            3746            3737          0.5000;
    77    0.682            3772            3812            3840            3835          0.5000;
    78    0.691            3873            3915            3932            3925          0.5000;
    79    0.699            3980            4023            4024            4015          0.5000;
    80    0.708            4090            4134            4116            4108          0.5000;
    81    0.717            4201            4247            4208            4201          0.5000;
    82    0.726            4317            4364            4301            4296          0.5000;
    83    0.735            4435            4483            4395            4389          0.5000;
    84    0.744            4554            4602            4492            4483          0.5000;
    85    0.753            4675            4723            4591            4585          0.5000;
    86    0.761            4796            4845            4694            4692          0.5000;
    87    0.770            4918            4966            4801            4793          0.5000;
    88    0.779            5037            5084            4912            4902          0.5000;
    89    0.788            5155            5201            5027            5027          0.5000;
    90    0.797            5269            5314            5147            5141          0.5000;
    91    0.806            5381            5425            5272            5265          0.5000;
    92    0.815            5488            5529            5400            5399          0.5000;
    93    0.823            5589            5629            5532            5528          0.5000;
    94    0.832            5689            5729            5667            5662          0.5000;
    95    0.841            5790            5830            5804            5805          0.5000;
    96    0.850            5892            5933            5941            5938          0.5000;
    97    0.859            5995            6038            6078            6076          0.5000;
    98    0.868            6103            6149            6215            6215          0.5000;
    99    0.877            6219            6267            6349            6346          0.5000;
   100    0.885            6342            6392            6482            6482          0.5000;
   101    0.894            6470            6524            6614            6613          0.5000;
   102    0.903            6606            6663            6743            6740          0.5000;
   103    0.912            6750            6809            6870            6871          0.5000;
   104    0.921            6899            6961            6996            6993          0.5000;
   105    0.930            7056            7120            7121            7118          0.5000;
   106    0.939            7219            7285            7247            7247          0.5000;
   107    0.947            7385            7453            7374            7370          0.5000;
   108    0.956            7557            7625            7503            7500          0.5000;
   109    0.965            7727            7795            7636            7635          0.5000;
   110    0.974            7895            7961            7774            7769          0.5000;
   111    0.983            8059            8122            7916            7912          0.5000;
   112    0.992            8212            8271            8064            8062          0.5000;
   113    1.001            8355            8409            8218            8214          0.5000;
   114    1.009            8487            8537            8377            8373          0.5000;
   115    1.018            8608            8654            8541            8539          0.5000;
   116    1.027            8721            8765            8708            8704          0.5000;
   117    1.036            8832            8877            8877            8871          0.5000;
   118    1.045            8945            8990            9046            9046          0.5000;
   119    1.054            9060            9109            9215            9211          0.5000;
   120    1.063            9185            9238            9380            9377          0.5000;
   121    1.071            9322            9381            9543            9543          0.5000;
   122    1.080            9474            9539            9701            9697          0.5000;
   123    1.089            9642            9714            9857            9852          0.5000;
   124    1.098            9827            9907           10008           10007          0.5000;
   125    1.107           10030           10115           10158           10154          0.5000;
   126    1.116           10247           10336           10307           10303          0.5000;
   127    1.124           10473           10563           10457           10454          0.5000;
   128    1.133           10699           10789           10610           10607          0.5000;
   129    1.142           10920           11004           10768           10763          0.5000;
   130    1.151           11125           11203           10933           10929          0.5000;
   131    1.160           11311           11379           11104           11101          0.5000;
   132    1.169           11475           11535           11283           11279          0.5000;
   133    1.178           11618           11670           11469           11466          0.5000;
   134    1.186           11742           11788           11661           11657          0.5000;
   135    1.195           11853           11896           11856           11850          0.5000;
   136    1.204           11959           12003           12052           12047          0.5000;
   137    1.213           12069           12115           12247           12245          0.5000;
   138    1.222           12188           12240           12439           12433          0.5000;
   139    1.231           12325           12385           12625           12622          0.5000;
   140    1.240           12485           12556           12805           12802          0.5000;
   141    1.248           12670           12752           12980           12975          0.5000;
   142    1.257           12883           12975           13149           13144          0.5000;
   143    1.266           13119           13219           13313           13307          0.5000;
   144    1.275           13373           13478           13475           13470          0.5000;
   145    1.284           13636           13740           13637           13631          0.5000;
   146    1.293           13895           13995           13802           13797          0.5000;
   147    1.302           14141           14234           13972           13964          0.5000;
