 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000              15              15              34              33          0.5000;
     1    0.009              16              16              35              33          0.5000;
     2    0.018              20              20              35              33          0.5000;
     3    0.027              28              28              35              33          0.5000;
     4    0.035              40              40              35              33          0.5000;
     5    0.044              56              56              36              33          0.5000;
     6    0.053              75              75              37              34          0.5000;
     7    0.062              96              96              39              36          0.5000;
     8    0.071             119             119              41              37          0.5000;
     9    0.080             143             143              44              40          0.5000;
    10    0.089             169             169              47              44          0.5000;
    11    0.097             195             195              51              48          0.5000;
    12    0.106             220             220              56              52          0.5000;
    13    0.115             245             245              62              57          0.5000;
    14    0.124             268             268              67              63          0.5000;
    15    0.133             289             289              73              69          0.5000;
    16    0.142             308             308              79              75          0.5000;
    17    0.151             323             323              85              81          0.5000;
    18    0.159             336             336              90              86          0.5000;
    19    0.168             345             345              95              91          0.5000;
    20    0.177             351             351              98              94          0.5000;
    21    0.186             353             353             100              96          0.5000;
    22    0.195             351             351             102              98          0.5000;
    23    0.204             346             346             103              99          0.5000;
    24    0.213             338             338             103             100          0.5000;
    25    0.221             328             328             104             100          0.5000;
    26    0.230             317             317             103             100          0.5000;
    27    0.239             304             304             103             100          0.5000;
    28    0.248             291             291             102              99          0.5000;
    29    0.257             278             278             100              99          0.5000;
    30    0.266             265             265              99              97          0.5000;
    31    0.274             252             252              98              97          0.5000;
    32    0.283             241             241              98              96          0.5000;
    33    0.292             231             231              96              96          0.5000;
    34    0.301             222             222              94              94          0.5000;
    35    0.310             215             215              93              93          0.5000;
    36    0.319             211             211              91              91          0.5000;
    37    0.328             209             209              89              90          0.5000;
    38    0.336             207             207              88              89          0.5000;
    39    0.345             210             210              87              88          0.5000;
    40    0.354             213             213              86              88          0.5000;
    41    0.363             218             218              86              87          0.5000;
    42    0.372             223             223              88              89          0.5000;
    43    0.381             230             230              88              89          0.5000;
    44    0.390             237             237              90              89          0.5000;
