 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.0000;
     1    0.009               0               1               0               0          0.5000;
     2    0.018               5               5               0               0          0.5000;
     3    0.027              13              14               1               0          0.5000;
     4    0.035              25              26               3               1          0.5000;
     5    0.044              40              41               7               4          0.5000;
     6    0.053              58              59              15              11          0.5000;
     7    0.062              77              79              27              22          0.5000;
     8    0.071              99             101              43              39          0.5000;
     9    0.080             122             125              66              61          0.5000;
    10    0.089             148             150              94              88          0.5000;
    11    0.097             175             178             127             120          0.5000;
    12    0.106             205             208             164             158          0.5000;
    13    0.115             237             241             206             198          0.5000;
    14    0.124             272             275             249             242          0.5000;
    15    0.133             309             312             295             287          0.5000;
    16    0.142             347             351             340             332          0.5000;
    17    0.151             389             393             386             378          0.5000;
    18    0.159             431             436             430             423          0.5000;
    19    0.168             477             481             474             465          0.5000;
    20    0.177             523             527             517             509          0.5000;
    21    0.186             570             575             560             551          0.5000;
    22    0.195             619             624             603             592          0.5000;
    23    0.204             668             673             646             635          0.5000;
    24    0.213             719             724             690             680          0.5000;
    25    0.221             771             776             736             727          0.5000;
    26    0.230             823             829             784             773          0.5000;
    27    0.239             875             881             836             827          0.5000;
    28    0.248             927             933             890             880          0.5000;
    29    0.257             978             983             947             935          0.5000;
    30    0.266            1029            1034            1006             993          0.5000;
    31    0.274            1080            1085            1066            1053          0.5000;
    32    0.283            1131            1136            1126            1112          0.5000;
    33    0.292            1183            1188            1185            1174          0.5000;
    34    0.301            1235            1240            1243            1231          0.5000;
    35    0.310            1288            1294            1298            1284          0.5000;
    36    0.319            1343            1348            1351            1337          0.5000;
    37    0.328            1398            1403            1402            1387          0.5000;
    38    0.336            1453            1459            1451            1434          0.5000;
    39    0.345            1510            1516            1498            1484          0.5000;
    40    0.354            1569            1575            1546            1532          0.5000;
    41    0.363            1629            1635            1594            1579          0.5000;
    42    0.372            1690            1697            1645            1631          0.5000;
    43    0.381            1753            1759            1699            1685          0.5000;
    44    0.390            1816            1822            1757            1741          0.5000;
    45    0.398            1880            1887            1821            1804          0.5000;
    46    0.407            1946            1953            1889            1874          0.5000;
    47    0.416            2014            2021            1961            1945          0.5000;
    48    0.425            2085            2092            2038            2023          0.5000;
    49    0.434            2158            2165            2119            2103          0.5000;
    50    0.443            2233            2241            2202            2183          0.5000;
    51    0.452            2311            2319            2286            2269          0.5000;
    52    0.460            2391            2399            2372            2357          0.5000;
    53    0.469            2475            2483            2458            2444          0.5000;
    54    0.478            2561            2570            2545            2528          0.5000;
    55    0.487            2651            2660            2633            2613          0.5000;
    56    0.496            2742            2751            2720            2703          0.5000;
    57    0.505            2835            2844            2809            2791          0.5000;
    58    0.514            2929            2938            2898            2879          0.5000;
    59    0.522            3024            3033            2990            2970          0.5000;
    60    0.531            3120            3129            3083            3062          0.5000;
    61    0.540            3216            3225            3178            3159          0.5000;
    62    0.549            3312            3321            3276            3258          0.5000;
    63    0.558            3407            3417            3376            3355          0.5000;
    64    0.567            3503            3513            3477            3456          0.5000;
    65    0.576            3599            3608            3579            3563          0.5000;
    66    0.584            3693            3703            3682            3662          0.5000;
    67    0.593            3788            3797            3783            3763          0.5000;
    68    0.602            3882            3892            3884            3865          0.5000;
    69    0.611            3977            3987            3982            3965          0.5000;
    70    0.620            4073            4082            4078            4061          0.5000;
    71    0.629            4169            4178            4172            4153          0.5000;
    72    0.638            4266            4276            4264            4243          0.5000;
    73    0.646            4365            4375            4355            4337          0.5000;
    74    0.655            4465            4475            4444            4426          0.5000;
    75    0.664            4567            4578            4535            4513          0.5000;
    76    0.673            4671            4682            4627            4607          0.5000;
    77    0.682            4777            4788            4723            4704          0.5000;
    78    0.691            4885            4896            4822            4803          0.5000;
    79    0.699            4995            5006            4927            4908          0.5000;
    80    0.708            5105            5117            5038            5018          0.5000;
    81    0.717            5218            5229            5154            5137          0.5000;
    82    0.726            5332            5344            5276            5258          0.5000;
    83    0.735            5447            5459            5402            5384          0.5000;
    84    0.744            5563            5574            5531            5516          0.5000;
    85    0.753            5680            5691            5663            5648          0.5000;
    86    0.761            5798            5810            5796            5783          0.5000;
    87    0.770            5917            5929            5928            5912          0.5000;
    88    0.779            6037            6049            6058            6043          0.5000;
    89    0.788            6158            6171            6185            6175          0.5000;
    90    0.797            6281            6294            6309            6294          0.5000;
    91    0.806            6405            6418            6429            6418          0.5000;
    92    0.815            6530            6543            6547            6538          0.5000;
    93    0.823            6656            6669            6662            6648          0.5000;
    94    0.832            6783            6795            6776            6770          0.5000;
    95    0.841            6911            6923            6892            6884          0.5000;
    96    0.850            7040            7053            7009            6995          0.5000;
    97    0.859            7170            7183            7128            7120          0.5000;
    98    0.868            7302            7315            7253            7247          0.5000;
    99    0.877            7436            7449            7383            7371          0.5000;
   100    0.885            7572            7585            7518            7509          0.5000;
   101    0.894            7709            7723            7659            7655          0.5000;
   102    0.903            7849            7863            7806            7797          0.5000;
   103    0.912            7991            8005            7958            7950          0.5000;
   104    0.921            8135            8149            8114            8109          0.5000;
   105    0.930            8279            8294            8273            8267          0.5000;
   106    0.939            8426            8441            8433            8431          0.5000;
   107    0.947            8574            8589            8594            8588          0.5000;
   108    0.956            8722            8737            8753            8750          0.5000;
   109    0.965            8872            8887            8910            8907          0.5000;
   110    0.974            9023            9038            9063            9059          0.5000;
   111    0.983            9175            9190            9214            9214          0.5000;
   112    0.992            9327            9343            9361            9357          0.5000;
   113    1.001            9482            9497            9506            9504          0.5000;
   114    1.009            9637            9653            9649            9649          0.5000;
   115    1.018            9795            9811            9792            9787          0.5000;
   116    1.027            9955            9971            9936            9935          0.5000;
   117    1.036           10117           10133           10083           10081          0.5000;
   118    1.045           10281           10298           10235           10231          0.5000;
   119    1.054           10447           10464           10391           10391          0.5000;
   120    1.063           10615           10632           10555           10552          0.5000;
   121    1.071           10783           10800           10727           10725          0.5000;
   122    1.080           10953           10969           10905           10904          0.5000;
   123    1.089           11122           11139           11089           11086          0.5000;
   124    1.098           11291           11309           11278           11278          0.5000;
   125    1.107           11461           11479           11469           11468          0.5000;
   126    1.116           11632           11649           11660           11659          0.5000;
   127    1.124           11804           11821           11849           11849          0.5000;
   128    1.133           11977           11994           12034           12037          0.5000;
   129    1.142           12152           12170           12213           12211          0.5000;
   130    1.151           12329           12347           12387           12389          0.5000;
   131    1.160           12510           12528           12555           12558          0.5000;
   132    1.169           12694           12712           12720           12718          0.5000;
   133    1.178           12882           12901           12883           12883          0.5000;
   134    1.186           13073           13092           13046           13047          0.5000;
   135    1.195           13267           13286           13212           13211          0.5000;
   136    1.204           13461           13481           13385           13383          0.5000;
   137    1.213           13656           13675           13566           13566          0.5000;
   138    1.222           13849           13868           13756           13753          0.5000;
   139    1.231           14040           14059           13957           13955          0.5000;
   140    1.240           14229           14248           14167           14166          0.5000;
   141    1.248           14416           14435           14383           14379          0.5000;
   142    1.257           14602           14621           14602           14599          0.5000;
   143    1.266           14788           14807           14821           14822          0.5000;
   144    1.275           14976           14995           15036           15031          0.5000;
   145    1.284           15166           15185           15244           15245          0.5000;
   146    1.293           15360           15379           15444           15443          0.5000;
   147    1.302           15558           15578           15634           15630          0.5000;
