 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.0000;
     1    0.009               0               1               0               0          0.5000;
     2    0.018               4               6               0               0          0.5000;
     3    0.027              11              16               1               0          0.5000;
     4    0.035              23              29               3               1          0.5000;
     5    0.044              39              46               9               5          0.5000;
     6    0.053              58              66              17              12          0.5000;
     7    0.062              79              89              30              24          0.5000;
     8    0.071             103             113              49              43          0.5000;
     9    0.080             129             140              74              68          0.5000;
    10    0.089             157             169             106              98          0.5000;
    11    0.097             187             199             143             136          0.5000;
    12    0.106             219             231             185             177          0.5000;
    13    0.115             251             265             232             222          0.5000;
    14    0.124             286             300             281             272          0.5000;
    15    0.133             322             337             331             321          0.5000;
    16    0.142             360             376             380             371          0.5000;
    17    0.151             401             417             428             420          0.5000;
    18    0.159             443             460             474             464          0.5000;
    19    0.168             487             505             517             508          0.5000;
    20    0.177             533             552             558             548          0.5000;
    21    0.186             581             601             597             586          0.5000;
    22    0.195             631             652             635             625          0.5000;
    23    0.204             683             705             674             663          0.5000;
    24    0.213             736             758             715             703          0.5000;
    25    0.221             789             811             759             748          0.5000;
    26    0.230             842             863             807             797          0.5000;
    27    0.239             894             915             860             849          0.5000;
    28    0.248             946             967             917             908          0.5000;
    29    0.257             998            1019             979             969          0.5000;
    30    0.266            1050            1071            1043            1033          0.5000;
    31    0.274            1103            1124            1110            1100          0.5000;
    32    0.283            1157            1178            1176            1167          0.5000;
    33    0.292            1211            1234            1241            1233          0.5000;
    34    0.301            1267            1290            1305            1296          0.5000;
    35    0.310            1325            1348            1365            1356          0.5000;
    36    0.319            1384            1408            1423            1413          0.5000;
    37    0.328            1446            1472            1478            1468          0.5000;
    38    0.336            1511            1538            1531            1521          0.5000;
    39    0.345            1579            1607            1583            1573          0.5000;
    40    0.354            1649            1677            1637            1627          0.5000;
    41    0.363            1721            1750            1694            1684          0.5000;
    42    0.372            1794            1825            1755            1745          0.5000;
    43    0.381            1871            1902            1823            1813          0.5000;
    44    0.390            1949            1981            1898            1887          0.5000;
    45    0.398            2029            2062            1980            1968          0.5000;
    46    0.407            2111            2144            2070            2060          0.5000;
    47    0.416            2194            2228            2166            2155          0.5000;
    48    0.425            2279            2314            2267            2256          0.5000;
    49    0.434            2367            2403            2372            2364          0.5000;
    50    0.443            2457            2494            2479            2470          0.5000;
    51    0.452            2551            2589            2586            2574          0.5000;
    52    0.460            2647            2686            2692            2682          0.5000;
    53    0.469            2745            2785            2795            2787          0.5000;
    54    0.478            2846            2887            2895            2884          0.5000;
    55    0.487            2949            2990            2993            2984          0.5000;
    56    0.496            3054            3096            3088            3078          0.5000;
    57    0.505            3159            3202            3183            3172          0.5000;
    58    0.514            3266            3309            3278            3268          0.5000;
    59    0.522            3373            3416            3374            3362          0.5000;
    60    0.531            3480            3523            3472            3460          0.5000;
    61    0.540            3586            3628            3574            3563          0.5000;
    62    0.549            3691            3733            3680            3669          0.5000;
    63    0.558            3796            3838            3789            3777          0.5000;
    64    0.567            3901            3943            3902            3890          0.5000;
    65    0.576            4005            4047            4016            4006          0.5000;
    66    0.584            4110            4153            4132            4120          0.5000;
    67    0.593            4217            4260            4247            4234          0.5000;
    68    0.602            4325            4369            4361            4352          0.5000;
    69    0.611            4436            4481            4474            4463          0.5000;
    70    0.620            4550            4596            4586            4574          0.5000;
    71    0.629            4667            4714            4696            4685          0.5000;
    72    0.638            4787            4835            4806            4794          0.5000;
    73    0.646            4909            4959            4916            4904          0.5000;
    74    0.655            5035            5086            5028            5016          0.5000;
    75    0.664            5162            5214            5144            5132          0.5000;
    76    0.673            5291            5343            5264            5251          0.5000;
    77    0.682            5421            5473            5390            5378          0.5000;
    78    0.691            5551            5603            5522            5512          0.5000;
    79    0.699            5681            5732            5659            5646          0.5000;
    80    0.708            5810            5861            5801            5784          0.5000;
    81    0.717            5939            5990            5946            5937          0.5000;
    82    0.726            6068            6120            6092            6079          0.5000;
    83    0.735            6197            6249            6238            6220          0.5000;
    84    0.744            6327            6379            6382            6373          0.5000;
    85    0.753            6457            6510            6522            6508          0.5000;
    86    0.761            6589            6642            6658            6638          0.5000;
    87    0.770            6722            6776            6788            6775          0.5000;
    88    0.779            6858            6913            6913            6898          0.5000;
    89    0.788            6996            7052            7035            7015          0.5000;
    90    0.797            7138            7195            7155            7141          0.5000;
    91    0.806            7282            7340            7276            7259          0.5000;
    92    0.815            7429            7488            7400            7380          0.5000;
    93    0.823            7577            7637            7529            7514          0.5000;
    94    0.832            7727            7787            7666            7649          0.5000;
    95    0.841            7878            7939            7812            7791          0.5000;
    96    0.850            8029            8089            7967            7951          0.5000;
    97    0.859            8180            8240            8133            8112          0.5000;
    98    0.868            8330            8390            8305            8283          0.5000;
    99    0.877            8479            8539            8482            8466          0.5000;
   100    0.885            8628            8688            8662            8641          0.5000;
   101    0.894            8778            8838            8840            8824          0.5000;
   102    0.903            8928            8988            9014            8993          0.5000;
   103    0.912            9078            9139            9180            9165          0.5000;
   104    0.921            9231            9293            9339            9319          0.5000;
   105    0.930            9386            9448            9489            9469          0.5000;
   106    0.939            9543            9606            9631            9616          0.5000;
   107    0.947            9703            9768            9766            9744          0.5000;
   108    0.956            9866            9932            9898            9877          0.5000;
   109    0.965           10032           10099           10029           10016          0.5000;
   110    0.974           10200           10268           10164           10141          0.5000;
   111    0.983           10370           10439           10307           10285          0.5000;
   112    0.992           10541           10609           10459           10447          0.5000;
   113    1.001           10711           10779           10624           10604          0.5000;
   114    1.009           10880           10947           10801           10782          0.5000;
   115    1.018           11047           11113           10990           10975          0.5000;
   116    1.027           11212           11277           11189           11178          0.5000;
   117    1.036           11375           11441           11394           11371          0.5000;
   118    1.045           11539           11604           11601           11595          0.5000;
   119    1.054           11703           11769           11805           11791          0.5000;
   120    1.063           11868           11935           12003           11994          0.5000;
   121    1.071           12036           12104           12191           12181          0.5000;
   122    1.080           12207           12277           12367           12360          0.5000;
   123    1.089           12383           12454           12531           12521          0.5000;
   124    1.098           12563           12637           12685           12677          0.5000;
   125    1.107           12749           12824           12831           12826          0.5000;
   126    1.116           12938           13015           12974           12962          0.5000;
   127    1.124           13130           13208           13119           13110          0.5000;
   128    1.133           13324           13402           13271           13266          0.5000;
   129    1.142           13518           13595           13435           13425          0.5000;
   130    1.151           13711           13787           13614           13611          0.5000;
   131    1.160           13900           13975           13809           13800          0.5000;
   132    1.169           14086           14159           14018           14016          0.5000;
   133    1.178           14269           14341           14241           14234          0.5000;
   134    1.186           14449           14521           14472           14474          0.5000;
   135    1.195           14629           14701           14707           14700          0.5000;
   136    1.204           14809           14881           14939           14938          0.5000;
   137    1.213           14991           15066           15162           15163          0.5000;
   138    1.222           15179           15256           15374           15368          0.5000;
   139    1.231           15373           15452           15570           15573          0.5000;
   140    1.240           15573           15655           15753           15752          0.5000;
   141    1.248           15779           15863           15923           15920          0.5000;
   142    1.257           15990           16075           16085           16086          0.5000;
   143    1.266           16204           16290           16243           16240          0.5000;
   144    1.275           16420           16506           16405           16401          0.5000;
   145    1.284           16634           16720           16575           16572          0.5000;
   146    1.293           16847           16931           16757           16753          0.5000;
   147    1.302           17057           17139           16956           16954          0.5000;
