 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort

[    0    0.000               0               0               0               0          0.0000;
     1    0.009               1               1               0               0          0.5000;
     2    0.018               5               6               1               0          0.5000;
     3    0.027              14              16               1               1          0.5000;
     4    0.035              28              30               3               2          0.5000;
     5    0.044              46              48               8               5          0.5000;
     6    0.053              66              68              17              12          0.5000;
     7    0.062              89              92              30              24          0.5000;
     8    0.071             114             117              49              43          0.5000;
     9    0.080             141             144              74              68          0.5000;
    10    0.089             168             171             106              98          0.5000;
    11    0.097             196             198             143             136          0.5000;
    12    0.106             224             226             185             176          0.5000;
    13    0.115             253             256             229             221          0.5000;
    14    0.124             284             287             275             266          0.5000;
    15    0.133             317             320             321             309          0.5000;
    16    0.142             353             356             365             353          0.5000;
    17    0.151             392             396             406             394          0.5000;
    18    0.159             433             437             444             432          0.5000;
    19    0.168             476             480             480             467          0.5000;
    20    0.177             520             525             514             501          0.5000;
    21    0.186             566             571             547             535          0.5000;
    22    0.195             613             618             581             569          0.5000;
    23    0.204             660             664             617             605          0.5000;
    24    0.213             705             710             655             644          0.5000;
    25    0.221             751             756             698             687          0.5000;
    26    0.230             796             800             745             732          0.5000;
    27    0.239             841             845             796             784          0.5000;
    28    0.248             886             890             850             836          0.5000;
    29    0.257             931             935             906             892          0.5000;
    30    0.266             976             980             963             952          0.5000;
    31    0.274            1020            1024            1020            1009          0.5000;
    32    0.283            1064            1068            1076            1064          0.5000;
    33    0.292            1108            1112            1128            1117          0.5000;
    34    0.301            1153            1158            1177            1165          0.5000;
    35    0.310            1199            1204            1222            1208          0.5000;
    36    0.319            1246            1251            1263            1250          0.5000;
    37    0.328            1294            1299            1301            1287          0.5000;
    38    0.336            1342            1347            1336            1324          0.5000;
    39    0.345            1390            1396            1370            1359          0.5000;
    40    0.354            1439            1444            1405            1394          0.5000;
    41    0.363            1487            1492            1442            1432          0.5000;
    42    0.372            1534            1539            1483            1472          0.5000;
    43    0.381            1581            1586            1527            1516          0.5000;
    44    0.390            1628            1633            1576            1564          0.5000;
    45    0.398            1676            1680            1629            1616          0.5000;
    46    0.407            1724            1728            1685            1671          0.5000;
    47    0.416            1772            1777            1744            1730          0.5000;
    48    0.425            1822            1827            1804            1793          0.5000;
    49    0.434            1873            1878            1865            1854          0.5000;
    50    0.443            1926            1931            1925            1914          0.5000;
    51    0.452            1981            1986            1985            1971          0.5000;
    52    0.460            2038            2044            2042            2027          0.5000;
    53    0.469            2098            2105            2097            2085          0.5000;
    54    0.478            2162            2168            2152            2140          0.5000;
    55    0.487            2229            2236            2206            2196          0.5000;
    56    0.496            2298            2305            2262            2252          0.5000;
    57    0.505            2370            2377            2320            2308          0.5000;
    58    0.514            2443            2450            2383            2372          0.5000;
    59    0.522            2518            2525            2451            2438          0.5000;
    60    0.531            2594            2602            2525            2512          0.5000;
    61    0.540            2673            2681            2606            2598          0.5000;
    62    0.549            2753            2761            2693            2683          0.5000;
    63    0.558            2834            2842            2785            2773          0.5000;
    64    0.567            2915            2923            2881            2869          0.5000;
    65    0.576            2997            3005            2979            2971          0.5000;
    66    0.584            3081            3090            3079            3072          0.5000;
    67    0.593            3168            3176            3179            3171          0.5000;
    68    0.602            3256            3264            3277            3268          0.5000;
    69    0.611            3344            3353            3372            3366          0.5000;
    70    0.620            3434            3444            3464            3460          0.5000;
    71    0.629            3526            3536            3553            3546          0.5000;
    72    0.638            3620            3629            3638            3629          0.5000;
    73    0.646            3715            3724            3722            3716          0.5000;
    74    0.655            3809            3819            3804            3801          0.5000;
    75    0.664            3904            3913            3888            3881          0.5000;
    76    0.673            3998            4008            3973            3969          0.5000;
    77    0.682            4093            4102            4061            4055          0.5000;
    78    0.691            4187            4197            4152            4147          0.5000;
    79    0.699            4281            4291            4247            4247          0.5000;
    80    0.708            4376            4386            4347            4345          0.5000;
    81    0.717            4472            4481            4449            4442          0.5000;
    82    0.726            4569            4578            4554            4550          0.5000;
    83    0.735            4668            4678            4661            4663          0.5000;
    84    0.744            4769            4780            4769            4765          0.5000;
    85    0.753            4874            4885            4877            4873          0.5000;
    86    0.761            4983            4994            4986            4988          0.5000;
    87    0.770            5094            5105            5095            5094          0.5000;
    88    0.779            5208            5220            5204            5203          0.5000;
    89    0.788            5326            5338            5315            5316          0.5000;
    90    0.797            5446            5458            5428            5427          0.5000;
    91    0.806            5568            5581            5544            5545          0.5000;
    92    0.815            5691            5704            5664            5665          0.5000;
    93    0.823            5815            5828            5787            5790          0.5000;
    94    0.832            5940            5953            5915            5917          0.5000;
    95    0.841            6065            6077            6047            6051          0.5000;
    96    0.850            6189            6201            6182            6182          0.5000;
    97    0.859            6313            6326            6318            6321          0.5000;
    98    0.868            6438            6450            6456            6461          0.5000;
    99    0.877            6562            6575            6592            6595          0.5000;
   100    0.885            6687            6700            6727            6732          0.5000;
   101    0.894            6814            6826            6859            6865          0.5000;
   102    0.903            6941            6954            6987            6990          0.5000;
   103    0.912            7070            7084            7112            7117          0.5000;
   104    0.921            7202            7216            7234            7241          0.5000;
   105    0.930            7337            7350            7353            7355          0.5000;
   106    0.939            7474            7488            7473            7478          0.5000;
   107    0.947            7614            7629            7593            7600          0.5000;
   108    0.956            7757            7771            7717            7718          0.5000;
   109    0.965            7901            7916            7846            7853          0.5000;
   110    0.974            8047            8062            7983            7991          0.5000;
   111    0.983            8194            8208            8128            8129          0.5000;
   112    0.992            8341            8356            8281            8287          0.5000;
   113    1.001            8488            8503            8442            8449          0.5000;
   114    1.009            8636            8651            8609            8613          0.5000;
   115    1.018            8783            8798            8781            8785          0.5000;
   116    1.027            8932            8947            8954            8963          0.5000;
   117    1.036            9081            9096            9126            9131          0.5000;
   118    1.045            9232            9247            9295            9299          0.5000;
   119    1.054            9384            9400            9457            9470          0.5000;
   120    1.063            9539            9555            9614            9619          0.5000;
   121    1.071            9697            9713            9764            9771          0.5000;
   122    1.080            9857            9873            9909            9920          0.5000;
   123    1.089           10021           10037           10049           10052          0.5000;
   124    1.098           10188           10205           10187           10195          0.5000;
   125    1.107           10359           10376           10326           10336          0.5000;
   126    1.116           10532           10549           10471           10474          0.5000;
   127    1.124           10706           10724           10623           10629          0.5000;
   128    1.133           10881           10899           10785           10792          0.5000;
   129    1.142           11056           11073           10957           10959          0.5000;
   130    1.151           11229           11246           11140           11145          0.5000;
   131    1.160           11400           11417           11334           11341          0.5000;
   132    1.169           11570           11587           11535           11537          0.5000;
   133    1.178           11740           11756           11740           11742          0.5000;
   134    1.186           11908           11925           11946           11954          0.5000;
   135    1.195           12078           12095           12147           12150          0.5000;
   136    1.204           12250           12267           12342           12347          0.5000;
   137    1.213           12424           12442           12527           12534          0.5000;
   138    1.222           12603           12621           12701           12708          0.5000;
   139    1.231           12786           12804           12865           12867          0.5000;
   140    1.240           12973           12992           13021           13029          0.5000;
   141    1.248           13164           13184           13172           13176          0.5000;
   142    1.257           13358           13378           13322           13321          0.5000;
   143    1.266           13554           13574           13476           13482          0.5000;
   144    1.275           13751           13770           13638           13640          0.5000;
   145    1.284           13946           13965           13812           13811          0.5000;
   146    1.293           14138           14157           13999           14002          0.5000;
   147    1.302           14326           14345           14200           14204          0.5000;
