 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort
  5049   44.705           -2485           -2479         -0.0653;
  5050   44.714           -2481           -2479         -0.4560;
  5051   44.722           -2480           -2479         -0.3938;
  5052   44.731           -2483           -2479          0.0482;
  5053   44.740           -2487           -2479          0.4481;
  5054   44.749           -2489           -2479          0.4035;
  5055   44.758           -2485           -2479         -0.0330;
  5056   44.767           -2481           -2479         -0.4408;
  5057   44.776           -2480           -2479         -0.4133;
  5058   44.784           -2483           -2479          0.0171;
  5059   44.793           -2487           -2479          0.4322;
  5060   44.802           -2489           -2479          0.4212;
  5061   44.811           -2485           -2479         -0.0037;
  5062   44.820           -2482           -2479         -0.4255;
  5063   44.829           -2480           -2479         -0.4298;
  5064   44.838           -2483           -2479         -0.0104;
  5065   44.846           -2486           -2479          0.4176;
  5066   44.855           -2489           -2479          0.4359;
  5067   44.864           -2486           -2479          0.0220;
  5068   44.873           -2482           -2479         -0.4109;
  5069   44.882           -2480           -2479         -0.4420;
  5070   44.891           -2482           -2479         -0.0342;
  5071   44.899           -2486           -2479          0.4035;
  5072   44.908           -2489           -2479          0.4475;
  5073   44.917           -2486           -2479          0.0446;
  5074   44.926           -2482           -2479         -0.3974;
  5075   44.935           -2480           -2479         -0.4524;
  5076   44.944           -2482           -2479         -0.0549;
  5077   44.953           -2486           -2479          0.3907;
  5078   44.961           -2489           -2479          0.4560;
  5079   44.970           -2486           -2479          0.0635;
  5080   44.979           -2482           -2479         -0.3858;
  5081   44.988           -2480           -2479         -0.4603;
  5082   44.997           -2482           -2479         -0.0720;
  5083   45.006           -2486           -2479          0.3797;
  5084   45.015           -2489           -2479          0.4628;
  5085   45.023           -2486           -2479          0.0781;
  5086   45.032           -2482           -2479         -0.3761;
  5087   45.041           -2480           -2479         -0.4658;
  5088   45.050           -2482           -2479         -0.0849;
  5089   45.059           -2486           -2479          0.3712;
  5090   45.068           -2489           -2479          0.4676;
  5091   45.077           -2486           -2479          0.0897;
  5092   45.085           -2482           -2479         -0.3681;
  5093   45.094           -2480           -2479         -0.4701;
  5094   45.103           -2482           -2479         -0.0946;
  5095   45.112           -2486           -2479          0.3645;
  5096   45.121           -2489           -2479          0.4713;
  5097   45.130           -2486           -2479          0.0983;
  5098   45.139           -2482           -2479         -0.3626;
  5099   45.147           -2480           -2479         -0.4725;
  5100   45.156           -2482           -2479         -0.1013;
  5101   45.165           -2486           -2479          0.3602;
  5102   45.174           -2489           -2479          0.4731;
  5103   45.183           -2486           -2479          0.1026;
  5104   45.192           -2482           -2479         -0.3596;
  5105   45.201           -2480           -2479         -0.4737;
  5106   45.209           -2482           -2479         -0.1044;
  5107   45.218           -2486           -2479          0.3584;
  5108   45.227           -2489           -2479          0.4737;
  5109   45.236           -2486           -2479          0.1038;
  5110   45.245           -2482           -2479         -0.3590;
  5111   45.254           -2480           -2479         -0.4737;
  5112   45.263           -2482           -2479         -0.1038;
  5113   45.271           -2486           -2479          0.3590;
  5114   45.280           -2489           -2479          0.4731;
  5115   45.289           -2486           -2479          0.1013;
  5116   45.298           -2482           -2479         -0.3614;
  5117   45.307           -2480           -2479         -0.4725;
  5118   45.316           -2482           -2479         -0.0995;
  5119   45.324           -2486           -2479          0.3626;
  5120   45.333           -2489           -2479          0.4713;
  5121   45.342           -2486           -2479          0.0958;
  5122   45.351           -2482           -2479         -0.3657;
  5123   45.360           -2480           -2479         -0.4701;
  5124   45.369           -2482           -2479         -0.0922;
  5125   45.378           -2486           -2479          0.3687;
  5126   45.386           -2489           -2479          0.4676;
  5127   45.395           -2486           -2479          0.0861;
  5128   45.404           -2482           -2479         -0.3730;
  5129   45.413           -2480           -2479         -0.4658;
  5130   45.422           -2482           -2479         -0.0806;
  5131   45.431           -2486           -2479          0.3767;
  5132   45.440           -2489           -2479          0.4628;
  5133   45.448           -2486           -2479          0.0733;
  5134   45.457           -2482           -2479         -0.3822;
  5135   45.466           -2480           -2479         -0.4603;
  5136   45.475           -2482           -2479         -0.0665;
  5137   45.484           -2486           -2479          0.3871;
  5138   45.493           -2489           -2479          0.4560;
  5139   45.502           -2486           -2479          0.0574;
  5140   45.510           -2482           -2479         -0.3938;
  5141   45.519           -2480           -2479         -0.4524;
  5142   45.528           -2482           -2479         -0.0482;
  5143   45.537           -2486           -2479          0.3993;
  5144   45.546           -2489           -2479          0.4469;
  5145   45.555           -2486           -2479          0.0372;
  5146   45.564           -2482           -2479         -0.4066;
  5147   45.572           -2480           -2479         -0.4426;
  5148   45.581           -2482           -2479         -0.0269;
  5149   45.590           -2486           -2479          0.4127;
  5150   45.599           -2489           -2479          0.4353;
  5151   45.608           -2485           -2479          0.0134;
  5152   45.617           -2482           -2479         -0.4206;
  5153   45.626           -2480           -2479         -0.4292;
  5154   45.634           -2483           -2479         -0.0012;
  5155   45.643           -2486           -2479          0.4280;
  5156   45.652           -2489           -2479          0.4212;
  5157   45.661           -2485           -2479         -0.0128;
  5158   45.670           -2482           -2479         -0.4359;
  5159   45.679           -2480           -2479         -0.4133;
  5160   45.688           -2483           -2479          0.0275;
  5161   45.696           -2487           -2479          0.4426;
  5162   45.705           -2489           -2479          0.4035;
  5163   45.714           -2485           -2479         -0.0433;
  5164   45.723           -2481           -2479         -0.4512;
  5165   45.732           -2480           -2479         -0.3938;
  5166   45.741           -2483           -2479          0.0598;
  5167   45.749           -2487           -2479          0.4585;
  5168   45.758           -2489           -2479          0.3816;
  5169   45.767           -2485           -2479         -0.0775;
  5170   45.776           -2481           -2479         -0.4658;
  5171   45.785           -2481           -2479         -0.3700;
  5172   45.794           -2484           -2479          0.0946;
  5173   45.803           -2487           -2479          0.4725;
  5174   45.811           -2487           -2479          0.3559;
  5175   45.820           -2484           -2479         -0.1148;
  5176   45.829           -2481           -2479         -0.4799;
  5177   45.838           -2481           -2479         -0.3413;
  5178   45.847           -2484           -2479          0.1337;
  5179   45.856           -2487           -2479          0.4853;
  5180   45.865           -2487           -2479          0.3248;
  5181   45.873           -2484           -2479         -0.1545;
  5182   45.882           -2481           -2479         -0.4908;
  5183   45.891           -2481           -2479         -0.3083;
  5184   45.900           -2484           -2479          0.1746;
  5185   45.909           -2487           -2479          0.4945;
  5186   45.918           -2487           -2479          0.2894;
  5187   45.927           -2484           -2479         -0.1966;
  5188   45.935           -2481           -2479         -0.4982;
  5189   45.944           -2481           -2479         -0.2705;
  5190   45.953           -2485           -2479          0.2173;
  5191   45.962           -2488           -2479          0.4994;
  5192   45.971           -2487           -2479          0.2485;
  5193   45.980           -2484           -2479         -0.2405;
  5194   45.989           -2481           -2479         -0.5006;
  5195   45.997           -2481           -2479         -0.2271;
  5196   46.006           -2485           -2479          0.2619;
  5197   46.015           -2488           -2479          0.4988;
  5198   46.024           -2486           -2479          0.2027;
  5199   46.033           -2483           -2479         -0.2845;
  5200   46.042           -2481           -2479         -0.4957;
  5201   46.051           -2482           -2479         -0.1783;
  5202   46.059           -2485           -2479          0.3065;
  5203   46.068           -2488           -2479          0.4902;
  5204   46.077           -2486           -2479          0.1514;
  5205   46.086           -2483           -2479         -0.3297;
  5206   46.095           -2480           -2479         -0.4835;
  5207   46.104           -2482           -2479         -0.1239;
  5208   46.113           -2486           -2479          0.3510;
  5209   46.121           -2488           -2479          0.4737;
  5210   46.130           -2486           -2479          0.0946;
  5211   46.139           -2482           -2479         -0.3724;
  5212   46.148           -2480           -2479         -0.4628;
  5213   46.157           -2482           -2479         -0.0653;
  5214   46.166           -2486           -2479          0.3926;
  5215   46.174           -2488           -2479          0.4487;
  5216   46.183           -2486           -2479          0.0336;
  5217   46.192           -2482           -2479         -0.4127;
  5218   46.201           -2480           -2479         -0.4335;
  5219   46.210           -2483           -2479         -0.0024;
  5220   46.219           -2486           -2479          0.4304;
  5221   46.228           -2489           -2479          0.4139;
  5222   46.236           -2485           -2479         -0.0317;
  5223   46.245           -2482           -2479         -0.4481;
  5224   46.254           -2481           -2479         -0.3938;
  5225   46.263           -2483           -2479          0.0647;
  5226   46.272           -2487           -2479          0.4628;
  5227   46.281           -2487           -2479          0.3700;
  5228   46.290           -2485           -2479         -0.0995;
  5229   46.298           -2481           -2479         -0.4762;
  5230   46.307           -2481           -2479         -0.3449;
  5231   46.316           -2484           -2479          0.1337;
  5232   46.325           -2487           -2479          0.4866;
  5233   46.334           -2487           -2479          0.3168;
  5234   46.343           -2484           -2479         -0.1691;
  5235   46.352           -2481           -2479         -0.4945;
  5236   46.360           -2481           -2479         -0.2869;
  5237   46.369           -2484           -2479          0.2039;
  5238   46.378           -2487           -2479          0.4988;
  5239   46.387           -2487           -2479          0.2540;
  5240   46.396           -2484           -2479         -0.2393;
  5241   46.405           -2481           -2479         -0.5000;
  5242   46.414           -2481           -2479         -0.2198;
  5243   46.422           -2485           -2479          0.2729;
  5244   46.431           -2488           -2479          0.4963;
  5245   46.440           -2486           -2479          0.1825;
  5246   46.449           -2483           -2479         -0.3065;
  5247   46.458           -2481           -2479         -0.4902;
  5248   46.467           -2482           -2479         -0.1441;
  5249   46.476           -2486           -2479          0.3382;
  5250   46.484           -2488           -2479          0.4780;
  5251   46.493           -2486           -2479          0.1032;
  5252   46.502           -2482           -2479         -0.3694;
  5253   46.511           -2480           -2479         -0.4634;
  5254   46.520           -2482           -2479         -0.0617;
  5255   46.529           -2486           -2479          0.3974;
  5256   46.538           -2488           -2479          0.4432;
  5257   46.546           -2485           -2479          0.0183;
  5258   46.555           -2482           -2479         -0.4243;
  5259   46.564           -2481           -2479         -0.4200;
  5260   46.573           -2483           -2479          0.0256;
  5261   46.582           -2487           -2479          0.4469;
  5262   46.591           -2487           -2479          0.3919;
  5263   46.599           -2485           -2479         -0.0708;
  5264   46.608           -2481           -2479         -0.4670;
  5265   46.617           -2481           -2479         -0.3614;
  5266   46.626           -2484           -2479          0.1154;
  5267   46.635           -2487           -2479          0.4823;
  5268   46.644           -2487           -2479          0.3260;
  5269   46.653           -2484           -2479         -0.1612;
  5270   46.661           -2481           -2479         -0.4939;
  5271   46.670           -2481           -2479         -0.2882;
  5272   46.679           -2484           -2479          0.2051;
  5273   46.688           -2487           -2479          0.4988;
  5274   46.697           -2487           -2479          0.2466;
  5275   46.706           -2484           -2479         -0.2497;
  5276   46.715           -2481           -2479         -0.4994;
  5277   46.723           -2482           -2479         -0.2027;
  5278   46.732           -2485           -2479          0.2912;
  5279   46.741           -2488           -2479          0.4927;
  5280   46.750           -2486           -2479          0.1551;
  5281   46.759           -2483           -2479         -0.3321;
  5282   46.768           -2481           -2479         -0.4805;
  5283   46.777           -2482           -2479         -0.1062;
  5284   46.785           -2486           -2479          0.3694;
  5285   46.794           -2488           -2479          0.4609;
  5286   46.803           -2486           -2479          0.0543;
  5287   46.812           -2482           -2479         -0.4042;
  5288   46.821           -2481           -2479         -0.4371;
  5289   46.830           -2483           -2479         -0.0024;
  5290   46.839           -2486           -2479          0.4341;
  5291   46.847           -2487           -2479          0.4060;
  5292   46.856           -2485           -2479         -0.0519;
  5293   46.865           -2482           -2479         -0.4603;
  5294   46.874           -2481           -2479         -0.3712;
  5295   46.883           -2484           -2479          0.1050;
  5296   46.892           -2487           -2479          0.4799;
  5297   46.901           -2487           -2479          0.3297;
  5298   46.909           -2484           -2479         -0.1593;
  5299   46.918           -2481           -2479         -0.4939;
  5300   46.927           -2481           -2479         -0.2857;
  5301   46.936           -2485           -2479          0.2112;
  5302   46.945           -2487           -2479          0.4994;
  5303   46.954           -2487           -2479          0.2357;
  5304   46.963           -2483           -2479         -0.2625;
  5305   46.971           -2481           -2479         -0.4982;
  5306   46.980           -2482           -2479         -0.1832;
  5307   46.989           -2485           -2479          0.3107;
  5308   46.998           -2488           -2479          0.4866;
  5309   47.007           -2486           -2479          0.1270;
  5310   47.016           -2482           -2479         -0.3565;
  5311   47.024           -2481           -2479         -0.4683;
  5312   47.033           -2482           -2479         -0.0690;
  5313   47.042           -2486           -2479          0.3968;
  5314   47.051           -2487           -2479          0.4408;
  5315   47.060           -2485           -2479          0.0079;
  5316   47.069           -2482           -2479         -0.4328;
  5317   47.078           -2481           -2479         -0.4078;
  5318   47.086           -2483           -2479          0.0519;
  5319   47.095           -2487           -2479          0.4615;
  5320   47.104           -2487           -2479          0.3663;
  5321   47.113           -2484           -2479         -0.1142;
  5322   47.122           -2481           -2479         -0.4841;
  5323   47.131           -2481           -2479         -0.3199;
  5324   47.140           -2484           -2479          0.1740;
  5325   47.148           -2487           -2479          0.4963;
  5326   47.157           -2487           -2479          0.2668;
  5327   47.166           -2484           -2479         -0.2332;
  5328   47.175           -2481           -2479         -0.5000;
  5329   47.184           -2482           -2479         -0.2100;
  5330   47.193           -2485           -2479          0.2888;
  5331   47.202           -2488           -2479          0.4921;
  5332   47.210           -2486           -2479          0.1477;
  5333   47.219           -2483           -2479         -0.3419;
  5334   47.228           -2481           -2479         -0.4750;
  5335   47.237           -2482           -2479         -0.0842;
  5336   47.246           -2486           -2479          0.3877;
  5337   47.255           -2488           -2479          0.4463;
  5338   47.264           -2485           -2479          0.0171;
  5339   47.272           -2482           -2479         -0.4292;
  5340   47.281           -2481           -2479         -0.4103;
  5341   47.290           -2483           -2479          0.0507;
  5342   47.299           -2487           -2479          0.4615;
  5343   47.308           -2487           -2479          0.3645;
  5344   47.317           -2484           -2479         -0.1190;
  5345   47.326           -2481           -2479         -0.4860;
  5346   47.334           -2481           -2479         -0.3120;
  5347   47.343           -2484           -2479          0.1850;
  5348   47.352           -2487           -2479          0.4982;
  5349   47.361           -2486           -2479          0.2527;
  5350   47.370           -2483           -2479         -0.2497;
  5351   47.379           -2481           -2479         -0.4988;
  5352   47.388           -2482           -2479         -0.1886;
  5353   47.396           -2485           -2479          0.3095;
  5354   47.405           -2488           -2479          0.4860;
  5355   47.414           -2486           -2479          0.1190;
  5356   47.423           -2482           -2479         -0.3651;
  5357   47.432           -2481           -2479         -0.4615;
  5358   47.441           -2482           -2479         -0.0476;
  5359   47.449           -2486           -2479          0.4127;
  5360   47.458           -2488           -2479          0.4249;
  5361   47.467           -2485           -2479         -0.0263;
  5362   47.476           -2482           -2479         -0.4524;
  5363   47.485           -2481           -2479         -0.3791;
  5364   47.494           -2484           -2479          0.1001;
  5365   47.503           -2487           -2479          0.4805;
  5366   47.511           -2488           -2479          0.3236;
  5367   47.520           -2484           -2479         -0.1734;
  5368   47.529           -2481           -2479         -0.4976;
  5369   47.538           -2481           -2479         -0.2607;
  5370   47.547           -2485           -2479          0.2430;
  5371   47.556           -2487           -2479          0.4988;
  5372   47.565           -2486           -2479          0.1911;
  5373   47.573           -2483           -2479         -0.3089;
  5374   47.582           -2481           -2479         -0.4860;
  5375   47.591           -2482           -2479         -0.1172;
  5376   47.600           -2486           -2479          0.3681;
  5377   47.609           -2488           -2479          0.4579;
  5378   47.618           -2485           -2479          0.0385;
  5379   47.627           -2482           -2479         -0.4194;
  5380   47.635           -2481           -2479         -0.4182;
  5381   47.644           -2483           -2479          0.0403;
  5382   47.653           -2486           -2479          0.4591;
  5383   47.662           -2488           -2479          0.3657;
  5384   47.671           -2484           -2479         -0.1209;
  5385   47.680           -2481           -2479         -0.4872;
  5386   47.689           -2481           -2479         -0.3046;
  5387   47.697           -2484           -2479          0.1978;
  5388   47.706           -2487           -2479          0.4994;
  5389   47.715           -2486           -2479          0.2338;
  5390   47.724           -2483           -2479         -0.2717;
  5391   47.733           -2481           -2479         -0.4951;
  5392   47.742           -2482           -2479         -0.1575;
  5393   47.751           -2485           -2479          0.3388;
  5394   47.759           -2488           -2479          0.4731;
  5395   47.768           -2486           -2479          0.0751;
  5396   47.777           -2482           -2479         -0.3980;
  5397   47.786           -2481           -2479         -0.4371;
  5398   47.795           -2483           -2479          0.0085;
  5399   47.804           -2486           -2479          0.4451;
  5400   47.813           -2488           -2479          0.3858;
  5401   47.821           -2485           -2479         -0.0940;
  5402   47.830           -2481           -2479         -0.4799;
  5403   47.839           -2481           -2479         -0.3236;
  5404   47.848           -2484           -2479          0.1770;
  5405   47.857           -2487           -2479          0.4976;
  5406   47.866           -2488           -2479          0.2503;
  5407   47.874           -2484           -2479         -0.2570;
  5408   47.883           -2481           -2479         -0.4976;
  5409   47.892           -2482           -2479         -0.1703;
  5410   47.901           -2485           -2479          0.3291;
  5411   47.910           -2488           -2479          0.4768;
  5412   47.919           -2486           -2479          0.0836;
  5413   47.928           -2482           -2479         -0.3932;
  5414   47.936           -2481           -2479         -0.4396;
  5415   47.945           -2483           -2479          0.0049;
  5416   47.954           -2486           -2479          0.4444;
  5417   47.963           -2488           -2479          0.3858;
  5418   47.972           -2485           -2479         -0.0958;
  5419   47.981           -2481           -2479         -0.4811;
  5420   47.990           -2481           -2479         -0.3199;
  5421   47.998           -2484           -2479          0.1832;
  5422   48.007           -2487           -2479          0.4988;
  5423   48.016           -2486           -2479          0.2418;
  5424   48.025           -2483           -2479         -0.2668;
  5425   48.034           -2481           -2479         -0.4957;
  5426   48.043           -2482           -2479         -0.1563;
  5427   48.052           -2485           -2479          0.3419;
  5428   48.060           -2488           -2479          0.4701;
  5429   48.069           -2486           -2479          0.0641;
  5430   48.078           -2482           -2479         -0.4072;
  5431   48.087           -2481           -2479         -0.4274;
  5432   48.096           -2483           -2479          0.0293;
  5433   48.105           -2486           -2479          0.4567;
  5434   48.114           -2488           -2479          0.3669;
  5435   48.122           -2484           -2479         -0.1245;
  5436   48.131           -2481           -2479         -0.4890;
  5437   48.140           -2481           -2479         -0.2930;
  5438   48.149           -2485           -2479          0.2149;
  5439   48.158           -2487           -2479          0.5000;
  5440   48.167           -2486           -2479          0.2076;
  5441   48.176           -2483           -2479         -0.3004;
  5442   48.184           -2481           -2479         -0.4872;
  5443   48.193           -2482           -2479         -0.1148;
  5444   48.202           -2486           -2479          0.3736;
  5445   48.211           -2488           -2479          0.4512;
  5446   48.220           -2485           -2479          0.0165;
  5447   48.229           -2482           -2479         -0.4353;
  5448   48.238           -2481           -2479         -0.3968;
  5449   48.246           -2483           -2479          0.0824;
  5450   48.255           -2487           -2479          0.4774;
  5451   48.264           -2488           -2479          0.3248;
  5452   48.273           -2484           -2479         -0.1801;
  5453   48.282           -2481           -2479         -0.4988;
  5454   48.291           -2482           -2479         -0.2405;
  5455   48.299           -2485           -2479          0.2705;
  5456   48.308           -2487           -2479          0.4939;
  5457   48.317           -2486           -2479          0.1453;
  5458   48.326           -2483           -2479         -0.3529;
  5459   48.335           -2481           -2479         -0.4646;
  5460   48.344           -2483           -2479         -0.0446;
  5461   48.353           -2486           -2479          0.4200;
  5462   48.361           -2488           -2479          0.4115;
  5463   48.370           -2485           -2479         -0.0592;
  5464   48.379           -2482           -2479         -0.4701;
  5465   48.388           -2481           -2479         -0.3413;
  5466   48.397           -2484           -2479          0.1612;
  5467   48.406           -2487           -2479          0.4963;
  5468   48.415           -2486           -2479          0.2546;
  5469   48.423           -2484           -2479         -0.2582;
  5470   48.432           -2481           -2479         -0.4963;
  5471   48.441           -2482           -2479         -0.1581;
  5472   48.450           -2485           -2479          0.3437;
  5473   48.459           -2488           -2479          0.4676;
  5474   48.468           -2485           -2479          0.0525;
  5475   48.477           -2482           -2479         -0.4170;
  5476   48.485           -2481           -2479         -0.4158;
  5477   48.494           -2483           -2479          0.0543;
  5478   48.503           -2487           -2479          0.4683;
  5479   48.512           -2488           -2479          0.3419;
  5480   48.521           -2484           -2479         -0.1612;
  5481   48.530           -2481           -2479         -0.4969;
  5482   48.539           -2482           -2479         -0.2527;
  5483   48.547           -2485           -2479          0.2607;
  5484   48.556           -2487           -2479          0.4951;
  5485   48.565           -2486           -2479          0.1508;
  5486   48.574           -2483           -2479         -0.3504;
  5487   48.583           -2481           -2479         -0.4646;
  5488   48.592           -2483           -2479         -0.0427;
  5489   48.601           -2486           -2479          0.4231;
  5490   48.609           -2488           -2479          0.4066;
  5491   48.618           -2485           -2479         -0.0702;
  5492   48.627           -2482           -2479         -0.4750;
  5493   48.636           -2481           -2479         -0.3291;
  5494   48.645           -2484           -2479          0.1789;
  5495   48.654           -2487           -2479          0.4988;
  5496   48.663           -2486           -2479          0.2332;
  5497   48.671           -2483           -2479         -0.2814;
  5498   48.680           -2481           -2479         -0.4915;
  5499   48.689           -2482           -2479         -0.1264;
  5500   48.698           -2485           -2479          0.3694;
  5501   48.707           -2488           -2479          0.4518;
  5502   48.716           -2485           -2479          0.0122;
  5503   48.724           -2482           -2479         -0.4402;
  5504   48.733           -2481           -2479         -0.3864;
  5505   48.742           -2484           -2479          0.1026;
  5506   48.751           -2487           -2479          0.4853;
  5507   48.760           -2488           -2479          0.2991;
  5508   48.769           -2484           -2479         -0.2149;
  5509   48.778           -2481           -2479         -0.5006;
  5510   48.786           -2482           -2479         -0.1966;
  5511   48.795           -2485           -2479          0.3156;
  5512   48.804           -2487           -2479          0.4792;
  5513   48.813           -2486           -2479          0.0818;
  5514   48.822           -2482           -2479         -0.4011;
  5515   48.831           -2481           -2479         -0.4280;
  5516   48.840           -2483           -2479          0.0366;
  5517   48.848           -2486           -2479          0.4628;
  5518   48.857           -2488           -2479          0.3492;
  5519   48.866           -2484           -2479         -0.1551;
  5520   48.875           -2481           -2479         -0.4969;
  5521   48.884           -2482           -2479         -0.2521;
  5522   48.893           -2485           -2479          0.2650;
  5523   48.902           -2487           -2479          0.4939;
  5524   48.910           -2486           -2479          0.1386;
  5525   48.919           -2483           -2479         -0.3626;
  5526   48.928           -2481           -2479         -0.4560;
  5527   48.937           -2483           -2479         -0.0183;
  5528   48.946           -2486           -2479          0.4377;
  5529   48.955           -2488           -2479          0.3864;
  5530   48.964           -2485           -2479         -0.1050;
  5531   48.972           -2481           -2479         -0.4866;
  5532   48.981           -2481           -2479         -0.2943;
  5533   48.990           -2485           -2479          0.2216;
  5534   48.999           -2487           -2479          0.4994;
  5535   49.008           -2486           -2479          0.1832;
  5536   49.017           -2483           -2479         -0.3284;
  5537   49.026           -2481           -2479         -0.4737;
  5538   49.034           -2482           -2479         -0.0617;
  5539   49.043           -2486           -2479          0.4145;
  5540   49.052           -2488           -2479          0.4127;
  5541   49.061           -2485           -2479         -0.0653;
  5542   49.070           -2482           -2479         -0.4750;
  5543   49.079           -2481           -2479         -0.3248;
  5544   49.088           -2484           -2479          0.1880;
  5545   49.096           -2487           -2479          0.4994;
  5546   49.105           -2486           -2479          0.2155;
  5547   49.114           -2483           -2479         -0.3016;
  5548   49.123           -2481           -2479         -0.4841;
  5549   49.132           -2482           -2479         -0.0928;
  5550   49.141           -2486           -2479          0.3956;
  5551   49.149           -2488           -2479          0.4292;
  5552   49.158           -2485           -2479         -0.0372;
  5553   49.167           -2482           -2479         -0.4652;
  5554   49.176           -2481           -2479         -0.3449;
  5555   49.185           -2484           -2479          0.1648;
  5556   49.194           -2487           -2479          0.4982;
  5557   49.203           -2486           -2479          0.2357;
  5558   49.211           -2483           -2479         -0.2839;
  5559   49.220           -2481           -2479         -0.4896;
  5560   49.229           -2482           -2479         -0.1123;
  5561   49.238           -2486           -2479          0.3840;
  5562   49.247           -2488           -2479          0.4383;
  5563   49.256           -2485           -2479         -0.0208;
  5564   49.265           -2482           -2479         -0.4585;
  5565   49.273           -2481           -2479         -0.3553;
  5566   49.282           -2484           -2479          0.1520;
  5567   49.291           -2487           -2479          0.4963;
  5568   49.300           -2486           -2479          0.2454;
  5569   49.309           -2483           -2479         -0.2753;
  5570   49.318           -2481           -2479         -0.4915;
  5571   49.327           -2482           -2479         -0.1197;
  5572   49.335           -2486           -2479          0.3791;
  5573   49.344           -2488           -2479          0.4414;
  5574   49.353           -2485           -2479         -0.0165;
  5575   49.362           -2482           -2479         -0.4573;
  5576   49.371           -2481           -2479         -0.3571;
  5577   49.380           -2484           -2479          0.1508;
  5578   49.389           -2487           -2479          0.4963;
  5579   49.397           -2486           -2479          0.2448;
  5580   49.406           -2483           -2479         -0.2766;
  5581   49.415           -2481           -2479         -0.4908;
  5582   49.424           -2482           -2479         -0.1160;
  5583   49.433           -2486           -2479          0.3828;
  5584   49.442           -2488           -2479          0.4383;
  5585   49.451           -2485           -2479         -0.0238;
  5586   49.459           -2482           -2479         -0.4603;
  5587   49.468           -2481           -2479         -0.3504;
  5588   49.477           -2484           -2479          0.1606;
  5589   49.486           -2487           -2479          0.4976;
  5590   49.495           -2486           -2479          0.2338;
  5591   49.504           -2483           -2479         -0.2882;
  5592   49.513           -2481           -2479         -0.4872;
  5593   49.521           -2482           -2479         -0.1001;
  5594   49.530           -2486           -2479          0.3938;
  5595   49.539           -2488           -2479          0.4286;
  5596   49.548           -2485           -2479         -0.0427;
  5597   49.557           -2482           -2479         -0.4689;
  5598   49.566           -2481           -2479         -0.3346;
  5599   49.574           -2484           -2479          0.1819;
  5600   49.583           -2487           -2479          0.4994;
  5601   49.592           -2486           -2479          0.2112;
  5602   49.601           -2483           -2479         -0.3095;
  5603   49.610           -2481           -2479         -0.4792;
  5604   49.619           -2482           -2479         -0.0726;
  5605   49.628           -2486           -2479          0.4121;
  5606   49.636           -2488           -2479          0.4115;
  5607   49.645           -2485           -2479         -0.0733;
  5608   49.654           -2482           -2479         -0.4799;
  5609   49.663           -2481           -2479         -0.3083;
  5610   49.672           -2484           -2479          0.2137;
  5611   49.681           -2487           -2479          0.4994;
  5612   49.690           -2486           -2479          0.1777;
  5613   49.698           -2483           -2479         -0.3388;
  5614   49.707           -2481           -2479         -0.4658;
  5615   49.716           -2483           -2479         -0.0336;
  5616   49.725           -2486           -2479          0.4347;
  5617   49.734           -2488           -2479          0.3852;
  5618   49.743           -2484           -2479         -0.1154;
  5619   49.752           -2482           -2479         -0.4915;
  5620   49.760           -2482           -2479         -0.2705;
  5621   49.769           -2485           -2479          0.2546;
  5622   49.778           -2487           -2479          0.4939;
  5623   49.787           -2486           -2479          0.1319;
  5624   49.796           -2482           -2479         -0.3742;
  5625   49.805           -2481           -2479         -0.4432;
  5626   49.814           -2483           -2479          0.0177;
  5627   49.822           -2486           -2479          0.4597;
  5628   49.831           -2488           -2479          0.3474;
  5629   49.840           -2484           -2479         -0.1679;
  5630   49.849           -2481           -2479         -0.4994;
  5631   49.858           -2482           -2479         -0.2204;
  5632   49.867           -2485           -2479          0.3034;
  5633   49.876           -2487           -2479          0.4799;
  5634   49.884           -2485           -2479          0.0726;
  5635   49.893           -2482           -2479         -0.4139;
  5636   49.902           -2481           -2479         -0.4090;
  5637   49.911           -2484           -2479          0.0806;
  5638   49.920           -2487           -2479          0.4823;
  5639   49.929           -2486           -2479          0.2961;
  5640   49.938           -2484           -2479         -0.2295;
  5641   49.946           -2481           -2479         -0.4988;
  5642   49.955           -2482           -2479         -0.1569;
  5643   49.964           -2485           -2479          0.3571;
  5644   49.973           -2487           -2479          0.4530;
  5645   49.982           -2485           -2479          0.0012;
  5646   49.991           -2482           -2479         -0.4524;
  5647   49.999           -2481           -2479         -0.3596;
  5648   50.008           -2484           -2479          0.1538;
  5649   50.017           -2487           -2479          0.4976;
  5650   50.026           -2486           -2479          0.2295;
  5651   50.035           -2483           -2479         -0.2973;
  5652   50.044           -2481           -2479         -0.4829;
  5653   50.053           -2482           -2479         -0.0781;
  5654   50.061           -2486           -2479          0.4115;
  5655   50.070           -2488           -2479          0.4090;
  5656   50.079           -2485           -2479         -0.0824;
  5657   50.088           -2482           -2479         -0.4841;
  5658   50.097           -2481           -2479         -0.2930;
  5659   50.106           -2485           -2479          0.2344;
  5660   50.115           -2487           -2479          0.4969;
  5661   50.123           -2486           -2479          0.1465;
  5662   50.132           -2483           -2479         -0.3663;
  5663   50.141           -2481           -2479         -0.4469;
  5664   50.150           -2483           -2479          0.0140;
  5665   50.159           -2486           -2479          0.4597;
  5666   50.168           -2488           -2479          0.3449;
  5667   50.177           -2484           -2479         -0.1746;
  5668   50.185           -2481           -2479         -0.5000;
