 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort

[    0    0.000               0               0          0.0000;
     1    0.009               0               0          0.0000;
     2    0.018               0               0          0.0000;
     3    0.027               0               0          0.0000;
     4    0.035               0               0          0.0000;
     5    0.044               0               0          0.0000;
     6    0.053               0               0          0.0000;
     7    0.062               0               0          0.0000;
     8    0.071               0               0          0.0000;
     9    0.080               0               0          0.0000;
    10    0.089               0               0          0.0000;
    11    0.097               0               0          0.0000;
    12    0.106               0               0          0.0000;
    13    0.115               0               0          0.0000;
    14    0.124               0               0          0.0000;
    15    0.133               0               0          0.0000;
    16    0.142               0               0          0.0000;
    17    0.151               0               0          0.0000;
    18    0.159               0               0          0.0000;
    19    0.168               0               0          0.0000;
    20    0.177               0               0          0.0000;
    21    0.186               0               0          0.0000;
    22    0.195               0               0          0.0000;
    23    0.204               0               0          0.0000;
    24    0.213               0               0          0.0000;
    25    0.221               0               0          0.0000;
    26    0.230               0               0          0.0000;
    27    0.239               0               0          0.0000;
    28    0.248               0               0          0.0000;
    29    0.257               0               0          0.0000;
    30    0.266               0               0          0.0000;
    31    0.274               0               0          0.0000;
    32    0.283               0               0          0.0000;
    33    0.292               0               0          0.0000;
    34    0.301               0               0          0.0000;
    35    0.310               0               0          0.0000;
    36    0.319               0               0          0.0000;
    37    0.328               0               0          0.0000;
    38    0.336               0               0          0.0000;
    39    0.345               0               0          0.0000;
    40    0.354               0               0          0.0000;
    41    0.363               0               0          0.0000;
    42    0.372               0               0          0.0000;
    43    0.381               0               0          0.0000;
    44    0.390               0               0          0.0000;
    45    0.398               0               0          0.0000;
    46    0.407               0               0          0.0000;
    47    0.416               0               0          0.0000;
    48    0.425               0               0          0.0000;
    49    0.434               0               0          0.0000;
    50    0.443               0               0          0.0000;
    51    0.452               0               0          0.0000;
    52    0.460               0               0          0.0000;
    53    0.469               0               0          0.0000;
    54    0.478               0               0          0.0000;
    55    0.487               0               0          0.0000;
    56    0.496               0               0          0.0000;
    57    0.505               0               0          0.0000;
    58    0.514               0               0          0.0000;
    59    0.522               0               0          0.0000;
    60    0.531               0               0          0.0000;
    61    0.540               0               0          0.0000;
    62    0.549               0               0          0.0000;
    63    0.558               0               0          0.0000;
    64    0.567               0               0          0.0000;
    65    0.576               0               0          0.0006;
    66    0.584               0               0          0.0006;
    67    0.593               0               0          0.0006;
    68    0.602               0               0          0.0006;
    69    0.611               0               0          0.0006;
    70    0.620               0               0          0.0006;
    71    0.629               0               0          0.0006;
    72    0.638               0               0          0.0006;
    73    0.646               0               0          0.0006;
    74    0.655               0               0          0.0012;
    75    0.664               0               0          0.0012;
    76    0.673               0               0          0.0012;
    77    0.682               0               0          0.0012;
    78    0.691               0               0          0.0012;
    79    0.699               0               0          0.0018;
    80    0.708               0               0          0.0018;
    81    0.717               0               0          0.0018;
    82    0.726               0               0          0.0018;
    83    0.735               0               0          0.0024;
    84    0.744               0               0          0.0024;
    85    0.753               0               0          0.0024;
    86    0.761               0               0          0.0031;
    87    0.770               0               0          0.0031;
    88    0.779               0               0          0.0031;
    89    0.788               0               0          0.0037;
    90    0.797               0               0          0.0037;
    91    0.806               0               0          0.0037;
    92    0.815               0               0          0.0043;
    93    0.823               0               0          0.0043;
    94    0.832               0               0          0.0049;
    95    0.841               0               0          0.0049;
    96    0.850               0               0          0.0055;
    97    0.859               0               0          0.0061;
    98    0.868               0               0          0.0061;
    99    0.877               0               0          0.0067;
   100    0.885               0               0          0.0067;
   101    0.894               0               0          0.0073;
   102    0.903               0               0          0.0079;
   103    0.912               0               0          0.0085;
   104    0.921               0               0          0.0085;
   105    0.930               1               0          0.0092;
   106    0.939               1               0          0.0098;
   107    0.947               1               0          0.0104;
   108    0.956               1               0          0.0110;
   109    0.965               1               0          0.0116;
   110    0.974               1               0          0.0122;
   111    0.983               1               0          0.0128;
   112    0.992               1               1          0.0134;
   113    1.001               1               1          0.0147;
   114    1.009               1               1          0.0153;
   115    1.018               1               1          0.0159;
   116    1.027               1               1          0.0171;
   117    1.036               2               1          0.0177;
   118    1.045               2               1          0.0189;
   119    1.054               2               1          0.0195;
   120    1.063               2               1          0.0208;
   121    1.071               2               1          0.0214;
   122    1.080               2               1          0.0226;
   123    1.089               2               1          0.0238;
   124    1.098               2               1          0.0250;
   125    1.107               2               1          0.0263;
   126    1.116               2               1          0.0275;
   127    1.124               3               1          0.0287;
   128    1.133               3               1          0.0299;
   129    1.142               3               1          0.0311;
   130    1.151               3               2          0.0330;
   131    1.160               3               2          0.0342;
   132    1.169               3               2          0.0360;
   133    1.178               4               2          0.0379;
   134    1.186               4               2          0.0391;
   135    1.195               4               2          0.0409;
   136    1.204               4               3          0.0427;
   137    1.213               5               3          0.0446;
   138    1.222               5               3          0.0464;
   139    1.231               6               3          0.0488;
   140    1.240               6               3          0.0507;
   141    1.248               6               4          0.0531;
   142    1.257               6               4          0.0549;
   143    1.266               7               4          0.0574;
   144    1.275               7               5          0.0598;
   145    1.284               8               5          0.0623;
   146    1.293               8               5          0.0647;
   147    1.302               9               5          0.0678;
   148    1.310              10               6          0.0702;
   149    1.319              10               6          0.0733;
   150    1.328              11               7          0.0757;
   151    1.337              12               7          0.0788;
   152    1.346              12               8          0.0824;
   153    1.355              14               8          0.0855;
   154    1.364              15               9          0.0885;
   155    1.372              16               9          0.0922;
   156    1.381              17              10          0.0958;
   157    1.390              19              11          0.0995;
   158    1.399              20              12          0.1032;
   159    1.408              22              13          0.1068;
   160    1.417              24              14          0.1111;
   161    1.426              26              16          0.1148;
   162    1.434              28              17          0.1190;
   163    1.443              31              19          0.1233;
   164    1.452              34              21          0.1282;
   165    1.461              37              23          0.1325;
   166    1.470              40              25          0.1374;
   167    1.479              43              28          0.1422;
   168    1.488              46              31          0.1477;
   169    1.496              49              34          0.1526;
   170    1.505              52              37          0.1581;
   171    1.514              56              41          0.1636;
   172    1.523              59              45          0.1691;
   173    1.532              62              49          0.1752;
   174    1.541              66              53          0.1813;
   175    1.549              69              58          0.1874;
   176    1.558              73              62          0.1935;
   177    1.567              77              67          0.2002;
   178    1.576              81              72          0.2063;
   179    1.585              85              77          0.2131;
   180    1.594              90              82          0.2198;
   181    1.603              94              87          0.2271;
   182    1.611              99              92          0.2338;
   183    1.620             104              97          0.2411;
   184    1.629             110             103          0.2479;
   185    1.638             116             108          0.2552;
   186    1.647             122             113          0.2625;
   187    1.656             128             119          0.2698;
   188    1.665             135             125          0.2778;
   189    1.673             142             130          0.2851;
   190    1.682             148             136          0.2924;
   191    1.691             155             142          0.3004;
   192    1.700             163             149          0.3077;
   193    1.709             170             155          0.3156;
   194    1.718             179             162          0.3230;
   195    1.727             188             169          0.3309;
   196    1.735             198             176          0.3382;
   197    1.744             209             184          0.3462;
   198    1.753             220             192          0.3535;
   199    1.762             232             201          0.3608;
   200    1.771             245             210          0.3687;
   201    1.780             259             220          0.3761;
   202    1.789             274             231          0.3834;
   203    1.797             289             243          0.3901;
   204    1.806             305             256          0.3974;
   205    1.815             321             269          0.4048;
   206    1.824             338             284          0.4115;
   207    1.833             354             300          0.4182;
   208    1.842             371             318          0.4249;
   209    1.851             388             336          0.4310;
   210    1.859             404             355          0.4377;
   211    1.868             422             376          0.4432;
   212    1.877             439             397          0.4493;
   213    1.886             456             419          0.4548;
   214    1.895             474             442          0.4603;
   215    1.904             493             465          0.4652;
   216    1.913             513             489          0.4701;
   217    1.921             534             513          0.4750;
   218    1.930             556             538          0.4786;
   219    1.939             578             562          0.4829;
   220    1.948             601             587          0.4866;
   221    1.957             625             612          0.4896;
   222    1.966             650             637          0.4921;
   223    1.974             676             661          0.4945;
   224    1.983             702             686          0.4963;
   225    1.992             729             711          0.4982;
   226    2.001             756             737          0.4994;
   227    2.010             785             762          0.5000;
   228    2.019             814             787          0.5000;
   229    2.028             844             813          0.4994;
   230    2.036             875             840          0.4982;
   231    2.045             905             867          0.4969;
   232    2.054             935             894          0.4945;
   233    2.063             963             923          0.4921;
   234    2.072             991             952          0.4884;
   235    2.081            1017             982          0.4847;
   236    2.090            1042            1012          0.4799;
   237    2.098            1067            1043          0.4744;
   238    2.107            1092            1074          0.4683;
   239    2.116            1117            1106          0.4609;
   240    2.125            1142            1137          0.4530;
   241    2.134            1166            1168          0.4444;
   242    2.143            1190            1199          0.4353;
   243    2.152            1214            1229          0.4249;
   244    2.160            1238            1258          0.4139;
   245    2.169            1262            1287          0.4017;
   246    2.178            1286            1314          0.3889;
   247    2.187            1310            1341          0.3748;
   248    2.196            1335            1366          0.3608;
   249    2.205            1359            1390          0.3449;
   250    2.214            1384            1413          0.3291;
   251    2.222            1408            1434          0.3126;
   252    2.231            1431            1455          0.2949;
   253    2.240            1454            1474          0.2766;
   254    2.249            1475            1493          0.2582;
   255    2.258            1495            1511          0.2387;
   256    2.267            1515            1528          0.2192;
   257    2.276            1533            1544          0.1984;
   258    2.284            1550            1560          0.1777;
   259    2.293            1566            1574          0.1563;
   260    2.302            1581            1589          0.1349;
   261    2.311            1595            1602          0.1129;
   262    2.320            1608            1615          0.0904;
   263    2.329            1620            1628          0.0678;
   264    2.338            1630            1640          0.0452;
   265    2.346            1638            1651          0.0220;
   266    2.355            1644            1661         -0.0012;
   267    2.364            1647            1670         -0.0244;
   268    2.373            1649            1679         -0.0482;
   269    2.382            1648            1686         -0.0714;
   270    2.391            1646            1692         -0.0946;
   271    2.399            1642            1696         -0.1178;
   272    2.408            1636            1698         -0.1410;
   273    2.417            1629            1698         -0.1636;
   274    2.426            1621            1696         -0.1862;
   275    2.435            1611            1692         -0.2088;
   276    2.444            1601            1685         -0.2308;
   277    2.453            1589            1676         -0.2521;
   278    2.461            1576            1664         -0.2735;
   279    2.470            1562            1649         -0.2943;
   280    2.479            1547            1633         -0.3138;
   281    2.488            1530            1613         -0.3333;
   282    2.497            1511            1592         -0.3516;
   283    2.506            1489            1568         -0.3700;
   284    2.515            1464            1542         -0.3864;
   285    2.523            1437            1514         -0.4029;
   286    2.532            1407            1484         -0.4182;
   287    2.541            1374            1452         -0.4322;
   288    2.550            1337            1418         -0.4451;
   289    2.559            1297            1381         -0.4567;
   290    2.568            1254            1343         -0.4670;
   291    2.577            1206            1302         -0.4768;
   292    2.585            1153            1259         -0.4841;
   293    2.594            1097            1213         -0.4908;
   294    2.603            1037            1164         -0.4957;
   295    2.612             974            1111         -0.4988;
   296    2.621             908            1055         -0.5000;
   297    2.630             840             996         -0.5000;
   298    2.639             769             932         -0.4976;
   299    2.647             696             864         -0.4933;
   300    2.656             621             792         -0.4872;
   301    2.665             544             716         -0.4792;
   302    2.674             467             635         -0.4695;
   303    2.683             391             550         -0.4573;
   304    2.692             314             461         -0.4438;
   305    2.701             237             368         -0.4286;
   306    2.709             160             272         -0.4121;
   307    2.718              83             173         -0.3938;
   308    2.727               6              72         -0.3742;
   309    2.736             -70             -31         -0.3529;
   310    2.745            -146            -134         -0.3303;
   311    2.754            -222            -237         -0.3071;
   312    2.763            -299            -340         -0.2821;
   313    2.771            -377            -441         -0.2564;
   314    2.780            -455            -541         -0.2302;
   315    2.789            -534            -638         -0.2021;
   316    2.798            -615            -731         -0.1740;
   317    2.807            -698            -822         -0.1453;
   318    2.816            -782            -909         -0.1154;
   319    2.824            -868            -992         -0.0855;
   320    2.833            -956           -1072         -0.0549;
   321    2.842           -1046           -1148         -0.0244;
   322    2.851           -1137           -1221          0.0067;
   323    2.860           -1229           -1292          0.0372;
   324    2.869           -1321           -1360          0.0684;
   325    2.878           -1412           -1428          0.0989;
   326    2.886           -1503           -1494          0.1294;
   327    2.895           -1592           -1560          0.1593;
   328    2.904           -1678           -1627          0.1893;
   329    2.913           -1762           -1695          0.2186;
   330    2.922           -1842           -1764          0.2466;
   331    2.931           -1919           -1835          0.2741;
   332    2.940           -1991           -1907          0.3010;
   333    2.948           -2058           -1982          0.3260;
   334    2.957           -2120           -2057          0.3504;
   335    2.966           -2177           -2135          0.3736;
   336    2.975           -2230           -2213          0.3950;
   337    2.984           -2277           -2291          0.4151;
   338    2.993           -2319           -2368          0.4328;
   339    3.002           -2357           -2443          0.4493;
   340    3.010           -2393           -2515          0.4634;
   341    3.019           -2425           -2584          0.4756;
   342    3.028           -2454           -2648          0.4853;
   343    3.037           -2482           -2707          0.4927;
   344    3.046           -2510           -2759          0.4976;
   345    3.055           -2537           -2804          0.5000;
   346    3.064           -2564           -2842          0.4994;
   347    3.072           -2591           -2872          0.4951;
   348    3.081           -2619           -2895          0.4890;
   349    3.090           -2648           -2909          0.4792;
   350    3.099           -2675           -2917          0.4670;
   351    3.108           -2702           -2917          0.4530;
   352    3.117           -2728           -2912          0.4359;
   353    3.126           -2751           -2901          0.4170;
   354    3.134           -2772           -2886          0.3956;
   355    3.143           -2788           -2868          0.3724;
   356    3.152           -2801           -2848          0.3468;
   357    3.161           -2809           -2826          0.3199;
   358    3.170           -2812           -2804          0.2918;
   359    3.179           -2809           -2782          0.2619;
   360    3.188           -2801           -2761          0.2308;
   361    3.196           -2789           -2741          0.1984;
   362    3.205           -2773           -2722          0.1648;
   363    3.214           -2753           -2704          0.1306;
   364    3.223           -2731           -2687          0.0958;
   365    3.232           -2706           -2672          0.0604;
   366    3.241           -2680           -2657          0.0250;
   367    3.249           -2653           -2643         -0.0110;
   368    3.258           -2626           -2629         -0.0470;
   369    3.267           -2599           -2615         -0.0830;
   370    3.276           -2574           -2601         -0.1184;
   371    3.285           -2550           -2586         -0.1538;
   372    3.294           -2528           -2570         -0.1880;
   373    3.303           -2509           -2553         -0.2216;
   374    3.311           -2493           -2534         -0.2546;
   375    3.320           -2481           -2515         -0.2857;
   376    3.329           -2474           -2495         -0.3162;
   377    3.338           -2470           -2474         -0.3449;
   378    3.347           -2470           -2454         -0.3712;
   379    3.356           -2474           -2433         -0.3962;
   380    3.365           -2481           -2414         -0.4188;
   381    3.373           -2490           -2397         -0.4396;
   382    3.382           -2501           -2382         -0.4573;
   383    3.391           -2513           -2371         -0.4719;
   384    3.400           -2525           -2363         -0.4841;
   385    3.409           -2536           -2359         -0.4933;
   386    3.418           -2547           -2361         -0.4982;
   387    3.427           -2557           -2367         -0.5000;
   388    3.435           -2566           -2378         -0.4988;
   389    3.444           -2573           -2394         -0.4927;
   390    3.453           -2580           -2414         -0.4835;
   391    3.462           -2585           -2438         -0.4713;
   392    3.471           -2589           -2466         -0.4554;
   393    3.480           -2592           -2497         -0.4365;
   394    3.489           -2595           -2530         -0.4145;
   395    3.497           -2599           -2564         -0.3907;
   396    3.506           -2604           -2600         -0.3639;
   397    3.515           -2611           -2634         -0.3346;
   398    3.524           -2619           -2668         -0.3040;
   399    3.533           -2630           -2700         -0.2711;
   400    3.542           -2642           -2729         -0.2363;
   401    3.551           -2657           -2756         -0.2002;
   402    3.559           -2675           -2780         -0.1630;
   403    3.568           -2694           -2801         -0.1252;
   404    3.577           -2715           -2819         -0.0861;
   405    3.586           -2737           -2833         -0.0464;
   406    3.595           -2760           -2844         -0.0061;
   407    3.604           -2784           -2853          0.0336;
   408    3.613           -2808           -2860          0.0739;
   409    3.621           -2830           -2864          0.1136;
   410    3.630           -2851           -2868          0.1526;
   411    3.639           -2869           -2871          0.1905;
   412    3.648           -2883           -2872          0.2277;
   413    3.657           -2893           -2875          0.2637;
   414    3.666           -2898           -2876          0.2985;
   415    3.674           -2899           -2879          0.3309;
   416    3.683           -2892           -2881          0.3614;
   417    3.692           -2881           -2883          0.3895;
   418    3.701           -2865           -2885          0.4151;
   419    3.710           -2844           -2886          0.4377;
   420    3.719           -2820           -2885          0.4573;
   421    3.728           -2793           -2882          0.4737;
   422    3.736           -2762           -2876          0.4860;
   423    3.745           -2729           -2867          0.4951;
   424    3.754           -2694           -2854          0.4994;
   425    3.763           -2658           -2837          0.4988;
   426    3.772           -2622           -2815          0.4939;
   427    3.781           -2586           -2787          0.4853;
   428    3.790           -2552           -2754          0.4719;
   429    3.798           -2519           -2716          0.4548;
   430    3.807           -2488           -2673          0.4341;
   431    3.816           -2458           -2625          0.4103;
   432    3.825           -2429           -2572          0.3834;
   433    3.834           -2401           -2515          0.3529;
   434    3.843           -2374           -2456          0.3205;
   435    3.852           -2347           -2395          0.2857;
   436    3.860           -2320           -2332          0.2485;
   437    3.869           -2293           -2269          0.2100;
   438    3.878           -2265           -2206          0.1697;
   439    3.887           -2236           -2145          0.1282;
   440    3.896           -2205           -2087          0.0855;
   441    3.905           -2173           -2032          0.0427;
   442    3.914           -2138           -1980         -0.0012;
   443    3.922           -2102           -1933         -0.0446;
   444    3.931           -2064           -1891         -0.0879;
   445    3.940           -2026           -1852         -0.1313;
   446    3.949           -1987           -1819         -0.1734;
   447    3.958           -1949           -1790         -0.2143;
   448    3.967           -1912           -1765         -0.2540;
   449    3.976           -1877           -1744         -0.2918;
   450    3.984           -1845           -1726         -0.3272;
   451    3.993           -1816           -1712         -0.3608;
   452    4.002           -1792           -1700         -0.3913;
   453    4.011           -1772           -1691         -0.4188;
   454    4.020           -1758           -1684         -0.4432;
   455    4.029           -1749           -1679         -0.4634;
   456    4.038           -1746           -1676         -0.4799;
   457    4.046           -1750           -1675         -0.4915;
   458    4.055           -1759           -1676         -0.4988;
   459    4.064           -1774           -1679         -0.5006;
   460    4.073           -1793           -1684         -0.4969;
   461    4.082           -1817           -1692         -0.4884;
   462    4.091           -1843           -1704         -0.4750;
   463    4.099           -1873           -1719         -0.4567;
   464    4.108           -1905           -1737         -0.4347;
   465    4.117           -1939           -1760         -0.4084;
   466    4.126           -1973           -1788         -0.3791;
   467    4.135           -2009           -1820         -0.3462;
   468    4.144           -2044           -1856         -0.3101;
   469    4.153           -2079           -1898         -0.2717;
   470    4.161           -2113           -1944         -0.2314;
   471    4.170           -2145           -1993         -0.1886;
   472    4.179           -2175           -2047         -0.1441;
   473    4.188           -2203           -2104         -0.0989;
   474    4.197           -2230           -2163         -0.0525;
   475    4.206           -2255           -2223         -0.0061;
   476    4.215           -2279           -2284          0.0409;
   477    4.223           -2304           -2344          0.0879;
   478    4.232           -2328           -2403          0.1337;
   479    4.241           -2353           -2459          0.1789;
   480    4.250           -2378           -2512          0.2228;
   481    4.259           -2405           -2561          0.2643;
   482    4.268           -2432           -2606          0.3046;
   483    4.277           -2460           -2646          0.3419;
   484    4.285           -2488           -2680          0.3761;
   485    4.294           -2516           -2709          0.4072;
   486    4.303           -2543           -2732          0.4341;
   487    4.312           -2570           -2751          0.4573;
   488    4.321           -2596           -2763          0.4762;
   489    4.330           -2620           -2771          0.4896;
   490    4.339           -2641           -2775          0.4976;
   491    4.347           -2659           -2776          0.4994;
   492    4.356           -2673           -2771          0.4957;
   493    4.365           -2683           -2764          0.4860;
   494    4.374           -2689           -2755          0.4707;
   495    4.383           -2690           -2744          0.4499;
   496    4.392           -2685           -2732          0.4249;
   497    4.401           -2676           -2718          0.3956;
   498    4.409           -2664           -2703          0.3626;
   499    4.418           -2648           -2686          0.3254;
   500    4.427           -2629           -2668          0.2857;
   501    4.436           -2609           -2650          0.2430;
   502    4.445           -2588           -2630          0.1984;
   503    4.454           -2566           -2609          0.1514;
   504    4.463           -2544           -2587          0.1032;
   505    4.471           -2522           -2563          0.0543;
   506    4.480           -2502           -2539          0.0043;
   507    4.489           -2483           -2514         -0.0458;
   508    4.498           -2465           -2487         -0.0952;
   509    4.507           -2450           -2461         -0.1441;
   510    4.516           -2436           -2434         -0.1917;
   511    4.524           -2425           -2407         -0.2381;
   512    4.533           -2416           -2380         -0.2814;
   513    4.542           -2410           -2355         -0.3230;
   514    4.551           -2408           -2331         -0.3608;
   515    4.560           -2407           -2310         -0.3956;
   516    4.569           -2410           -2290         -0.4261;
   517    4.578           -2414           -2274         -0.4524;
   518    4.586           -2420           -2262         -0.4731;
   519    4.595           -2427           -2254         -0.4884;
   520    4.604           -2435           -2250         -0.4976;
   521    4.613           -2444           -2251         -0.5006;
   522    4.622           -2453           -2258         -0.4963;
   523    4.631           -2461           -2269         -0.4860;
   524    4.640           -2469           -2285         -0.4689;
   525    4.648           -2477           -2306         -0.4463;
   526    4.657           -2485           -2331         -0.4188;
   527    4.666           -2491           -2360         -0.3864;
   528    4.675           -2498           -2392         -0.3498;
   529    4.684           -2505           -2426         -0.3095;
   530    4.693           -2513           -2462         -0.2662;
   531    4.702           -2520           -2499         -0.2198;
   532    4.710           -2527           -2537         -0.1709;
   533    4.719           -2536           -2574         -0.1203;
   534    4.728           -2545           -2609         -0.0684;
   535    4.737           -2555           -2642         -0.0159;
   536    4.746           -2567           -2673          0.0366;
   537    4.755           -2580           -2700          0.0891;
   538    4.764           -2595           -2724          0.1410;
   539    4.772           -2610           -2744          0.1911;
   540    4.781           -2625           -2760          0.2399;
   541    4.790           -2640           -2772          0.2857;
   542    4.799           -2654           -2780          0.3291;
   543    4.808           -2666           -2784          0.3687;
   544    4.817           -2677           -2786          0.4042;
   545    4.826           -2683           -2782          0.4347;
   546    4.834           -2687           -2777          0.4603;
   547    4.843           -2686           -2769          0.4799;
   548    4.852           -2681           -2759          0.4933;
   549    4.861           -2672           -2746          0.4994;
   550    4.870           -2659           -2731          0.4982;
   551    4.879           -2642           -2714          0.4890;
   552    4.888           -2622           -2695          0.4731;
   553    4.896           -2600           -2674          0.4512;
   554    4.905           -2575           -2651          0.4231;
   555    4.914           -2548           -2626          0.3895;
   556    4.923           -2521           -2599          0.3516;
   557    4.932           -2493           -2569          0.3095;
   558    4.941           -2465           -2538          0.2631;
   559    4.949           -2437           -2504          0.2143;
   560    4.958           -2410           -2469          0.1630;
   561    4.967           -2385           -2432          0.1093;
   562    4.976           -2360           -2395          0.0549;
   563    4.985           -2338           -2356         -0.0006;
   564    4.994           -2316           -2317         -0.0562;
   565    5.003           -2298           -2278         -0.1111;
   566    5.011           -2280           -2239         -0.1648;
   567    5.020           -2265           -2201         -0.2167;
   568    5.029           -2252           -2166         -0.2662;
   569    5.038           -2242           -2132         -0.3132;
   570    5.047           -2233           -2102         -0.3559;
   571    5.056           -2226           -2074         -0.3950;
   572    5.065           -2221           -2051         -0.4286;
   573    5.073           -2218           -2033         -0.4567;
   574    5.082           -2216           -2019         -0.4780;
   575    5.091           -2216           -2011         -0.4927;
   576    5.100           -2217           -2007         -0.5000;
   577    5.109           -2221           -2010         -0.4988;
   578    5.118           -2225           -2018         -0.4890;
   579    5.127           -2229           -2031         -0.4719;
   580    5.135           -2235           -2050         -0.4481;
   581    5.144           -2242           -2073         -0.4176;
   582    5.153           -2249           -2100         -0.3816;
   583    5.162           -2257           -2131         -0.3407;
   584    5.171           -2266           -2164         -0.2949;
   585    5.180           -2276           -2201         -0.2454;
   586    5.189           -2287           -2239         -0.1935;
   587    5.197           -2299           -2277         -0.1386;
   588    5.206           -2312           -2316         -0.0818;
   589    5.215           -2326           -2355         -0.0238;
   590    5.224           -2341           -2392          0.0342;
   591    5.233           -2357           -2428          0.0916;
   592    5.242           -2374           -2461          0.1484;
   593    5.251           -2392           -2492          0.2033;
   594    5.259           -2410           -2520          0.2558;
   595    5.268           -2428           -2544          0.3053;
   596    5.277           -2446           -2565          0.3510;
   597    5.286           -2462           -2583          0.3919;
   598    5.295           -2477           -2596          0.4274;
   599    5.304           -2489           -2607          0.4567;
   600    5.313           -2499           -2614          0.4786;
   601    5.321           -2506           -2617          0.4933;
   602    5.330           -2511           -2618          0.4994;
   603    5.339           -2512           -2614          0.4969;
   604    5.348           -2509           -2608          0.4853;
   605    5.357           -2504           -2599          0.4652;
   606    5.366           -2496           -2587          0.4383;
   607    5.374           -2486           -2572          0.4042;
   608    5.383           -2474           -2556          0.3645;
   609    5.392           -2462           -2537          0.3193;
   610    5.401           -2448           -2515          0.2698;
   611    5.410           -2434           -2492          0.2161;
   612    5.419           -2420           -2468          0.1600;
   613    5.428           -2408           -2442          0.1013;
   614    5.436           -2395           -2415          0.0415;
   615    5.445           -2384           -2388         -0.0189;
   616    5.454           -2373           -2360         -0.0794;
   617    5.463           -2364           -2334         -0.1386;
   618    5.472           -2357           -2307         -0.1960;
   619    5.481           -2350           -2282         -0.2515;
   620    5.490           -2346           -2259         -0.3028;
   621    5.498           -2344           -2238         -0.3504;
   622    5.507           -2345           -2219         -0.3932;
   623    5.516           -2347           -2205         -0.4298;
   624    5.525           -2351           -2194         -0.4597;
   625    5.534           -2357           -2187         -0.4817;
   626    5.543           -2365           -2184         -0.4957;
   627    5.552           -2373           -2186         -0.5006;
   628    5.560           -2382           -2194         -0.4951;
   629    5.569           -2392           -2205         -0.4805;
   630    5.578           -2402           -2222         -0.4573;
   631    5.587           -2412           -2243         -0.4261;
   632    5.596           -2422           -2268         -0.3883;
   633    5.605           -2432           -2298         -0.3443;
   634    5.614           -2441           -2330         -0.2949;
   635    5.622           -2451           -2365         -0.2411;
   636    5.631           -2459           -2402         -0.1838;
   637    5.640           -2468           -2440         -0.1239;
   638    5.649           -2476           -2478         -0.0623;
   639    5.658           -2483           -2516          0.0006;
   640    5.667           -2491           -2552          0.0635;
   641    5.676           -2499           -2587          0.1258;
   642    5.684           -2508           -2619          0.1856;
   643    5.693           -2517           -2648          0.2436;
   644    5.702           -2526           -2672          0.2979;
   645    5.711           -2535           -2693          0.3474;
   646    5.720           -2544           -2709          0.3919;
   647    5.729           -2552           -2720          0.4298;
   648    5.738           -2559           -2726          0.4603;
   649    5.746           -2565           -2728          0.4829;
   650    5.755           -2570           -2724          0.4963;
   651    5.764           -2573           -2716          0.5000;
   652    5.773           -2572           -2704          0.4921;
   653    5.782           -2570           -2689          0.4750;
   654    5.791           -2566           -2670          0.4487;
   655    5.799           -2560           -2648          0.4139;
   656    5.808           -2551           -2624          0.3724;
   657    5.817           -2541           -2598          0.3248;
   658    5.826           -2530           -2571          0.2717;
   659    5.835           -2518           -2542          0.2143;
   660    5.844           -2504           -2512          0.1532;
   661    5.853           -2490           -2482          0.0904;
   662    5.861           -2475           -2453          0.0256;
   663    5.870           -2459           -2424         -0.0397;
   664    5.879           -2444           -2396         -0.1044;
   665    5.888           -2429           -2369         -0.1679;
   666    5.897           -2414           -2344         -0.2283;
   667    5.906           -2401           -2321         -0.2857;
   668    5.915           -2389           -2300         -0.3382;
   669    5.923           -2380           -2281         -0.3852;
   670    5.932           -2374           -2265         -0.4255;
   671    5.941           -2371           -2252         -0.4585;
   672    5.950           -2370           -2242         -0.4823;
   673    5.959           -2373           -2235         -0.4963;
   674    5.968           -2379           -2232         -0.5000;
   675    5.977           -2386           -2233         -0.4921;
   676    5.985           -2396           -2238         -0.4737;
   677    5.994           -2406           -2247         -0.4457;
   678    6.003           -2418           -2260         -0.4090;
   679    6.012           -2429           -2276         -0.3651;
   680    6.021           -2441           -2297         -0.3144;
   681    6.030           -2451           -2321         -0.2582;
   682    6.039           -2460           -2348         -0.1978;
   683    6.047           -2467           -2379         -0.1337;
   684    6.056           -2473           -2411         -0.0678;
   685    6.065           -2478           -2444         -0.0006;
   686    6.074           -2481           -2478          0.0665;
   687    6.083           -2483           -2511          0.1331;
   688    6.092           -2485           -2544          0.1972;
   689    6.101           -2485           -2575          0.2582;
   690    6.109           -2486           -2602          0.3150;
   691    6.118           -2486           -2627          0.3663;
